ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
10110504120,10110504120,20001001,20001117,NA,NA,2,2,NA,NA,4,3,NA,1
10110504199,10110504199,20001022,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110504200,10110504200,20000926,20001201,NA,NA,NA,NA,2,2,3,2,2,2
10110504238,10110504238,20001016,20001203,NA,NA,NA,NA,2,NA,2,2,2,2
10110504260,10110504260,20000927,20001122,NA,NA,6,6,NA,NA,1,3,1,1
10110504332,10110504332,20001007,20001203,NA,NA,NA,NA,NA,NA,2,2,1,2
10110504379,10110504379,20000909,20001116,NA,NA,2,NA,NA,NA,3,1,1,2
10110504381,10110504381,20000927,20001124,NA,NA,NA,NA,NA,NA,3,2,1,2
10110504386,10110504386,20001005,20001122,NA,NA,NA,NA,1,2,2,2,1,1
10110504404,10110504404,20001008,20001115,NA,NA,2,NA,NA,NA,2,3,998,1
10110504563,10110504563,20000929,20001203,NA,NA,2,NA,NA,NA,1,1,1,1
10110504597,10110504597,20001015,20001203,NA,NA,NA,NA,NA,NA,1,3,1,2
10110504752,10110504752,20001007,20001115,NA,NA,2,2,NA,NA,3,3,2,2
10110504836,10110504836,20001016,20001129,NA,NA,NA,NA,NA,NA,2,2,2,2
10110504853,10110504853,20001010,20001207,NA,NA,NA,NA,NA,NA,1,2,2,2
10110504900,10110504900,20000907,20001115,NA,NA,NA,NA,2,2,2,2,1,1
10110504934,10110504934,20001025,20001207,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110504951,10110504951,20001012,20001207,NA,NA,NA,NA,NA,NA,1,1,1,2
10110505025,10110505025,20000922,20001125,NA,NA,2,2,NA,NA,1,3,2,1
10110505032,10110505032,20000923,20001113,NA,NA,NA,NA,NA,NA,1,1,1,2
10110505042,10110505042,20001001,20001115,NA,NA,NA,NA,NA,NA,2,2,2,2
10110505094,10110505094,20001005,20001129,NA,NA,NA,NA,NA,NA,2,2,2,1
10110505124,10110505124,20000911,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110505190,10110505190,20001020,20001124,NA,NA,NA,NA,NA,NA,2,2,2,1
10110505267,10110505267,20000909,20001120,NA,NA,NA,NA,NA,NA,2,2,1,1
10110505524,10110505524,20001007,20001201,NA,NA,NA,NA,2,NA,3,3,1,1
10110505540,10110505540,20000928,20001203,NA,NA,NA,NA,NA,NA,3,2,2,2
10110505552,10110505552,20001004,20001130,NA,NA,NA,NA,NA,NA,3,3,1,1
10110505593,10110505593,20000922,20001111,NA,NA,NA,NA,2,2,2,2,2,2
10110505633,10110505633,20001001,20001204,NA,NA,NA,NA,NA,NA,3,1,1,2
10110505654,10110505654,20000907,20001129,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110505728,10110505728,20000922,20001117,NA,NA,NA,NA,NA,NA,3,1,1,2
10110505857,10110505857,20001006,20001125,NA,NA,NA,NA,NA,NA,1,2,1,2
10110505869,10110505869,20000926,20001124,NA,NA,NA,NA,2,2,2,2,1,1
10110505884,10110505884,20000922,20001116,NA,NA,NA,NA,NA,NA,2,2,2,2
10110505923,10110505923,20001009,20001203,NA,NA,NA,NA,998,998,2,2,2,2
10110505957,10110505957,20001001,20001124,NA,NA,2,2,NA,NA,1,1,1,1
10110506096,10110506096,20000930,20001125,NA,NA,NA,NA,2,2,4,2,NA,1
10110506160,10110506160,20001009,20001122,NA,NA,NA,NA,2,2,2,2,1,1
10110506201,10110506201,20001007,20001203,NA,NA,NA,NA,NA,NA,3,1,2,2
10110506204,10110506204,20001007,20001113,NA,NA,NA,NA,NA,NA,3,3,2,1
10110506272,10110506272,20000922,20001113,NA,NA,NA,NA,2,2,2,2,1,1
10110506314,10110506314,20000923,20001116,NA,NA,NA,NA,1,1,2,2,1,2
10110506351,10110506351,20001009,20001126,NA,NA,NA,NA,NA,NA,4,3,NA,998
10110506455,10110506455,20000926,20001115,NA,NA,2,2,NA,NA,3,3,1,1
10110506482,10110506482,20000927,20001127,NA,NA,NA,NA,NA,NA,2,1,2,2
10110506532,10110506532,20001009,20001126,NA,NA,NA,NA,2,NA,2,2,2,1
10110506613,10110506613,20001002,20001126,NA,NA,NA,NA,2,2,2,2,2,2
10110506627,10110506627,20000912,20001128,NA,NA,NA,NA,2,NA,3,2,1,2
10110506749,10110506749,20001009,20001124,NA,NA,NA,NA,2,NA,3,2,1,1
10110506813,10110506813,20000919,20001124,NA,NA,NA,NA,NA,NA,3,3,2,2
10110506835,10110506835,20001019,20001126,NA,NA,NA,NA,NA,NA,3,2,1,2
10110506856,10110506856,20001012,20001128,NA,NA,NA,NA,NA,NA,3,3,1,1
10110506995,10110506995,20001008,20001126,NA,NA,NA,NA,NA,NA,4,1,NA,2
10110507059,10110507059,20000929,20001116,NA,NA,NA,NA,NA,NA,1,1,1,1
10110507077,10110507077,20000929,20001115,NA,NA,NA,NA,NA,NA,2,2,1,1
10110507103,10110507103,20000923,20001121,NA,NA,NA,NA,NA,NA,3,998,2,NA
10110507162,10110507162,20001015,20001129,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110507192,10110507192,20001004,20001118,NA,NA,2,2,NA,NA,1,1,1,1
10110507232,10110507232,20001002,20001206,NA,NA,2,2,NA,NA,1,1,1,1
10110507329,10110507329,20000912,20001116,NA,NA,NA,NA,NA,NA,3,3,1,1
10110507529,10110507529,20001009,20001112,NA,NA,2,2,NA,NA,1,1,2,2
10110507578,10110507578,20001001,20001125,NA,NA,NA,NA,2,2,2,2,2,1
10110507600,10110507600,20000920,20001130,NA,NA,6,998,NA,NA,2,3,2,1
10110507639,10110507639,20000929,20001120,NA,NA,NA,6,NA,NA,1,1,2,2
10110507642,10110507642,20000928,20001127,NA,NA,2,NA,NA,NA,1,1,1,1
10110507790,10110507790,20001006,20001201,NA,NA,NA,NA,2,2,2,2,1,1
10110507822,10110507822,20001012,20001125,NA,NA,NA,NA,1,1,1,3,1,2
10110507840,10110507840,20000911,20001127,NA,NA,NA,NA,NA,NA,1,2,2,2
10110507865,10110507865,20000921,20001130,NA,NA,998,NA,NA,NA,1,3,998,1
10110507926,10110507926,20000930,20001115,NA,NA,NA,NA,2,2,2,2,2,1
10110507931,10110507931,20001007,20001111,NA,NA,2,2,NA,NA,1,1,1,1
10110507999,10110507999,20001001,20001119,NA,NA,NA,NA,NA,NA,1,1,2,2
10110508077,10110508077,20001018,20001120,NA,NA,2,NA,NA,NA,1,1,999,2
10110508084,10110508084,20001010,20001129,NA,NA,NA,NA,1,3,3,2,1,1
10110508153,10110508153,20001104,20001128,NA,NA,NA,NA,NA,NA,2,2,2,998
10110508175,10110508175,20001012,20001112,NA,NA,NA,NA,NA,NA,1,1,2,1
10110508194,10110508194,20001010,20001206,NA,NA,NA,2,3,NA,2,2,2,2
10110508276,10110508276,20001002,20001115,NA,NA,NA,NA,2,NA,3,3,1,2
10110508539,10110508539,20001002,20001120,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110508551,10110508551,20001002,20001121,NA,NA,2,2,NA,NA,1,1,1,1
10110508707,10110508707,20001014,20001116,NA,NA,NA,NA,2,2,2,2,2,1
10110508785,10110508785,20000909,20001111,NA,NA,NA,NA,NA,NA,3,2,2,1
10110508897,10110508897,20001015,20001119,NA,NA,NA,NA,2,2,3,3,1,2
10110509055,10110509055,20001027,20001205,NA,NA,NA,NA,1,2,3,2,1,2
10110509409,10110509409,20001010,20001128,NA,NA,NA,NA,2,NA,3,3,2,2
10110509447,10110509447,20000922,20001115,NA,NA,NA,NA,2,NA,2,2,1,1
10110509572,10110509572,20000921,20001111,NA,NA,NA,NA,2,2,2,2,1,1
10110509687,10110509687,20001005,20001129,NA,NA,NA,NA,NA,NA,1,1,1,1
10110509735,10110509735,20001012,20001129,NA,NA,2,NA,NA,NA,1,1,2,2
10110509908,10110509908,20001005,20001122,NA,NA,2,2,NA,NA,3,3,1,2
10110509947,10110509947,20001018,20001124,NA,NA,NA,NA,NA,NA,3,3,1,2
10110509962,10110509962,20000921,20001129,NA,NA,NA,NA,1,2,1,1,2,1
10110510056,10110510056,20000921,20001120,NA,NA,NA,NA,2,2,2,2,2,1
10110510172,10110510172,20001011,20001204,NA,NA,NA,NA,NA,NA,3,2,2,2
10110510228,10110510228,20001014,20001128,NA,NA,2,NA,NA,NA,1,1,2,1
10110510282,10110510282,20001010,20001205,NA,NA,NA,NA,NA,NA,1,1,1,1
10110510392,10110510392,20001028,20001121,NA,NA,2,2,NA,NA,1,1,1,1
10110510397,10110510397,20000930,20001119,NA,NA,2,2,NA,NA,1,1,2,2
10110510433,10110510433,20001002,20001111,NA,NA,NA,NA,2,2,2,2,1,2
10110510466,10110510466,20000923,20001115,NA,NA,NA,NA,1,NA,2,2,1,1
10110510475,10110510475,20001021,20001112,NA,NA,NA,NA,2,2,1,2,2,1
10110510480,10110510480,20000916,20001117,NA,NA,NA,NA,NA,NA,3,3,1,2
10110510502,10110510502,20001021,20001116,NA,NA,NA,NA,NA,NA,998,1,NA,1
10110510533,10110510533,20001002,20001113,NA,NA,NA,NA,2,NA,2,2,1,1
10110510541,10110510541,20000921,20001119,NA,NA,NA,NA,NA,NA,1,1,1,1
10110510543,10110510543,20000918,20001204,NA,NA,NA,NA,1,2,3,2,2,2
10110510602,10110510602,20001016,20001127,NA,NA,NA,NA,NA,NA,2,2,2,1
10110510612,10110510612,20001013,20001126,NA,NA,NA,NA,NA,NA,4,1,NA,1
10110510665,10110510665,20001015,20001127,NA,NA,2,2,NA,NA,3,3,1,2
10110510705,10110510705,20000909,20001204,NA,NA,NA,NA,NA,NA,3,2,2,2
10110510734,10110510734,20000923,20001203,NA,NA,NA,NA,1,2,2,2,2,2
10110510739,10110510739,20001008,20001121,NA,NA,NA,NA,NA,2,2,2,1,1
10110510761,10110510761,20001015,20001127,NA,NA,NA,NA,NA,NA,2,2,1,1
10110510897,10110510897,20001022,20001118,NA,NA,NA,NA,2,2,2,2,1,1
10110510970,10110510970,20001005,20001120,NA,NA,NA,NA,NA,NA,3,3,1,1
10110510989,10110510989,20000915,20001122,NA,NA,NA,NA,NA,NA,3,1,2,2
10110510997,10110510997,20000904,20001118,NA,NA,6,6,NA,NA,3,3,2,1
10110511001,10110511001,20001017,20001201,NA,NA,NA,NA,NA,NA,1,1,2,1
10110511008,10110511008,20001012,20001122,NA,NA,NA,NA,NA,NA,2,2,1,1
10110511107,10110511107,20001005,20001202,NA,NA,NA,NA,2,2,3,4,2,NA
10110511238,10110511238,20001015,20001206,NA,NA,NA,NA,2,2,2,3,2,1
10110511407,10110511407,20001015,20001112,NA,NA,NA,NA,NA,2,2,4,1,NA
10110511541,10110511541,20001014,20001112,NA,NA,NA,NA,NA,NA,3,3,1,1
10110511569,10110511569,20000923,20001119,NA,NA,2,2,NA,NA,1,1,1,1
10110511597,10110511597,20001013,20001128,NA,NA,5,5,NA,NA,1,1,1,1
10110511645,10110511645,20000915,20001130,NA,NA,NA,NA,NA,NA,1,3,2,2
10110511754,10110511754,20001004,20001122,NA,NA,2,2,NA,NA,1,1,1,1
10110511770,10110511770,20001007,20001203,NA,NA,NA,NA,NA,NA,3,3,1,1
10110511868,10110511868,20001001,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110512006,10110512006,20000924,20001111,NA,NA,NA,NA,NA,NA,3,3,1,1
10110512181,10110512181,20000928,20001119,NA,NA,NA,NA,NA,NA,2,2,1,1
10110512231,10110512231,20000927,20001119,NA,NA,NA,NA,NA,NA,2,2,1,1
10110512323,10110512323,20001019,20001207,NA,NA,NA,NA,1,1,2,2,1,1
10110512333,10110512333,20001010,20001202,NA,NA,NA,NA,NA,NA,3,3,2,2
10110512423,10110512423,20000922,20001130,NA,NA,NA,NA,NA,NA,3,2,1,1
10110512526,10110512526,20001002,20001113,NA,NA,2,2,NA,NA,1,1,1,1
10110512543,10110512543,20001006,20001130,NA,NA,NA,NA,NA,NA,3,3,1,1
10110512607,10110512607,20001001,20001203,NA,NA,NA,2,NA,NA,2,2,2,2
10110512630,10110512630,20001005,20001116,NA,NA,NA,NA,2,NA,2,2,2,2
10110512664,10110512664,20001005,20001119,NA,NA,NA,NA,2,2,2,2,1,1
10110512689,10110512689,20001009,20001114,NA,NA,NA,NA,NA,NA,2,2,1,1
10110512720,10110512720,20000924,20001120,NA,NA,NA,NA,2,NA,2,2,2,2
10110512766,10110512766,20000904,20001129,NA,NA,NA,NA,NA,NA,2,2,1,1
10110512905,10110512905,20001021,20001130,NA,NA,NA,NA,3,3,2,2,2,2
10110512965,10110512965,20001017,20001203,NA,NA,NA,NA,NA,NA,1,1,1,1
10110513073,10110513073,20000922,20001122,NA,NA,NA,NA,2,NA,2,2,1,1
10110513074,10110513074,20001014,20001201,NA,NA,2,2,NA,NA,1,1,2,1
10110513216,10110513216,20000918,20001111,NA,NA,NA,NA,NA,NA,3,3,1,1
10110513241,10110513241,20000921,20001121,NA,NA,998,NA,NA,998,1,1,1,2
10110513267,10110513267,20001003,20001203,NA,NA,2,2,NA,NA,1,1,2,2
10110513335,10110513335,20000914,20001125,NA,NA,NA,NA,NA,NA,3,2,2,2
10110513384,10110513384,20001009,20001203,NA,NA,2,2,NA,NA,3,3,2,2
10110513444,10110513444,20000925,20001120,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110513468,10110513468,20001002,20001127,NA,NA,NA,NA,NA,NA,2,2,2,2
10110513702,10110513702,20000925,20001202,NA,NA,NA,NA,2,NA,2,2,2,2
10110513873,10110513873,20001010,20001119,NA,NA,NA,NA,NA,NA,4,2,NA,2
10110513970,10110513970,20001016,20001121,NA,NA,NA,NA,NA,NA,3,3,1,1
10110514117,10110514117,20000920,20001119,NA,NA,2,2,NA,NA,3,3,2,2
10110514178,10110514178,20001007,20001121,NA,NA,NA,NA,NA,NA,2,2,2,1
10110514287,10110514287,20001006,20001111,NA,NA,2,2,NA,NA,1,1,1,1
10110514314,10110514314,20001014,20001125,NA,NA,NA,NA,1,2,3,3,2,1
10110514339,10110514339,20000903,20001120,NA,NA,NA,NA,NA,NA,3,3,2,1
10110514349,10110514349,20000920,20001128,NA,NA,NA,NA,NA,NA,3,1,2,2
10110514402,10110514402,20001021,20001130,NA,NA,NA,NA,NA,NA,1,1,1,1
10110514421,10110514421,20000926,20001115,NA,NA,NA,NA,2,NA,2,2,1,1
10110514494,10110514494,20001016,20001115,NA,NA,2,2,NA,NA,1,1,2,1
10110514546,10110514546,20000925,20001205,NA,NA,2,2,NA,NA,3,3,2,2
10110514717,10110514717,20001002,20001124,NA,NA,NA,NA,NA,2,2,2,1,1
10110514738,10110514738,20000921,20001130,NA,NA,NA,NA,2,3,2,2,2,1
10110514756,10110514756,20001004,20001121,NA,NA,2,2,NA,NA,1,1,1,1
10110514811,10110514811,20000925,20001203,NA,NA,2,2,NA,NA,1,1,2,2
10110514844,10110514844,20000922,20001113,NA,NA,NA,NA,NA,NA,3,3,2,998
10110514918,10110514918,20001014,20001124,NA,NA,NA,NA,2,2,2,2,2,2
10110514924,10110514924,20001012,20001201,NA,NA,2,2,NA,NA,3,4,1,NA
10110515011,10110515011,20000921,20001112,NA,NA,NA,NA,NA,NA,2,2,2,1
10110515015,10110515015,20000929,20001130,NA,NA,NA,NA,NA,NA,3,1,2,1
10110515084,10110515084,20000930,20001122,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110515186,10110515186,20001010,20001115,NA,NA,6,6,NA,NA,3,3,2,2
10110515251,10110515251,20000919,20001206,NA,NA,NA,NA,NA,NA,2,2,2,2
10110515283,10110515283,20001004,20001128,NA,NA,NA,NA,NA,NA,998,3,NA,998
10110515285,10110515285,20000911,20001203,NA,NA,NA,NA,NA,998,3,2,1,1
10110515549,10110515549,20000917,20001128,NA,NA,NA,NA,NA,2,2,2,1,1
10110515612,10110515612,20000930,20001128,NA,NA,2,2,NA,NA,1,1,1,1
10110515627,10110515627,20001001,20001205,NA,NA,2,2,NA,NA,1,1,1,1
10110515636,10110515636,20001006,20001127,NA,NA,NA,NA,NA,NA,2,2,1,1
10110515734,10110515734,20000923,20001113,NA,NA,2,NA,NA,NA,4,1,NA,2
10110515775,10110515775,20000919,20001113,NA,NA,2,2,NA,NA,1,1,1,1
10110515829,10110515829,20000918,20001130,NA,NA,NA,NA,NA,NA,1,1,2,2
10110515908,10110515908,20001002,20001116,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110515934,10110515934,20001020,20001112,NA,NA,2,2,NA,NA,1,1,2,1
10110516081,10110516081,20000930,20001114,NA,NA,2,2,NA,NA,1,1,2,2
10110516130,10110516130,20001012,20001203,NA,NA,NA,NA,NA,3,2,2,1,1
10110516280,10110516280,20000919,20001118,NA,NA,NA,NA,NA,NA,2,2,2,2
10110516356,10110516356,20000926,20001114,NA,NA,NA,NA,NA,NA,3,3,2,2
10110516483,10110516483,20000928,20001126,NA,NA,NA,NA,NA,NA,3,3,2,1
10110516526,10110516526,20001010,20001115,NA,NA,NA,NA,2,2,2,2,1,1
10110516555,10110516555,20000914,20001122,NA,NA,2,2,NA,NA,1,1,2,2
10110516619,10110516619,20000917,20001117,NA,NA,NA,NA,998,2,2,2,2,2
10110516776,10110516776,20001002,20001112,NA,NA,NA,NA,4,NA,3,3,1,1
10110516788,10110516788,20001002,20001124,NA,NA,2,2,NA,NA,1,3,2,1
10110516801,10110516801,20000921,20001129,NA,NA,NA,NA,2,NA,2,2,1,1
10110516822,10110516822,20000927,20001203,NA,NA,NA,NA,2,NA,3,998,2,NA
10110516906,10110516906,20001004,20001124,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110516991,10110516991,20000905,20001129,NA,NA,NA,NA,NA,NA,3,3,1,2
10110517001,10110517001,20001020,20001205,NA,NA,NA,NA,NA,NA,1,4,1,NA
10110517016,10110517016,20000930,20001120,NA,NA,NA,NA,NA,NA,3,3,2,2
10110517178,10110517178,20001002,20001202,NA,NA,NA,NA,2,2,4,998,NA,NA
10110517244,10110517244,20000923,20001125,NA,NA,6,6,NA,NA,1,3,2,2
10110517352,10110517352,20001020,20001125,NA,NA,NA,NA,NA,NA,2,3,2,2
10110517355,10110517355,20001002,20001203,NA,NA,NA,NA,998,2,2,2,2,2
10110517446,10110517446,20001004,20001119,NA,NA,NA,NA,2,1,2,2,2,2
10110517511,10110517511,20000922,20001112,NA,NA,NA,NA,NA,NA,998,3,NA,1
10110517538,10110517538,20001001,20001121,NA,NA,NA,NA,2,2,2,2,1,2
10110517582,10110517582,20001023,20001125,NA,NA,NA,NA,NA,NA,998,3,NA,2
10110517595,10110517595,20000927,20001115,NA,NA,NA,NA,NA,NA,1,2,2,2
10110517684,10110517684,20000929,20001128,NA,NA,NA,NA,NA,NA,1,1,2,1
10110517772,10110517772,20001014,20001204,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110517878,10110517878,20001013,20001114,NA,NA,NA,NA,NA,NA,2,2,2,1
10110517999,10110517999,20000924,20001130,NA,NA,NA,NA,NA,NA,3,3,1,1
10110518066,10110518066,20001008,20001112,NA,NA,NA,NA,NA,2,2,2,1,1
10110518083,10110518083,20000909,20001124,NA,NA,NA,NA,3,NA,3,2,1,1
10110518209,10110518209,20001004,20001205,NA,NA,NA,NA,NA,2,2,2,1,2
10110518319,10110518319,20000926,20001120,NA,NA,NA,NA,1,1,1,3,2,1
10110518328,10110518328,20000928,20001112,NA,NA,NA,NA,2,2,2,2,1,1
10110518417,10110518417,20001005,20001201,NA,NA,NA,NA,1,3,1,1,1,1
10110518615,10110518615,20000909,20001116,NA,NA,NA,NA,NA,NA,2,3,2,1
10110518627,10110518627,20000929,20001119,NA,NA,5,5,NA,NA,1,1,2,1
10110518655,10110518655,20000913,20001122,NA,NA,NA,NA,NA,NA,3,3,1,1
10110518663,10110518663,20001008,20001120,NA,NA,NA,NA,NA,NA,1,3,2,1
10110518697,10110518697,20000902,20001114,NA,NA,NA,NA,2,NA,2,2,1,2
10110518768,10110518768,20000915,20001202,NA,NA,NA,NA,2,2,2,2,1,1
10110518776,10110518776,20000910,20001111,NA,NA,NA,NA,NA,2,2,2,1,1
10110518821,10110518821,20000923,20001205,NA,NA,NA,NA,NA,NA,4,2,NA,2
10110518910,10110518910,20000921,20001111,NA,NA,6,6,NA,NA,1,1,1,1
10110518913,10110518913,20000915,20001203,NA,NA,NA,NA,NA,NA,2,2,2,2
10110518920,10110518920,20000912,20001207,NA,NA,NA,NA,NA,NA,3,3,1,2
10110518984,10110518984,20000926,20001126,NA,NA,NA,NA,2,2,2,2,1,1
10110519018,10110519018,20000922,20001128,NA,NA,2,2,NA,NA,4,1,NA,1
10110519097,10110519097,20001010,20001124,NA,NA,NA,NA,2,NA,2,2,2,2
10110519129,10110519129,20000928,20001112,NA,NA,2,2,NA,NA,1,1,1,1
10110519207,10110519207,20001011,20001203,NA,NA,NA,NA,NA,NA,1,1,1,1
10110519254,10110519254,20000930,20001113,NA,NA,NA,NA,1,2,3,3,1,2
10110519281,10110519281,20001009,20001112,NA,NA,NA,NA,2,2,2,2,2,1
10110519322,10110519322,20000930,20001112,NA,NA,6,6,NA,NA,1,1,1,1
10110519332,10110519332,20001005,20001203,NA,NA,NA,NA,2,2,2,2,1,1
10110519354,10110519354,20000913,20001205,NA,NA,NA,NA,NA,NA,2,2,1,2
10110519358,10110519358,20000929,20001205,NA,NA,6,6,NA,NA,4,2,NA,998
10110519501,10110519501,20001009,20001125,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110519650,10110519650,20001006,20001203,NA,NA,2,2,NA,NA,3,3,1,1
10110519690,10110519690,20000912,20001112,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110519735,10110519735,20000920,20001117,NA,NA,NA,NA,NA,NA,999,1,NA,2
10110519736,10110519736,20000922,20001129,NA,NA,2,2,NA,NA,998,1,NA,2
10110519777,10110519777,20001005,20001127,NA,NA,NA,NA,NA,NA,2,2,2,2
10110519791,10110519791,20001002,20001116,NA,NA,NA,NA,2,2,2,2,2,2
10110519807,10110519807,20001005,20001201,NA,NA,NA,NA,2,2,2,2,1,1
10110519830,10110519830,20001001,20001117,NA,NA,2,2,NA,NA,3,3,1,1
10110519836,10110519836,20000906,20001205,NA,NA,NA,NA,NA,NA,3,3,1,1
10110519898,10110519898,20000928,20001118,NA,NA,NA,998,NA,NA,1,1,1,1
10110519918,10110519918,20001005,20001127,NA,NA,NA,NA,NA,999,2,4,2,NA
10110520074,10110520074,20000919,20001129,NA,NA,2,2,NA,NA,1,1,2,2
10110520183,10110520183,20001008,20001129,NA,NA,NA,NA,2,2,4,3,NA,1
10110520195,10110520195,20000905,20001119,NA,NA,NA,NA,2,2,2,2,1,1
10110520255,10110520255,20001006,20001115,NA,NA,6,6,NA,NA,4,3,NA,2
10110520290,10110520290,20001008,20001121,NA,NA,2,2,NA,NA,1,3,2,1
10110520299,10110520299,20000930,20001119,NA,NA,NA,NA,2,998,2,2,1,2
10110520328,10110520328,20001008,20001120,NA,NA,NA,NA,2,2,2,2,1,1
10110520354,10110520354,20000921,20001130,NA,NA,NA,NA,NA,NA,1,1,2,2
10110520366,10110520366,20000928,20001128,NA,NA,NA,NA,NA,NA,3,3,2,2
10110520431,10110520431,20001001,20001127,NA,NA,2,NA,NA,NA,1,1,2,1
10110520520,10110520520,20001014,20001112,NA,NA,NA,NA,2,NA,2,2,1,1
10110520728,10110520728,20000923,20001129,NA,NA,NA,NA,NA,NA,3,2,2,2
10110520763,10110520763,20000916,20001116,NA,NA,2,2,NA,NA,1,1,1,1
10110520765,10110520765,20000917,20001125,NA,NA,NA,NA,NA,NA,3,3,1,1
10110520889,10110520889,20001014,20001130,NA,NA,NA,6,1,NA,3,3,1,1
10110520914,10110520914,20001006,20001205,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110521004,10110521004,20001014,20001129,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110521049,10110521049,20000921,20001128,NA,NA,NA,NA,2,2,2,2,2,2
10110521110,10110521110,20001014,20001127,NA,NA,NA,NA,2,2,2,2,1,1
10110521136,10110521136,20000919,20001120,NA,NA,2,2,NA,NA,4,3,NA,1
10110521144,10110521144,20000925,20001205,NA,NA,NA,NA,NA,NA,1,1,1,1
10110521150,10110521150,20001009,20001202,NA,NA,NA,NA,2,NA,2,2,1,1
10110521155,10110521155,20000911,20001205,NA,NA,NA,2,2,NA,4,1,NA,2
10110521226,10110521226,20000924,20001124,NA,NA,NA,NA,NA,NA,2,2,1,1
10110521329,10110521329,20001005,20001128,NA,NA,NA,NA,NA,NA,1,1,1,1
10110521331,10110521331,20000911,20001122,NA,NA,2,2,NA,NA,4,1,NA,1
10110521336,10110521336,20001013,20001127,NA,NA,NA,NA,2,2,3,3,1,1
10110521440,10110521440,20001024,20001129,NA,NA,NA,NA,999,NA,2,2,1,1
10110521488,10110521488,20000925,20001120,NA,NA,NA,NA,NA,NA,4,998,NA,NA
10110521525,10110521525,20000916,20001128,NA,NA,NA,NA,2,2,2,2,1,1
10110521598,10110521598,20000929,20001126,NA,NA,NA,NA,NA,NA,3,3,1,1
10110521632,10110521632,20001009,20001128,NA,NA,NA,NA,NA,NA,1,2,2,1
10110521673,10110521673,20000902,20001115,NA,NA,NA,NA,1,1,3,3,1,2
10110521715,10110521715,20000929,20001111,NA,NA,NA,NA,NA,NA,1,1,1,1
10110521729,10110521729,20000902,20001121,NA,NA,2,NA,NA,NA,4,3,NA,1
10110521835,10110521835,20000912,20001124,NA,NA,NA,NA,NA,NA,3,3,1,2
10110521844,10110521844,20001006,20001127,NA,NA,NA,NA,NA,NA,2,2,1,1
10110521936,10110521936,20000922,20001119,NA,NA,NA,NA,NA,NA,2,2,2,2
10110521939,10110521939,20000907,20001120,NA,NA,NA,NA,2,NA,3,3,2,2
10110521977,10110521977,20000919,20001205,NA,NA,NA,NA,NA,NA,1,1,1,1
10110522048,10110522048,20001002,20001127,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110522050,10110522050,20001003,20001122,NA,NA,2,2,NA,NA,1,1,1,1
10110522094,10110522094,20000920,20001118,NA,NA,NA,NA,NA,NA,2,2,2,1
10110522270,10110522270,20001003,20001205,NA,NA,NA,NA,NA,NA,2,2,2,2
10110522284,10110522284,20001023,20001128,NA,NA,NA,NA,NA,NA,998,2,NA,2
10110522320,10110522320,20001006,20001115,NA,NA,NA,NA,NA,NA,3,3,1,1
10110522352,10110522352,20000909,20001113,NA,NA,NA,NA,NA,NA,3,3,2,2
10110522382,10110522382,20000926,20001121,NA,NA,NA,NA,NA,NA,2,2,2,2
10110522448,10110522448,20001006,20001201,NA,NA,NA,NA,1,1,3,3,1,1
10110522449,10110522449,20001009,20001206,NA,NA,2,2,NA,NA,1,1,2,2
10110522507,10110522507,20000930,20001206,NA,NA,NA,NA,NA,NA,3,3,1,2
10110522671,10110522671,20001001,20001122,NA,NA,2,2,NA,NA,1,1,1,1
10110522678,10110522678,20001020,20001203,NA,NA,NA,NA,2,2,2,2,1,1
10110522739,10110522739,20001015,20001115,NA,NA,5,2,NA,NA,4,4,NA,NA
10110522761,10110522761,20000930,20001130,NA,NA,2,NA,NA,NA,1,1,1,1
10110522801,10110522801,20000915,20001130,NA,NA,NA,NA,1,998,2,2,1,1
10110522974,10110522974,20000922,20001116,NA,NA,NA,NA,1,1,2,2,2,2
10110523020,10110523020,20000910,20001113,NA,NA,NA,NA,NA,NA,1,1,1,2
10110523074,10110523074,20000906,20001204,NA,NA,NA,NA,NA,NA,1,1,2,2
10110523151,10110523151,20000929,20001116,NA,NA,2,2,NA,NA,4,1,NA,2
10110523306,10110523306,20000917,20001207,NA,NA,NA,NA,2,2,2,2,1,1
10110523340,10110523340,20000906,20001124,NA,NA,6,6,NA,NA,1,1,1,1
