ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
10110416053,10110416053,20000809,20001024,NA,NA,NA,NA,NA,NA,3,3,2,1
10110416074,10110416074,20000726,20001027,NA,NA,NA,NA,NA,NA,3,3,1,1
10110416128,10110416128,20000806,20001028,NA,NA,NA,NA,NA,NA,3,1,2,2
10110416165,10110416165,20000725,20001030,NA,NA,NA,NA,NA,NA,4,3,NA,998
10110416243,10110416243,20000813,20001029,NA,NA,NA,NA,NA,NA,3,3,2,1
10110416274,10110416274,20000804,20001024,NA,NA,NA,NA,1,NA,1,1,1,1
10110416419,10110416419,20000722,20001029,NA,NA,NA,NA,1,NA,2,2,1,2
10110416657,10110416657,20000730,20001026,NA,NA,2,NA,NA,NA,1,1,1,1
10110416809,10110416809,20000724,20001027,NA,NA,NA,NA,2,NA,2,2,1,1
10110416823,10110416823,20000812,20001021,NA,NA,NA,NA,NA,NA,3,4,2,NA
10110416912,10110416912,20000727,20001019,NA,NA,NA,NA,NA,NA,1,1,2,2
10110416978,10110416978,20000804,20001020,NA,NA,2,NA,NA,NA,4,1,NA,1
10110416994,10110416994,20000804,20001029,NA,NA,2,NA,NA,NA,3,3,2,2
10110417111,10110417111,20000807,20001030,NA,NA,7,NA,NA,NA,3,3,1,1
10110417147,10110417147,20000807,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110417183,10110417183,20000808,20001027,NA,NA,NA,NA,NA,NA,2,3,2,1
10110417270,10110417270,20000813,20001025,NA,NA,NA,NA,NA,NA,2,2,1,1
10110417300,10110417300,20000808,20001021,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110417642,10110417642,20000723,20001028,NA,NA,6,NA,NA,NA,3,3,1,1
10110417663,10110417663,20000726,20001019,NA,NA,NA,NA,NA,NA,2,2,998,2
10110417684,10110417684,20000811,20001028,NA,NA,NA,NA,2,NA,3,3,1,1
10110417721,10110417721,20000730,20001025,NA,NA,NA,NA,NA,NA,2,2,2,2
10110417750,10110417750,20000727,20001028,NA,NA,NA,NA,2,NA,2,2,1,2
10110417771,10110417771,20000806,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110417774,10110417774,20000728,20001021,NA,NA,NA,NA,NA,NA,2,2,1,2
10110417901,10110417901,20000809,20001024,NA,NA,NA,NA,NA,NA,2,2,2,1
10110418063,10110418063,20000727,20001019,NA,NA,NA,NA,1,NA,2,2,2,2
10110418183,10110418183,20000807,20001018,NA,NA,NA,NA,2,NA,998,3,NA,2
10110418309,10110418309,20000726,20001024,NA,NA,NA,NA,NA,NA,2,3,2,1
10110418324,10110418324,20000810,20001026,NA,NA,2,NA,NA,NA,1,3,2,1
10110418342,10110418342,20000808,20001026,NA,NA,2,NA,NA,NA,1,1,1,1
10110418350,10110418350,20000725,20001019,NA,NA,NA,NA,NA,NA,1,4,1,NA
10110418370,10110418370,20000804,20001021,NA,NA,NA,NA,2,NA,2,2,2,1
10110418701,10110418701,20000809,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110418787,10110418787,20000806,20001031,NA,NA,NA,NA,NA,NA,1,3,2,2
10110418970,10110418970,20000728,20001022,NA,NA,2,NA,NA,NA,1,1,1,1
10110419190,10110419190,20000809,20001018,NA,NA,2,NA,NA,NA,1,1,1,1
10110419298,10110419298,20000725,20001018,NA,NA,NA,NA,NA,NA,1,1,1,1
10110419342,10110419342,20000729,20001025,NA,NA,2,NA,NA,NA,1,1,1,1
10110419435,10110419435,20000721,20001021,NA,NA,NA,NA,NA,NA,2,2,2,1
10110419576,10110419576,20000808,20001021,NA,NA,NA,NA,NA,NA,3,3,2,1
10110419601,10110419601,20000806,20001020,NA,NA,NA,NA,NA,NA,1,3,2,2
10110419710,10110419710,20000804,20001026,NA,NA,998,NA,NA,NA,2,2,1,1
10110419902,10110419902,20000809,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110419955,10110419955,20000805,20001028,NA,NA,NA,NA,NA,NA,3,3,2,1
10110420132,10110420132,20000728,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110420143,10110420143,20000725,20001025,NA,NA,NA,NA,NA,NA,2,2,2,2
10110420179,10110420179,20000721,20001021,NA,NA,NA,NA,1,NA,2,2,1,1
10110420182,10110420182,20000805,20001019,NA,NA,NA,NA,1,NA,2,3,2,2
10110420303,10110420303,20000804,20001028,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110420360,10110420360,20000728,20001025,NA,NA,2,NA,NA,NA,3,1,2,1
10110420366,10110420366,20000805,20001018,NA,NA,NA,NA,NA,NA,3,1,2,2
10110420382,10110420382,20000729,20001027,NA,NA,NA,NA,NA,NA,999,2,NA,1
10110420414,10110420414,20000812,20001026,NA,NA,NA,NA,2,NA,2,2,1,1
10110420442,10110420442,20000721,20001029,NA,NA,NA,NA,NA,NA,3,3,2,2
10110420466,10110420466,20000727,20001028,NA,NA,NA,NA,NA,NA,2,998,2,NA
10110420572,10110420572,20000805,20001019,NA,NA,NA,NA,1,NA,2,2,1,1
10110420683,10110420683,20000808,20001025,NA,NA,2,NA,NA,NA,1,1,1,1
10110420726,10110420726,20000723,20001023,NA,NA,NA,NA,2,NA,2,2,1,1
10110420762,10110420762,20000728,20001025,NA,NA,2,NA,NA,NA,3,3,1,1
10110420793,10110420793,20000812,20001019,NA,NA,NA,NA,NA,NA,3,3,2,2
10110420938,10110420938,20000804,20001020,NA,NA,2,NA,NA,NA,1,4,1,NA
10110421098,10110421098,20000811,20001019,NA,NA,NA,NA,1,NA,2,2,1,2
10110421145,10110421145,20000813,20001024,NA,NA,NA,NA,2,NA,2,2,2,2
10110421176,10110421176,20000812,20001019,NA,NA,2,NA,NA,NA,1,3,2,1
10110421244,10110421244,20000729,20001018,NA,NA,NA,NA,NA,NA,3,3,1,1
10110421343,10110421343,20000728,20001019,NA,NA,NA,NA,NA,NA,3,3,1,1
10110421405,10110421405,20000730,20001022,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110421446,10110421446,20000721,20001018,NA,NA,5,NA,NA,NA,1,1,1,1
10110421519,10110421519,20000728,20001022,NA,NA,NA,NA,NA,NA,2,2,1,1
10110421701,10110421701,20000729,20001028,NA,NA,NA,NA,2,NA,2,2,1,1
10110421831,10110421831,20000812,20001019,NA,NA,NA,NA,NA,NA,3,1,2,2
10110421885,10110421885,20000812,20001028,NA,NA,NA,NA,2,NA,4,1,NA,2
10110421904,10110421904,20000723,20001031,NA,NA,NA,NA,NA,NA,2,2,1,1
10110421913,10110421913,20000807,20001028,NA,NA,NA,NA,NA,NA,3,1,2,2
10110421934,10110421934,20000810,20001021,NA,NA,NA,NA,2,NA,2,2,1,2
10110422102,10110422102,20000721,20001028,NA,NA,NA,NA,NA,NA,1,1,2,2
10110422103,10110422103,20000813,20001019,NA,NA,NA,NA,NA,NA,2,2,1,2
10110422267,10110422267,20000813,20001020,NA,NA,2,NA,NA,NA,1,1,999,1
10110422277,10110422277,20000724,20001028,NA,NA,NA,NA,999,NA,4,2,NA,2
10110422374,10110422374,20000804,20001024,NA,NA,6,NA,NA,NA,1,1,2,2
10110422400,10110422400,20000813,20001025,NA,NA,NA,NA,NA,NA,3,3,1,998
10110422517,10110422517,20000724,20001019,NA,NA,2,NA,NA,NA,998,1,NA,2
10110422559,10110422559,20000808,20001022,NA,NA,NA,NA,NA,NA,1,1,1,1
10110422704,10110422704,20000806,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110422869,10110422869,20000813,20001029,NA,NA,NA,NA,1,NA,2,2,1,1
10110422915,10110422915,20000812,20001025,NA,NA,NA,NA,NA,NA,3,998,2,NA
10110422948,10110422948,20000725,20001027,NA,NA,NA,NA,NA,NA,2,2,2,2
10110423003,10110423003,20000723,20001020,NA,NA,NA,NA,NA,NA,3,3,1,1
10110423080,10110423080,20000725,20001025,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110423084,10110423084,20000806,20001018,NA,NA,6,NA,NA,NA,1,3,1,1
10110423159,10110423159,20000729,20001026,NA,NA,NA,NA,NA,NA,3,3,1,1
10110423232,10110423232,20000730,20001018,NA,NA,8,NA,NA,NA,1,1,2,2
10110423414,10110423414,20000729,20001019,NA,NA,NA,NA,1,NA,2,2,1,1
10110423438,10110423438,20000723,20001018,NA,NA,2,NA,NA,NA,3,3,1,1
10110423478,10110423478,20000807,20001024,NA,NA,NA,NA,4,NA,1,1,1,1
10110423488,10110423488,20000730,20001027,NA,NA,NA,NA,NA,NA,3,2,2,2
10110423491,10110423491,20000730,20001028,NA,NA,2,NA,NA,NA,1,1,1,2
10110423594,10110423594,20000806,20001020,NA,NA,NA,NA,NA,NA,2,2,2,2
10110423595,10110423595,20000726,20001030,NA,NA,NA,NA,NA,NA,1,1,1,2
10110423618,10110423618,20000730,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110423620,10110423620,20000813,20001022,NA,NA,6,NA,NA,NA,1,1,1,1
10110423663,10110423663,20000813,20001026,NA,NA,NA,NA,NA,NA,2,2,1,1
10110423823,10110423823,20000726,20001025,NA,NA,NA,NA,NA,NA,3,3,2,1
10110423832,10110423832,20000813,20001023,NA,NA,NA,NA,1,NA,2,2,1,2
10110424106,10110424106,20000730,20001026,NA,NA,2,NA,NA,NA,3,1,1,2
10110424168,10110424168,20000813,20001029,NA,NA,NA,NA,1,NA,3,3,2,2
10110424213,10110424213,20000804,20001022,NA,NA,NA,NA,NA,NA,2,2,1,2
10110424247,10110424247,20000813,20001028,NA,NA,2,NA,NA,NA,1,1,2,1
10110424713,10110424713,20000812,20001018,NA,NA,NA,NA,NA,NA,1,1,2,1
10110424943,10110424943,20000810,20001024,NA,NA,7,NA,NA,NA,1,1,2,1
10110424954,10110424954,20000722,20001026,NA,NA,2,NA,NA,NA,1,1,2,2
10110425043,10110425043,20000730,20001029,NA,NA,2,NA,NA,NA,1,3,1,2
10110425063,10110425063,20000721,20001024,NA,NA,2,NA,NA,NA,2,2,2,2
10110425088,10110425088,20000810,20001018,NA,NA,NA,NA,1,NA,3,2,1,2
10110425322,10110425322,20000808,20001020,NA,NA,NA,NA,2,NA,2,2,1,1
10110425333,10110425333,20000730,20001029,NA,NA,NA,NA,NA,NA,4,998,NA,NA
10110425383,10110425383,20000725,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110425576,10110425576,20000806,20001025,NA,NA,NA,NA,1,NA,2,2,1,1
10110425580,10110425580,20000730,20001022,NA,NA,NA,NA,NA,NA,4,2,NA,1
10110425624,10110425624,20000721,20001023,NA,NA,2,NA,NA,NA,1,1,1,1
10110425725,10110425725,20000812,20001024,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110426141,10110426141,20000723,20001018,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110426215,10110426215,20000724,20001024,NA,NA,NA,NA,NA,NA,1,3,2,1
10110426487,10110426487,20000809,20001028,NA,NA,NA,NA,2,NA,2,2,1,1
10110426526,10110426526,20000729,20001022,NA,NA,NA,NA,NA,NA,2,3,2,1
10110426639,10110426639,20000721,20001029,NA,NA,NA,NA,NA,NA,1,3,2,2
10110426709,10110426709,20000726,20001024,NA,NA,NA,NA,2,NA,2,2,1,2
10110426783,10110426783,20000813,20001019,NA,NA,2,NA,NA,NA,1,1,2,2
10110426820,10110426820,20000722,20001026,NA,NA,NA,NA,NA,NA,2,2,1,1
10110426887,10110426887,20000723,20001018,NA,NA,2,NA,NA,NA,4,3,NA,1
10110426911,10110426911,20000721,20001026,NA,NA,NA,NA,NA,NA,3,3,1,1
10110426966,10110426966,20000725,20001029,NA,NA,NA,NA,2,NA,2,2,2,2
10110427002,10110427002,20000813,20001018,NA,NA,NA,NA,NA,NA,1,1,1,1
10110427103,10110427103,20000721,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110427195,10110427195,20000804,20001030,NA,NA,NA,NA,2,NA,2,2,2,2
10110427205,10110427205,20000725,20001018,NA,NA,5,NA,NA,NA,3,1,1,2
10110427392,10110427392,20000811,20001024,NA,NA,NA,NA,1,NA,3,998,1,NA
10110427429,10110427429,20000727,20001019,NA,NA,6,NA,NA,NA,2,2,1,1
10110427437,10110427437,20000813,20001029,NA,NA,NA,NA,NA,NA,3,3,2,2
10110427451,10110427451,20000729,20001029,NA,NA,2,NA,NA,NA,2,1,2,2
10110427732,10110427732,20000729,20001023,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110427800,10110427800,20000722,20001018,NA,NA,NA,NA,2,NA,2,2,2,2
10110427822,10110427822,20000813,20001018,NA,NA,NA,NA,NA,NA,3,3,1,1
10110427950,10110427950,20000721,20001024,NA,NA,5,NA,NA,NA,1,1,1,2
10110427956,10110427956,20000813,20001030,NA,NA,2,NA,NA,NA,1,1,1,1
10110428011,10110428011,20000812,20001021,NA,NA,NA,NA,1,NA,1,3,1,1
10110428091,10110428091,20000809,20001028,NA,NA,NA,NA,NA,NA,3,1,1,2
10110428209,10110428209,20000724,20001019,NA,NA,NA,NA,2,NA,3,2,2,2
10110428424,10110428424,20000807,20001028,NA,NA,6,NA,NA,NA,1,1,2,2
10110428468,10110428468,20000730,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110428587,10110428587,20000723,20001023,NA,NA,NA,NA,NA,NA,3,3,1,1
10110428638,10110428638,20000811,20001028,NA,NA,NA,NA,2,NA,2,2,2,1
10110428792,10110428792,20000724,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110428811,10110428811,20000809,20001022,NA,NA,NA,NA,NA,NA,3,1,2,2
10110428880,10110428880,20000724,20001018,NA,NA,NA,NA,NA,NA,1,1,2,2
10110428950,10110428950,20000807,20001018,NA,NA,2,NA,NA,NA,1,1,2,1
10110429053,10110429053,20000809,20001029,NA,NA,NA,NA,NA,NA,3,3,2,2
10110429161,10110429161,20000726,20001023,NA,NA,NA,NA,2,NA,2,2,1,1
10110429178,10110429178,20000813,20001025,NA,NA,NA,NA,NA,NA,3,1,1,1
10110429258,10110429258,20000805,20001030,NA,NA,2,NA,NA,NA,1,1,1,1
10110429567,10110429567,20000721,20001025,NA,NA,NA,NA,NA,NA,2,2,2,2
10110429597,10110429597,20000805,20001020,NA,NA,NA,NA,NA,NA,3,1,1,2
10110429890,10110429890,20000724,20001027,NA,NA,NA,NA,1,NA,3,3,2,2
10110429929,10110429929,20000721,20001026,NA,NA,2,NA,NA,NA,3,3,2,2
10110430108,10110430108,20000722,20001027,NA,NA,NA,NA,2,NA,2,2,1,1
10110430297,10110430297,20000810,20001018,NA,NA,6,NA,NA,NA,1,1,1,1
10110430307,10110430307,20000728,20001027,NA,NA,NA,NA,NA,NA,2,2,1,2
10110430312,10110430312,20000727,20001029,NA,NA,2,NA,NA,NA,3,3,1,1
10110430380,10110430380,20000806,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110430395,10110430395,20000721,20001019,NA,NA,NA,NA,NA,NA,1,1,1,1
10110430418,10110430418,20000726,20001029,NA,NA,2,NA,NA,NA,4,1,NA,1
10110430469,10110430469,20000810,20001022,NA,NA,NA,NA,2,NA,3,3,2,2
10110430651,10110430651,20000724,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110430671,10110430671,20000722,20001018,NA,NA,NA,NA,NA,NA,3,2,1,2
10110430683,10110430683,20000812,20001022,NA,NA,NA,NA,NA,NA,2,3,2,2
10110430925,10110430925,20000812,20001026,NA,NA,NA,NA,1,NA,3,2,2,2
10110430929,10110430929,20000724,20001019,NA,NA,NA,NA,NA,NA,1,3,2,2
10110430968,10110430968,20000725,20001026,NA,NA,2,NA,NA,NA,1,1,2,1
10110430979,10110430979,20000813,20001026,NA,NA,6,NA,NA,NA,1,1,2,2
10110431264,10110431264,20000727,20001029,NA,NA,6,NA,NA,NA,4,4,NA,NA
10110431284,10110431284,20000810,20001025,NA,NA,6,NA,NA,NA,3,3,1,1
10110431452,10110431452,20000729,20001026,NA,NA,NA,NA,NA,NA,1,2,2,2
10110431456,10110431456,20000804,20001018,NA,NA,6,NA,NA,NA,1,1,1,1
10110431536,10110431536,20000724,20001024,NA,NA,NA,NA,NA,NA,1,1,2,2
10110431555,10110431555,20000726,20001020,NA,NA,6,NA,NA,NA,1,1,1,1
10110431585,10110431585,20000727,20001026,NA,NA,NA,NA,1,NA,2,2,2,2
10110432006,10110432006,20000811,20001030,NA,NA,2,NA,NA,NA,1,1,1,1
10110432339,10110432339,20000721,20001021,NA,NA,6,NA,NA,NA,3,1,2,2
10110432572,10110432572,20000808,20001018,NA,NA,6,NA,NA,NA,1,1,1,1
10110432658,10110432658,20000730,20001027,NA,NA,2,NA,NA,NA,4,4,NA,NA
10110432702,10110432702,20000809,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110432949,10110432949,20000721,20001029,NA,NA,NA,NA,NA,NA,2,2,1,1
10110433015,10110433015,20000804,20001021,NA,NA,NA,NA,2,NA,2,2,2,2
10110433029,10110433029,20000729,20001024,NA,NA,6,NA,NA,NA,2,2,1,1
10110433083,10110433083,20000725,20001022,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110433135,10110433135,20000728,20001021,NA,NA,NA,NA,1,NA,2,2,998,2
10110433144,10110433144,20000804,20001029,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110433161,10110433161,20000804,20001020,NA,NA,2,NA,NA,NA,3,3,1,1
10110433208,10110433208,20000812,20001023,NA,NA,NA,NA,NA,NA,1,1,1,1
10110433377,10110433377,20000727,20001025,NA,NA,6,NA,NA,NA,3,3,2,2
10110433379,10110433379,20000811,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110433720,10110433720,20000725,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110433851,10110433851,20000813,20001022,NA,NA,NA,NA,NA,NA,2,2,2,2
10110433869,10110433869,20000812,20001022,NA,NA,2,NA,NA,NA,1,1,1,1
10110433923,10110433923,20000805,20001029,NA,NA,NA,NA,2,NA,3,3,1,2
10110433935,10110433935,20000730,20001025,NA,NA,2,NA,NA,NA,4,3,NA,1
10110434000,10110434000,20000812,20001028,NA,NA,NA,NA,NA,NA,3,3,1,1
10110434037,10110434037,20000813,20001027,NA,NA,NA,NA,2,NA,2,2,2,2
10110434072,10110434072,20000807,20001020,NA,NA,2,NA,NA,NA,4,3,NA,2
10110434143,10110434143,20000725,20001030,NA,NA,NA,NA,2,NA,3,3,1,2
10110434186,10110434186,20000810,20001027,NA,NA,NA,NA,NA,NA,3,2,1,1
10110434205,10110434205,20000721,20001021,NA,NA,2,NA,NA,NA,3,3,1,1
10110434218,10110434218,20000808,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110434311,10110434311,20000729,20001024,NA,NA,NA,NA,NA,NA,3,3,1,1
10110434372,10110434372,20000727,20001022,NA,NA,6,NA,NA,NA,3,3,1,1
10110434537,10110434537,20000809,20001018,NA,NA,NA,NA,2,NA,2,2,2,2
10110434559,10110434559,20000728,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110434608,10110434608,20000728,20001023,NA,NA,NA,NA,NA,NA,4,1,NA,2
10110434678,10110434678,20000806,20001019,NA,NA,2,NA,NA,NA,3,3,1,2
10110434701,10110434701,20000721,20001025,NA,NA,NA,NA,NA,NA,2,4,2,NA
10110434780,10110434780,20000812,20001020,NA,NA,2,NA,NA,NA,1,1,1,1
10110434984,10110434984,20000807,20001026,NA,NA,NA,NA,NA,NA,3,3,1,1
10110435016,10110435016,20000811,20001025,NA,NA,NA,NA,NA,NA,3,3,1,2
10110435024,10110435024,20000725,20001021,NA,NA,NA,NA,NA,NA,2,2,2,2
10110435142,10110435142,20000729,20001029,NA,NA,NA,NA,NA,NA,1,1,2,2
10110435238,10110435238,20000730,20001021,NA,NA,NA,NA,NA,NA,2,998,2,NA
10110435269,10110435269,20000722,20001022,NA,NA,2,NA,NA,NA,4,4,NA,NA
10110435356,10110435356,20000804,20001029,NA,NA,NA,NA,NA,NA,1,1,1,1
10110435451,10110435451,20000723,20001027,NA,NA,6,NA,NA,NA,4,1,NA,2
10110435560,10110435560,20000726,20001024,NA,NA,NA,NA,NA,NA,3,3,1,2
10110435615,10110435615,20000811,20001021,NA,NA,6,NA,NA,NA,4,3,NA,1
10110435709,10110435709,20000723,20001030,NA,NA,2,NA,NA,NA,1,1,1,1
10110435966,10110435966,20000813,20001031,NA,NA,2,NA,NA,NA,1,1,1,1
10110436858,10110436858,20000724,20001029,NA,NA,NA,NA,NA,NA,1,3,2,1
10110436874,10110436874,20000723,20001019,NA,NA,2,NA,NA,NA,3,1,1,1
10110436936,10110436936,20000812,20001020,NA,NA,NA,NA,NA,NA,3,3,1,1
10110437035,10110437035,20000725,20001024,NA,NA,NA,NA,2,NA,2,2,1,2
10110437096,10110437096,20000812,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110437097,10110437097,20000722,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110437557,10110437557,20000725,20001019,NA,NA,NA,NA,NA,NA,2,2,2,2
10110437581,10110437581,20000810,20001026,NA,NA,2,NA,NA,NA,4,4,NA,NA
10110437848,10110437848,20000730,20001021,NA,NA,5,NA,NA,NA,3,3,1,1
10110437909,10110437909,20000804,20001023,NA,NA,NA,NA,NA,NA,4,3,NA,1
10110438099,10110438099,20000806,20001028,NA,NA,NA,NA,2,NA,2,2,1,1
10110438119,10110438119,20000728,20001030,NA,NA,NA,NA,NA,NA,1,4,998,NA
10110438209,10110438209,20000721,20001018,NA,NA,NA,NA,NA,NA,2,2,1,1
10110438214,10110438214,20000727,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110438225,10110438225,20000812,20001029,NA,NA,NA,NA,NA,NA,1,4,1,NA
10110438245,10110438245,20000726,20001023,NA,NA,2,NA,NA,NA,1,1,2,1
10110438307,10110438307,20000726,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110438342,10110438342,20000806,20001024,NA,NA,6,NA,NA,NA,2,4,1,NA
10110438570,10110438570,20000728,20001025,NA,NA,NA,NA,1,NA,2,2,1,1
10110438592,10110438592,20000724,20001018,NA,NA,NA,NA,2,NA,2,2,1,1
10110438795,10110438795,20000723,20001025,NA,NA,NA,NA,2,NA,2,2,2,2
10110438860,10110438860,20000722,20001028,NA,NA,NA,NA,2,NA,2,2,2,1
10110439195,10110439195,20000721,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110439221,10110439221,20000728,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110439224,10110439224,20000730,20001028,NA,NA,NA,NA,NA,NA,2,2,2,2
10110439250,10110439250,20000725,20001023,NA,NA,6,NA,NA,NA,3,3,1,1
10110439348,10110439348,20000724,20001026,NA,NA,NA,NA,999,NA,2,2,1,1
10110439463,10110439463,20000807,20001024,NA,NA,2,NA,NA,NA,3,3,2,1
10110439534,10110439534,20000804,20001028,NA,NA,NA,NA,1,NA,2,3,1,1
10110439560,10110439560,20000807,20001021,NA,NA,NA,NA,NA,NA,3,3,2,2
10110439733,10110439733,20000805,20001029,NA,NA,NA,NA,2,NA,2,2,1,1
10110439851,10110439851,20000726,20001018,NA,NA,NA,NA,NA,NA,1,3,2,2
10110440124,10110440124,20000805,20001027,NA,NA,NA,NA,2,NA,2,2,2,2
10110440566,10110440566,20000807,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110440712,10110440712,20000730,20001027,NA,NA,NA,NA,998,NA,1,2,2,2
10110440799,10110440799,20000723,20001030,NA,NA,NA,NA,NA,NA,3,3,2,2
10110440955,10110440955,20000807,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110440960,10110440960,20000727,20001024,NA,NA,NA,NA,NA,NA,1,1,2,2
10110441048,10110441048,20000722,20001019,NA,NA,NA,NA,2,NA,3,2,2,2
10110441123,10110441123,20000806,20001031,NA,NA,NA,NA,NA,NA,4,1,NA,2
10110441167,10110441167,20000804,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110441188,10110441188,20000723,20001018,NA,NA,NA,NA,NA,NA,3,3,2,1
10110441320,10110441320,20000730,20001025,NA,NA,NA,NA,NA,NA,1,1,1,1
10110441412,10110441412,20000804,20001024,NA,NA,NA,NA,1,NA,2,2,2,2
10110441444,10110441444,20000812,20001028,NA,NA,NA,NA,NA,NA,2,2,2,2
10110441517,10110441517,20000726,20001024,NA,NA,NA,NA,2,NA,3,3,1,1
10110441596,10110441596,20000809,20001019,NA,NA,NA,NA,NA,NA,2,998,998,NA
10110441895,10110441895,20000724,20001022,NA,NA,2,NA,NA,NA,1,1,2,2
10110441908,10110441908,20000812,20001020,NA,NA,2,NA,NA,NA,1,1,1,1
10110441920,10110441920,20000728,20001018,NA,NA,2,NA,NA,NA,3,3,1,1
10110441922,10110441922,20000813,20001024,NA,NA,NA,NA,NA,NA,998,998,NA,NA
10110442015,10110442015,20000806,20001025,NA,NA,6,NA,NA,NA,1,1,1,1
10110442032,10110442032,20000727,20001022,NA,NA,NA,NA,NA,NA,3,2,2,2
10110442054,10110442054,20000730,20001025,NA,NA,NA,NA,NA,NA,3,3,2,2
10110442267,10110442267,20000808,20001023,NA,NA,NA,NA,NA,NA,1,1,1,1
10110442823,10110442823,20000730,20001029,NA,NA,NA,NA,2,NA,2,2,1,1
10110442982,10110442982,20000721,20001019,NA,NA,NA,NA,1,NA,2,2,2,2
10110443071,10110443071,20000806,20001022,NA,NA,NA,NA,NA,NA,3,3,1,1
10110443095,10110443095,20000730,20001018,NA,NA,NA,NA,2,NA,2,2,1,1
10110443264,10110443264,20000730,20001019,NA,NA,6,NA,NA,NA,3,3,2,2
10110443297,10110443297,20000804,20001019,NA,NA,NA,NA,NA,NA,3,3,1,1
10110443315,10110443315,20000724,20001022,NA,NA,NA,NA,2,NA,2,2,2,2
10110443524,10110443524,20000813,20001028,NA,NA,6,NA,NA,NA,1,1,2,2
10110443561,10110443561,20000809,20001024,NA,NA,NA,NA,NA,NA,1,1,2,2
10110443601,10110443601,20000728,20001026,NA,NA,NA,NA,NA,NA,2,2,2,2
10110443690,10110443690,20000813,20001028,NA,NA,NA,NA,1,NA,2,2,2,1
10110443692,10110443692,20000810,20001021,NA,NA,2,NA,NA,NA,1,1,1,2
10110443942,10110443942,20000724,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110443956,10110443956,20000729,20001028,NA,NA,NA,NA,2,NA,2,2,2,2
10110444147,10110444147,20000810,20001020,NA,NA,NA,NA,NA,NA,1,1,1,1
10110444254,10110444254,20000721,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110444279,10110444279,20000812,20001025,NA,NA,2,NA,NA,NA,1,3,1,1
10110444357,10110444357,20000730,20001024,NA,NA,2,NA,NA,NA,3,3,1,2
10110444450,10110444450,20000812,20001018,NA,NA,NA,NA,NA,NA,2,2,1,1
10110444533,10110444533,20000730,20001024,NA,NA,6,NA,NA,NA,1,1,1,1
10110444663,10110444663,20000813,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110444686,10110444686,20000730,20001019,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110444968,10110444968,20000808,20001019,NA,NA,NA,NA,998,NA,2,2,2,2
10110445071,10110445071,20000804,20001019,NA,NA,2,NA,NA,NA,1,1,2,2
10110445114,10110445114,20000809,20001028,NA,NA,NA,NA,NA,NA,1,998,2,NA
10110445130,10110445130,20000806,20001018,NA,NA,6,NA,NA,NA,3,3,1,1
10110445459,10110445459,20000726,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110445473,10110445473,20000810,20001024,NA,NA,NA,NA,NA,NA,3,3,1,1
10110445479,10110445479,20000730,20001027,NA,NA,NA,NA,NA,NA,2,2,998,2
10110445525,10110445525,20000813,20001021,NA,NA,NA,NA,2,NA,2,2,1,1
