rkey,date_c,date_r,ma01_c,ma01r4v_c,ma01_r,ma01r4v_r,mb01_c,mb02_c,mb02_r,rba01_c,rba01r9v_c,rba02_c,rba02r9v_c
10693392,20080823,20081107,3,,999,,3,1,4,NA,,NA,
10693463,20080813,20081105,1,,1,,3,4,3,NA,,NA,
10693867,20080809,20081109,1,,1,,3,3,4,NA,,NA,
10694044,20080820,20081106,1,,1,,3,2,3,NA,,NA,
10694439,20080826,20081109,1,,1,,3,3,4,NA,,NA,
10694481,20080823,20081107,2,,2,,2,2,3,NA,,NA,
10694626,20080813,20081106,3,,3,,3,4,4,NA,,NA,
10694926,20080811,20081109,2,,2,,3,1,1,NA,,NA,
10694984,20080815,20081110,2,,2,,3,3,4,NA,,NA,
10695194,20080822,20081110,3,,1,,3,3,1,NA,,NA,
10695550,20080819,20081105,1,,1,,3,1,4,NA,,NA,
10695809,20080812,20081106,2,,2,,3,1,3,NA,,NA,
10696035,20080812,20081105,2,,2,,3,2,4,NA,,NA,
10696132,20080816,20081109,3,,3,,3,3,3,NA,,NA,
10696612,20080809,20081105,3,,3,,2,2,1,NA,,NA,
10696652,20080814,20081106,2,,2,,3,2,2,NA,,NA,
10697024,20080817,20081105,2,,2,,3,3,4,NA,,NA,
10697276,20080810,20081109,3,,2,,3,2,1,NA,,NA,
10697415,20080808,20081109,1,,1,,3,2,4,NA,,NA,
10697419,20080808,20081109,1,,1,,3,4,3,NA,,NA,
10697495,20080818,20081106,2,,2,,3,4,4,NA,,NA,
10697747,20080813,20081105,2,,2,,4,4,4,NA,,NA,
10697851,20080812,20081106,2,,2,,3,1,1,NA,,NA,
10698183,20080811,20081108,1,,1,,3,3,3,NA,,NA,
10698362,20080815,20081105,2,,2,,3,4,3,NA,,NA,
10699376,20080810,20081106,3,,3,,2,3,4,NA,,NA,
10699425,20080819,20081108,2,,2,,3,4,4,NA,,NA,
10699631,20080810,20081109,1,,1,,3,2,1,NA,,NA,
10699719,20080827,20081108,2,,2,,2,2,1,NA,,NA,
10699942,20080816,20081105,3,,3,,3,2,3,NA,,NA,
10700420,20080813,20081106,3,,3,,3,2,2,NA,,NA,
10700440,20080813,20081106,3,,2,,3,1,1,NA,,NA,
10700464,20080818,20081105,1,,4,conservative,3,4,4,NA,,NA,
10700550,20080811,20081105,2,,2,,2,2,2,NA,,NA,
10700869,20080814,20081105,1,,2,,3,3,4,NA,,NA,
10700971,20080816,20081108,1,,4,Capitalism,3,4,4,NA,,NA,
10701023,20080818,20081106,2,,2,,2,1,3,NA,,NA,
10701472,20080820,20081108,2,,2,,2,2,2,NA,,NA,
10701660,20080809,20081108,3,,2,,3,1,1,NA,,NA,
10701748,20080821,20081107,2,,2,,3,3,4,NA,,NA,
10701990,20080816,20081107,2,,4,"listen to everybody, doest take a side, try to look at a poitician for what he says and how they carry themselves",3,2,2,NA,,NA,
10702301,20080818,20081110,4,on the fence,4,mixed point of views,4,4,4,NA,,NA,
10702552,20080819,20081108,1,,1,,3,4,2,NA,,NA,
10702834,20080813,20081108,3,,999,,3,3,2,NA,,NA,
10703086,20080814,20081106,3,,2,,3,3,2,NA,,NA,
10703973,20080812,20081106,2,,3,,3,2,1,NA,,NA,
10704103,20080817,20081106,1,,1,,3,4,4,NA,,NA,
10704122,20080810,20081105,2,,2,,2,2,1,NA,,NA,
10704618,20080811,20081106,1,,3,,2,2,2,NA,,NA,
10704756,20080809,20081108,3,,3,,3,2,2,NA,,NA,
10705094,20080916,20081108,1,,2,,NA,NA,5,NA,,NA,
10705137,20080910,20081107,998,,4,don't vote party line. whoever i feel is best i vote for.,NA,NA,2,NA,,NA,
10705340,20080825,20081109,1,,1,,3,2,5,NA,,NA,
10705355,20080909,20081108,1,,1,,NA,3,3,NA,,NA,
10705391,20080901,20081107,2,,2,,3,3,4,NA,,NA,
10705493,20080822,20081107,2,,2,,3,3,2,NA,,NA,
10705568,20080922,20081109,3,,3,,NA,NA,2,NA,,NA,
10705579,20080912,20081109,3,,3,,NA,NA,3,NA,,NA,
10705661,20080828,20081110,3,,3,,4,1,3,NA,,NA,
10705676,20080819,20081109,3,,3,,3,2,2,NA,,NA,
10705687,20080904,20081105,2,,2,,NA,NA,4,NA,,NA,
10705707,20080909,20081107,3,,3,,NA,3,3,NA,,NA,
10705771,20080902,20081106,2,,2,,3,4,4,NA,,NA,
10705944,20080823,20081106,3,,1,,3,2,2,NA,,NA,
10705988,20080917,20081110,2,,2,,NA,4,1,NA,,NA,
10706028,20080914,20081107,3,,3,,NA,NA,4,NA,,NA,
10706059,20080824,20081105,2,,2,,3,2,4,NA,,NA,
10706170,20080901,20081106,3,,3,,3,4,2,NA,,NA,
10706205,20080829,20081105,3,,998,,3,1,2,NA,,NA,
10706265,20080903,20081107,2,,2,,3,3,3,NA,,NA,
10706372,20080829,20081106,2,,2,,3,1,1,NA,,NA,
10706374,20080823,20081108,2,,2,,2,2,2,NA,,NA,
10706461,20080827,20081107,2,,2,,3,3,3,NA,,NA,
10706502,20080918,20081108,1,,1,,NA,NA,3,NA,,NA,
10706611,20080823,20081106,4,conservative,4,conservative,4,3,3,NA,,NA,
10706830,20080910,20081107,1,,1,,NA,NA,4,NA,,NA,
10706833,20080904,20081109,2,,2,,NA,NA,2,NA,,NA,
10707059,20080909,20081110,1,,1,,NA,4,4,NA,,NA,
10707100,20080831,20081109,2,,2,,2,1,2,NA,,NA,
10707123,20081005,20081109,1,,1,,NA,4,4,NA,,NA,
10707208,20080921,20081107,2,,2,,NA,NA,1,NA,,NA,
10707311,20080830,20081106,3,,3,,3,2,4,NA,,NA,
10707579,20080914,20081106,2,,2,,NA,2,2,NA,,NA,
10707801,20080820,20081105,3,,3,,2,3,4,NA,,NA,
10707839,20080907,20081106,1,,3,,NA,NA,1,NA,,NA,
10707949,20080911,20081109,3,,3,,NA,NA,2,NA,,NA,
10707952,20080909,20081109,2,,2,,NA,2,3,NA,,NA,
10707971,20081025,20081110,2,,2,,NA,NA,2,NA,,NA,
10707989,20080831,20081108,2,,2,,4,2,2,NA,,NA,
10708042,20080905,20081109,2,,2,,NA,NA,2,NA,,NA,
10708105,20080907,20081107,1,,4,all three,NA,5,4,NA,,NA,
10708133,20080913,20081108,2,,2,,NA,4,4,NA,,NA,
10708248,20080908,20081107,2,,2,,NA,NA,4,NA,,NA,
10708426,20080827,20081105,2,,2,,3,1,1,NA,,NA,
10708637,20080924,20081105,3,,2,,NA,3,3,NA,,NA,
10708727,20080921,20081110,2,,3,,NA,NA,3,NA,,NA,
10708918,20080819,20081105,3,,4,GENERAL POPULATION,3,2,1,NA,,NA,
10709022,20080824,20081105,3,,3,,4,1,1,NA,,NA,
10709178,20080904,20081107,2,,2,,NA,1,2,NA,,NA,
10709241,20080909,20081109,3,,3,,NA,NA,3,NA,,NA,
10709396,20080909,20081106,2,,2,,NA,2,2,NA,,NA,
10709581,20080901,20081109,1,,1,,3,3,4,NA,,NA,
10709637,20080913,20081110,3,,2,,NA,NA,3,NA,,NA,
10709646,20080911,20081110,3,,3,,NA,4,4,NA,,NA,
10709751,20080818,20081110,999,,1,,3,1,2,NA,,NA,
10709787,20080906,20081105,3,,3,,NA,4,4,NA,,NA,
10709832,20080915,20081106,3,,3,,NA,998,998,NA,,NA,
10709991,20080908,20081105,2,,2,,NA,NA,4,NA,,NA,
10710080,20080818,20081107,1,,1,,3,3,3,NA,,NA,
10710108,20080825,20081107,1,,1,,2,3,998,NA,,NA,
10710132,20080824,20081107,2,,2,,3,4,4,NA,,NA,
10710154,20080913,20081105,1,,1,,NA,NA,4,NA,,NA,
10710445,20080906,20081108,3,,4,the best guy wins,NA,2,1,NA,,NA,
10710490,20080830,20081109,2,,3,,3,1,2,NA,,NA,
10710527,20080910,20081110,1,,1,,NA,NA,4,NA,,NA,
10710573,20080904,20081106,2,,3,,NA,NA,3,NA,,NA,
10710591,20080904,20081108,2,,2,,NA,NA,3,NA,,NA,
10710757,20080908,20081109,998,,4,mexican,NA,NA,1,NA,,NA,
10710894,20080903,20081105,3,,2,,3,4,3,NA,,NA,
10710948,20080901,20081110,2,,2,,4,4,4,NA,,NA,
10710956,20080902,20081105,2,,2,,3,4,4,NA,,NA,
10710958,20080914,20081105,2,,3,,NA,NA,3,NA,,NA,
10710993,20080827,20081105,1,,1,,3,3,3,NA,,NA,
10711088,20080824,20081105,3,,4,something eles,3,3,4,NA,,NA,
10711293,20080903,20081109,2,,2,,4,1,2,NA,,NA,
10711424,20080908,20081105,2,,2,,NA,NA,3,NA,,NA,
10711553,20080908,20081109,1,,1,,NA,NA,4,NA,,NA,
10711562,20080828,20081106,3,,3,,3,4,4,NA,,NA,
10711605,20080910,20081106,2,,2,,NA,NA,3,NA,,NA,
10711611,20080822,20081106,3,,3,,3,4,4,NA,,NA,
10711621,20080901,20081105,3,,3,,3,1,1,NA,,NA,
10711647,20080822,20081109,1,,1,,3,2,2,NA,,NA,
10711723,20080915,20081106,2,,2,,NA,4,2,NA,,NA,
10711747,20080917,20081107,1,,1,,NA,2,2,NA,,NA,
10711757,20080916,20081108,2,,2,,NA,3,3,NA,,NA,
10711897,20080925,20081110,2,,3,,NA,NA,4,NA,,NA,
10712036,20080907,20081105,3,,3,,NA,NA,3,NA,,NA,
10712096,20080912,20081108,3,,2,,NA,NA,4,NA,,NA,
10712199,20080906,20081106,1,,1,,NA,NA,3,NA,,NA,
10712364,20080911,20081106,3,,3,,NA,1,1,NA,,NA,
10712433,20080904,20081105,2,,2,,NA,1,2,NA,,NA,
10712464,20080905,20081107,3,,3,,NA,NA,3,NA,,NA,
10712465,20080909,20081109,999,,998,,NA,NA,1,NA,,NA,
10712481,20080823,20081109,3,,3,,4,1,1,NA,,NA,
10712689,20080906,20081105,3,,3,,NA,NA,3,NA,,NA,
10712704,20080826,20081108,2,,2,,4,1,4,NA,,NA,
10712729,20080912,20081108,2,,2,,NA,2,3,NA,,NA,
10712731,20080821,20081109,3,,3,,4,4,4,NA,,NA,
10712964,20080904,20081108,1,,1,,NA,4,5,NA,,NA,
10712988,20080906,20081107,1,,1,,NA,3,2,NA,,NA,
10713010,20080906,20081105,1,,1,,NA,2,1,NA,,NA,
10713023,20080914,20081105,3,,3,,NA,4,4,NA,,NA,
10713210,20080830,20081108,3,,3,,3,4,4,NA,,NA,
10713263,20080828,20081108,1,,1,,3,4,4,NA,,NA,
10713461,20080906,20081107,3,,4,constitutionalist,NA,3,2,NA,,NA,
10713495,20080820,20081107,1,,1,,3,4,4,NA,,NA,
10713598,20080914,20081109,3,,4,libertarian,NA,NA,3,NA,,NA,
10713672,20080829,20081108,3,,2,,3,3,2,NA,,NA,
10713754,20080916,20081107,2,,2,,NA,NA,2,NA,,NA,
10713804,20080826,20081107,3,,3,,4,2,3,NA,,NA,
10713855,20080908,20081107,3,,3,,NA,NA,2,NA,,NA,
10713985,20080915,20081108,3,,3,,NA,NA,4,NA,,NA,
10714036,20080914,20081105,3,,3,,NA,1,4,NA,,NA,
10714049,20080906,20081108,2,,2,,NA,NA,1,NA,,NA,
10714054,20080831,20081105,3,,1,,3,4,4,NA,,NA,
10714086,20080916,20081105,2,,2,,NA,4,4,NA,,NA,
10714096,20080828,20081109,3,,3,,3,4,4,NA,,NA,
10714232,20080826,20081109,2,,2,,4,3,2,NA,,NA,
10714308,20081008,20081105,3,,1,,NA,NA,2,NA,,NA,
10714507,20080823,20081107,2,,2,,3,3,2,NA,,NA,
10714520,20080902,20081105,2,,2,,3,4,2,NA,,NA,
10714653,20080910,20081106,1,,1,,NA,4,998,NA,,NA,
10714686,20080906,20081105,1,,3,,NA,NA,4,NA,,NA,
10714731,20080825,20081108,1,,2,,2,1,1,NA,,NA,
10714833,20080827,20081109,3,,2,,2,2,1,NA,,NA,
10714866,20080821,20081106,1,,1,,2,1,3,NA,,NA,
10714898,20080826,20081109,2,,2,,3,4,4,NA,,NA,
10714929,20080823,20081108,2,,2,,3,2,2,NA,,NA,
10715315,20080904,20081106,3,,3,,NA,4,4,NA,,NA,
10715412,20080904,20081106,1,,1,,NA,NA,4,NA,,NA,
10715446,20080829,20081109,3,,3,,3,4,1,NA,,NA,
10715451,20081004,20081108,4,in between Independent and Republican,1,,NA,2,4,NA,,NA,
10715483,20080829,20081106,1,,1,,3,4,3,NA,,NA,
10715554,20080915,20081110,3,,3,,NA,2,1,NA,,NA,
10715651,20080901,20081105,2,,2,,3,3,3,NA,,NA,
10715712,20080902,20081105,2,,3,,4,2,2,NA,,NA,
10715798,20080901,20081105,2,,3,,3,4,4,NA,,NA,
10715855,20080908,20081108,2,,2,,NA,NA,3,NA,,NA,
10716007,20080912,20081107,3,,3,,NA,NA,998,NA,,NA,
10716183,20080821,20081108,4,Conseravtive,4,moderate,4,3,4,NA,,NA,
10716204,20080829,20081109,2,,2,,3,3,3,NA,,NA,
10716223,20080827,20081108,1,,1,,3,3,4,NA,,NA,
10716240,20080911,20081107,2,,2,,NA,NA,3,NA,,NA,
10716257,20080914,20081105,1,,1,,NA,2,1,NA,,NA,
10716360,20080826,20081109,2,,2,,3,4,4,NA,,NA,
10716372,20080916,20081106,3,,3,,NA,1,2,NA,,NA,
10716496,20080904,20081105,1,,1,,NA,4,3,NA,,NA,
10716636,20080912,20081108,3,,2,,NA,NA,1,NA,,NA,
10716651,20080908,20081105,2,,3,,NA,NA,1,NA,,NA,
10716695,20080829,20081109,1,,1,,3,4,4,NA,,NA,
10716734,20080920,20081106,2,,2,,NA,2,3,NA,,NA,
10716737,20080908,20081106,1,,1,,NA,NA,2,NA,,NA,
10716893,20080906,20081105,1,,1,,NA,NA,4,NA,,NA,
10716977,20080825,20081107,2,,2,,2,4,2,NA,,NA,
10717062,20080916,20081105,3,,3,,NA,4,4,NA,,NA,
10717110,20080921,20081110,4,nothing specific,998,,NA,2,2,NA,,NA,
10717162,20080825,20081108,1,,1,,3,4,4,NA,,NA,
10717295,20080909,20081110,2,,2,,NA,3,3,NA,,NA,
10717432,20080906,20081105,2,,2,,NA,4,4,NA,,NA,
10717591,20080927,20081109,1,,1,,NA,2,2,NA,,NA,
10717599,20080820,20081107,3,,3,,3,4,4,NA,,NA,
10717683,20080914,20081109,4,neither one,998,,NA,1,1,NA,,NA,
10717685,20080905,20081105,1,,1,,NA,4,4,NA,,NA,
10717780,20080825,20081107,2,,2,,4,4,4,NA,,NA,
10718061,20080822,20081107,1,,1,,3,3,3,NA,,NA,
10718071,20080910,20081105,1,,1,,NA,NA,2,NA,,NA,
10718083,20080916,20081105,3,,1,,NA,NA,4,NA,,NA,
10718251,20080828,20081105,1,,1,,2,4,4,NA,,NA,
10718306,20080917,20081106,1,,1,,NA,NA,2,NA,,NA,
10718312,20080927,20081107,1,,1,,NA,3,4,NA,,NA,
10718366,20080821,20081108,2,,2,,2,2,3,NA,,NA,
10718397,20080905,20081106,2,,2,,NA,3,4,NA,,NA,
10718630,20080824,20081106,2,,2,,3,2,3,NA,,NA,
10718925,20080913,20081107,1,,1,,NA,NA,4,NA,,NA,
10718989,20080908,20081107,1,,1,,NA,NA,4,NA,,NA,
10719060,20080914,20081106,2,,999,,NA,NA,4,NA,,NA,
10719177,20080823,20081108,2,,2,,3,2,3,NA,,NA,
10719397,20080821,20081107,1,,1,,4,1,1,NA,,NA,
10719436,20080908,20081106,3,,3,,NA,NA,3,NA,,NA,
10719437,20080830,20081106,3,,3,,3,3,4,NA,,NA,
10719442,20080924,20081107,3,,3,,NA,NA,3,NA,,NA,
10719570,20080905,20081106,1,,1,,NA,4,4,NA,,NA,
10719688,20080828,20081105,2,,2,,3,2,2,NA,,NA,
10719971,20080829,20081106,2,,2,,3,2,4,NA,,NA,
10719990,20080828,20081105,3,,1,,3,4,4,NA,,NA,
10720204,20080913,20081108,1,,1,,NA,4,4,NA,,NA,
10720287,20080919,20081110,2,,2,,NA,NA,1,NA,,NA,
10720502,20080831,20081105,3,,2,,3,3,3,NA,,NA,
10720595,20080916,20081106,3,,3,,NA,2,2,NA,,NA,
10720622,20080902,20081108,1,,1,,2,1,3,NA,,NA,
10720738,20080913,20081105,2,,2,,NA,2,2,NA,,NA,
10720753,20080902,20081108,2,,2,,3,4,4,NA,,NA,
10720764,20080918,20081105,1,,1,,NA,2,2,NA,,NA,
10720770,20080903,20081108,2,,3,,4,4,2,NA,,NA,
10720800,20080825,20081105,2,,2,,3,4,4,NA,,NA,
10720866,20080907,20081106,2,,2,,NA,NA,3,NA,,NA,
10720945,20080831,20081106,2,,2,,3,4,3,NA,,NA,
10720952,20080915,20081109,2,,2,,NA,NA,3,NA,,NA,
10720988,20080823,20081106,3,,1,,3,4,4,NA,,NA,
10721006,20080910,20081109,3,,3,,NA,4,4,NA,,NA,
10721188,20080926,20081106,2,,2,,NA,NA,2,NA,,NA,
10721435,20080824,20081106,1,,1,,3,2,2,NA,,NA,
10721436,20080915,20081109,1,,1,,NA,NA,4,NA,,NA,
10721453,20080914,20081109,2,,2,,NA,4,4,NA,,NA,
10721454,20080830,20081105,3,,3,,3,2,4,NA,,NA,
10721585,20080831,20081109,1,,3,,3,2,2,NA,,NA,
10721805,20080912,20081108,3,,3,,NA,NA,1,NA,,NA,
10721987,20080920,20081108,2,,2,,NA,2,2,NA,,NA,
10722272,20080903,20081106,2,,3,,3,4,4,NA,,NA,
10722291,20080901,20081106,2,,2,,4,1,3,NA,,NA,
10722320,20080830,20081107,2,,3,,3,4,4,NA,,NA,
10722434,20080819,20081106,3,,3,,2,3,2,NA,,NA,
10722511,20080828,20081108,3,,1,,3,4,4,NA,,NA,
10722642,20080902,20081109,3,,3,,3,2,3,NA,,NA,
10722695,20080902,20081105,3,,2,,3,1,2,NA,,NA,
10722719,20080905,20081107,2,,2,,NA,NA,4,NA,,NA,
10722895,20080907,20081106,2,,2,,NA,4,4,NA,,NA,
10722926,20080924,20081107,998,,998,,NA,1,3,NA,,NA,
10722947,20080902,20081110,1,,1,,3,2,2,NA,,NA,
10723006,20080825,20081108,2,,2,,3,4,4,NA,,NA,
10723054,20080831,20081105,998,,1,,3,4,4,NA,,NA,
10723154,20080911,20081106,3,,3,,NA,2,3,NA,,NA,
10723169,20080907,20081105,2,,2,,NA,NA,2,NA,,NA,
10723184,20080914,20081109,3,,3,,NA,4,4,NA,,NA,
10723255,20080914,20081106,3,,3,,NA,4,4,NA,,NA,
10723331,20080825,20081109,2,,2,,3,2,4,NA,,NA,
10723350,20080915,20081105,1,,1,,NA,NA,1,NA,,NA,
10723423,20080903,20081109,999,,2,,4,4,4,NA,,NA,
10723532,20080826,20081105,2,,2,,2,3,4,NA,,NA,
10723562,20080910,20081106,1,,1,,NA,NA,2,NA,,NA,
10723571,20080906,20081106,1,,2,,NA,1,2,NA,,NA,
10723704,20080830,20081106,1,,4,libretarian,3,2,4,NA,,NA,
10723709,20080824,20081108,2,,2,,3,4,4,NA,,NA,
10723735,20080830,20081109,1,,1,,2,4,4,NA,,NA,
10723746,20080905,20081110,3,,3,,NA,4,4,NA,,NA,
10723893,20080913,20081108,3,,3,,NA,4,4,NA,,NA,
10723912,20080924,20081107,1,,1,,NA,4,4,NA,,NA,
10724009,20080909,20081107,1,,1,,NA,NA,1,NA,,NA,
10724072,20080910,20081110,1,,1,,NA,4,4,NA,,NA,
10724115,20080919,20081105,1,,1,,NA,NA,2,NA,,NA,
10724237,20080824,20081109,2,,2,,3,2,1,NA,,NA,
10724364,20080823,20081108,1,,1,,3,1,1,NA,,NA,
10724522,20080817,20081107,2,,2,,3,3,4,NA,,NA,
10724546,20080917,20081105,2,,3,,NA,NA,2,NA,,NA,
10724676,20080904,20081106,2,,2,,NA,4,4,NA,,NA,
10724693,20080903,20081106,2,,2,,3,2,2,NA,,NA,
10724946,20080911,20081110,2,,2,,NA,NA,4,NA,,NA,
10724987,20080901,20081107,3,,3,,3,4,4,NA,,NA,
10725011,20080917,20081105,2,,2,,NA,NA,1,NA,,NA,
10725019,20080902,20081109,2,,2,,2,4,3,NA,,NA,
10725056,20080918,20081107,1,,1,,NA,NA,2,NA,,NA,
10725065,20080912,20081107,3,,3,,NA,2,1,NA,,NA,
10725282,20080820,20081107,3,,2,,4,2,2,NA,,NA,
10725422,20080901,20081105,998,,2,,3,1,4,NA,,NA,
10725448,20080912,20081108,3,,3,,NA,NA,4,NA,,NA,
10725458,20080820,20081110,2,,3,,3,2,2,NA,,NA,
10725828,20080903,20081110,2,,2,,4,4,4,NA,,NA,
10725855,20080915,20081107,4,"nothing, no party, never vote, only wants Jehova God",998,,NA,4,4,NA,,NA,
10725882,20080828,20081105,4,"actually a libertarian, a constitutionalist",1,,4,4,3,NA,,NA,
10725884,20080904,20081110,2,,2,,NA,NA,3,NA,,NA,
10725915,20080905,20081109,1,,1,,NA,NA,3,NA,,NA,
10726007,20080911,20081109,3,,3,,NA,NA,4,NA,,NA,
10726095,20080903,20081105,2,,1,,3,3,3,NA,,NA,
10726110,20080823,20081107,3,,3,,4,4,4,NA,,NA,
10726116,20080819,20081105,1,,1,,3,2,2,NA,,NA,
10726164,20080912,20081110,2,,2,,NA,3,4,NA,,NA,
10726393,20080906,20081105,3,,3,,NA,2,1,NA,,NA,
10726597,20080828,20081106,2,,2,,3,2,2,NA,,NA,
10726629,20080913,20081105,1,,1,,NA,NA,2,NA,,NA,
10726654,20080918,20081106,1,,3,,NA,NA,2,NA,,NA,
10726664,20080906,20081107,3,,3,,NA,NA,1,NA,,NA,
10726682,20080914,20081105,2,,2,,NA,2,2,NA,,NA,
10726688,20080819,20081110,3,,3,,2,4,3,NA,,NA,
10726711,20080925,20081108,1,,1,,NA,2,3,NA,,NA,
10726913,20080912,20081108,3,,3,,NA,NA,4,NA,,NA,
10727140,20080914,20081109,2,,2,,NA,NA,2,NA,,NA,
10727170,20080911,20081110,4,both,2,,NA,NA,2,NA,,NA,
10727197,20080916,20081108,4,Unreconstitued new dealer,3,,NA,4,4,NA,,NA,
10727247,20080901,20081109,1,,1,,3,2,3,NA,,NA,
10727273,20080907,20081106,1,,1,,NA,1,1,NA,,NA,
10727508,20080912,20081105,3,,3,,NA,NA,4,NA,,NA,
10727590,20080916,20081107,2,,2,,NA,2,2,NA,,NA,
10727754,20080819,20081107,3,,4,,3,2,2,NA,,NA,
10727756,20080829,20081105,2,,2,,3,3,3,NA,,NA,
10727865,20080819,20081108,3,,2,,3,4,4,NA,,NA,
10727884,20080826,20081109,2,,2,,998,4,3,NA,,NA,
10727896,20080914,20081109,998,,3,,NA,4,4,NA,,NA,
10728009,20080830,20081105,1,,1,,2,4,4,NA,,NA,
10728068,20080822,20081109,3,,3,,4,4,4,NA,,NA,
10728106,20080821,20081109,3,,3,,4,4,4,NA,,NA,
10728121,20080914,20081106,3,,4,Nothing reall,NA,NA,4,NA,,NA,
10728202,20080819,20081107,3,,3,,3,2,4,NA,,NA,
10728381,20080824,20081107,2,,2,,3,2,4,NA,,NA,
10728446,20080904,20081108,2,,2,,NA,3,4,NA,,NA,
10728668,20080822,20081106,2,,3,,3,3,2,NA,,NA,
10728681,20080913,20081107,1,,1,,NA,NA,4,NA,,NA,
10728704,20080828,20081109,3,,3,,4,2,3,NA,,NA,
10728777,20080821,20081107,3,,3,,3,3,2,NA,,NA,
10728935,20080914,20081107,2,,2,,NA,4,3,NA,,NA,
10728939,20081025,20081105,3,,4,conservative,NA,4,4,NA,,NA,
10729075,20080923,20081108,1,,1,,NA,3,2,NA,,NA,
10729110,20080825,20081110,3,,3,,3,2,2,NA,,NA,
10729253,20080827,20081105,2,,2,,4,4,4,NA,,NA,
10729344,20080916,20081108,2,,2,,NA,2,2,NA,,NA,
10729405,20080905,20081105,2,,2,,NA,3,4,NA,,NA,
10729460,20080914,20081107,3,,3,,NA,NA,1,NA,,NA,
10729533,20080821,20081107,3,,1,,2,5,4,NA,,NA,
10729547,20080831,20081105,3,,3,,1,4,4,NA,,NA,
10729558,20080912,20081110,2,,2,,NA,3,2,NA,,NA,
10729570,20080912,20081106,3,,3,,NA,4,3,NA,,NA,
10729843,20080908,20081110,1,,1,,NA,NA,4,NA,,NA,
10729926,20080824,20081107,3,,998,,3,1,2,NA,,NA,
10729985,20080903,20081108,4,on the fence,4,more conservative than a political party,3,4,4,NA,,NA,
10730031,20080826,20081108,999,,999,,3,2,999,NA,,NA,
10730044,20080903,20081106,4,i detest the two party system,4,,4,4,4,NA,,NA,
10730076,20080829,20081107,2,,2,,3,4,4,NA,,NA,
10730128,20080830,20081109,3,,3,,2,1,4,NA,,NA,
10730252,20081025,20081109,3,,3,,NA,NA,4,NA,,NA,
10730287,20080824,20081106,2,,2,,998,4,4,NA,,NA,
10730365,20080910,20081107,1,,1,,NA,NA,4,NA,,NA,
10730408,20080830,20081108,1,,1,,4,3,4,NA,,NA,
10730429,20080831,20081105,1,,1,,3,2,3,NA,,NA,
10730453,20080911,20081108,1,,3,,NA,4,4,NA,,NA,
10730562,20080828,20081110,1,,1,,2,1,2,NA,,NA,
10730671,20080831,20081110,2,,2,,4,1,1,NA,,NA,
10730711,20080905,20081107,1,,1,,NA,NA,2,NA,,NA,
10730750,20080912,20081105,3,,3,,NA,3,3,NA,,NA,
10730849,20080822,20081109,2,,2,,3,3,3,NA,,NA,
10731021,20080915,20081108,3,,2,,NA,NA,2,NA,,NA,
10731077,20080904,20081105,1,,1,,NA,5,4,NA,,NA,
10731083,20080903,20081106,1,,1,,3,2,2,NA,,NA,
10731140,20080916,20081107,1,,1,,NA,NA,4,NA,,NA,
10731147,20080909,20081108,4,conservative,1,,NA,NA,4,NA,,NA,
10731172,20080904,20081106,2,,2,,NA,4,4,NA,,NA,
10731211,20080823,20081106,3,,3,,3,1,2,NA,,NA,
10731223,20080905,20081108,2,,2,,NA,NA,4,NA,,NA,
10731428,20080903,20081106,1,,1,,3,2,2,NA,,NA,
10731438,20080906,20081107,2,,2,,NA,4,4,NA,,NA,
10731458,20080822,20081108,3,,3,,4,4,4,NA,,NA,
10731601,20080821,20081106,998,,4,dont label herself,3,1,2,NA,,NA,
10731877,20080918,20081105,1,,1,,NA,3,4,NA,,NA,
10731882,20080914,20081105,2,,2,,NA,NA,2,NA,,NA,
10731910,20080924,20081107,3,,3,,NA,1,1,NA,,NA,
10732053,20080909,20081105,3,,3,,NA,NA,3,NA,,NA,
10732081,20080830,20081109,1,,1,,4,2,1,NA,,NA,
10732260,20080901,20081106,2,,2,,3,4,4,NA,,NA,
10732290,20080831,20081109,3,,3,,4,998,1,NA,,NA,
10732297,20080831,20081109,2,,2,,2,3,1,NA,,NA,
10732411,20080902,20081106,1,,1,,3,2,2,NA,,NA,
10732437,20080908,20081109,2,,2,,NA,2,2,NA,,NA,
10732525,20080823,20081109,3,,3,,4,4,4,NA,,NA,
10732594,20080914,20081107,1,,1,,NA,NA,4,NA,,NA,
10732620,20080901,20081106,998,,1,,1,3,2,NA,,NA,
10732627,20080901,20081105,3,,3,,2,4,4,NA,,NA,
10732784,20080830,20081107,2,,1,,4,3,1,NA,,NA,
10732879,20080917,20081107,2,,3,,NA,3,3,NA,,NA,
10733042,20080825,20081108,4,conservative,3,,4,4,4,NA,,NA,
10733051,20080901,20081105,3,,3,,3,4,4,NA,,NA,
10733071,20080914,20081105,3,,3,,NA,2,3,NA,,NA,
10733109,20080924,20081105,3,,2,,NA,4,4,NA,,NA,
10733179,20080827,20081105,2,,2,,2,4,3,NA,,NA,
10733214,20080903,20081105,1,,1,,3,3,4,NA,,NA,
10733221,20080903,20081109,2,,2,,3,2,2,NA,,NA,
10733239,20080912,20081108,2,,3,,NA,1,1,NA,,NA,
10733349,20081019,20081105,2,,2,,NA,NA,4,NA,,NA,
10733443,20080923,20081107,1,,2,,NA,2,2,NA,,NA,
10733501,20080909,20081109,1,,1,,NA,3,4,NA,,NA,
10733650,20080825,20081106,1,,1,,3,2,4,NA,,NA,
