rkey,date_c,date_r,ma01_c,ma01r4v_c,ma01_r,ma01r4v_r,mb01_c,mb02_c,mb02_r,rba01_c,rba01r9v_c,rba02_c,rba02r9v_c
10810242,20081004,20081105,2,,2,,NA,2,2,NA,,NA,
10810323,20081011,20081105,2,,1,,NA,1,1,NA,,NA,
10810383,20080920,20081108,1,,1,,NA,1,1,NA,,NA,
10810457,20080924,20081105,1,,1,,NA,2,2,NA,,NA,
10810467,20080925,20081106,3,,3,,NA,2,2,NA,,NA,
10810520,20080928,20081110,1,,1,,NA,NA,1,NA,,NA,
10810576,20080925,20081107,2,,2,,NA,NA,4,NA,,NA,
10810807,20080917,20081106,2,,2,,NA,NA,5,NA,,NA,
10810833,20080920,20081110,3,,3,,NA,NA,3,NA,,NA,
10810913,20080920,20081106,2,,2,,NA,2,2,NA,,NA,
10810963,20080928,20081105,1,,1,,NA,2,1,NA,,NA,
10811037,20080925,20081110,1,,1,,NA,3,3,NA,,NA,
10811058,20080925,20081106,1,,1,,NA,2,3,NA,,NA,
10811167,20080926,20081106,2,,2,,NA,2,2,NA,,NA,
10811173,20081008,20081105,2,,2,,NA,3,4,NA,,NA,
10811375,20080923,20081105,3,,3,,NA,2,1,NA,,NA,
10811531,20080928,20081106,1,,1,,NA,NA,2,NA,,NA,
10811568,20080924,20081105,2,,2,,NA,3,4,NA,,NA,
10811584,20081009,20081110,2,,2,,NA,NA,2,NA,,NA,
10811645,20080930,20081110,3,,4,don't vote for the party lines,NA,NA,2,NA,,NA,
10811692,20080930,20081107,3,,1,,NA,3,2,NA,,NA,
10811703,20081001,20081108,1,,3,,NA,NA,3,NA,,NA,
10811763,20081006,20081109,2,,2,,NA,NA,1,NA,,NA,
10811875,20080924,20081106,3,,3,,NA,2,1,NA,,NA,
10812062,20080925,20081108,3,,3,,NA,NA,4,NA,,NA,
10812081,20080927,20081107,3,,1,,NA,NA,2,NA,,NA,
10812119,20080930,20081106,1,,1,,NA,2,4,NA,,NA,
10812244,20081001,20081106,1,,999,,NA,NA,4,NA,,NA,
10812416,20080923,20081105,1,,1,,NA,NA,3,NA,,NA,
10812479,20080922,20081108,3,,3,,NA,4,4,NA,,NA,
10812579,20080926,20081105,2,,2,,NA,NA,4,NA,,NA,
10812582,20081002,20081107,1,,2,,NA,NA,3,NA,,NA,
10812662,20081011,20081105,2,,2,,NA,2,1,NA,,NA,
10812715,20081006,20081107,3,,3,,NA,NA,3,NA,,NA,
10812831,20081003,20081109,1,,1,,NA,NA,2,NA,,NA,
10812846,20081016,20081105,1,,1,,NA,NA,2,NA,,NA,
10812925,20080921,20081106,1,,1,,NA,NA,2,NA,,NA,
10812994,20081002,20081108,3,,2,,NA,NA,3,NA,,NA,
10813014,20080924,20081110,3,,3,,NA,4,4,NA,,NA,
10813052,20080930,20081105,2,,2,,NA,2,2,NA,,NA,
10813117,20081002,20081107,998,,3,,NA,NA,4,NA,,NA,
10813364,20080924,20081109,3,,3,,NA,2,2,NA,,NA,
10813367,20080918,20081110,999,,3,,NA,NA,3,NA,,NA,
10813519,20080924,20081108,2,,2,,NA,NA,4,NA,,NA,
10813687,20080927,20081110,3,,1,,NA,NA,1,NA,,NA,
10813850,20080927,20081109,1,,1,,NA,4,4,NA,,NA,
10813960,20080921,20081105,3,,3,,NA,NA,4,NA,,NA,
10814006,20080922,20081108,2,,2,,NA,NA,4,NA,,NA,
10814110,20080926,20081107,2,,2,,NA,4,3,NA,,NA,
10814240,20080930,20081105,2,,2,,NA,3,1,NA,,NA,
10814288,20081009,20081106,3,,3,,NA,NA,4,NA,,NA,
10814338,20080921,20081107,998,,3,,NA,3,4,NA,,NA,
10814446,20080922,20081106,1,,1,,NA,4,4,NA,,NA,
10814455,20080922,20081105,3,,3,,NA,2,3,NA,,NA,
10814564,20080925,20081106,3,,3,,NA,NA,2,NA,,NA,
10814587,20080923,20081106,3,,1,,NA,4,4,NA,,NA,
10814625,20080927,20081110,2,,2,,NA,2,4,NA,,NA,
10814742,20081005,20081106,3,,1,,NA,3,4,NA,,NA,
10814876,20080925,20081110,4,always changing mind,3,,NA,1,998,NA,,NA,
10814889,20080927,20081105,2,,2,,NA,NA,4,NA,,NA,
10815052,20080924,20081107,3,,998,,NA,2,1,NA,,NA,
10815099,20080926,20081106,2,,3,,NA,1,4,NA,,NA,
10815219,20080929,20081107,3,,1,,NA,998,3,NA,,NA,
10815235,20080930,20081105,2,,3,,NA,4,4,NA,,NA,
10815247,20081013,20081110,1,,1,,NA,4,2,NA,,NA,
10815376,20080927,20081106,1,,2,,NA,1,4,NA,,NA,
10815445,20080925,20081107,1,,1,,NA,1,1,NA,,NA,
10815661,20080929,20081108,2,,2,,NA,NA,3,NA,,NA,
10815674,20080928,20081109,2,,2,,NA,NA,4,NA,,NA,
10815806,20080918,20081108,2,,2,,NA,1,1,NA,,NA,
10815863,20080918,20081107,2,,2,,NA,4,4,NA,,NA,
10815907,20080923,20081109,2,,2,,NA,NA,4,NA,,NA,
10815963,20080926,20081108,1,,1,,NA,NA,1,NA,,NA,
10816119,20080927,20081110,2,,2,,NA,NA,4,NA,,NA,
10816142,20080929,20081107,2,,2,,NA,2,1,NA,,NA,
10816263,20081001,20081109,3,,3,,NA,NA,2,NA,,NA,
10816280,20081005,20081105,1,,1,,NA,NA,3,NA,,NA,
10816323,20081003,20081109,3,,3,,NA,3,4,NA,,NA,
10816388,20081004,20081106,4,conservative,3,,NA,NA,4,NA,,NA,
10816400,20080919,20081106,2,,2,,NA,2,1,NA,,NA,
10816437,20080925,20081106,3,,3,,NA,NA,2,NA,,NA,
10816452,20080920,20081109,2,,2,,NA,NA,3,NA,,NA,
10816565,20080927,20081109,2,,2,,NA,NA,4,NA,,NA,
10816571,20080925,20081108,3,,2,,NA,4,4,NA,,NA,
10816598,20080926,20081105,2,,2,,NA,1,1,NA,,NA,
10816638,20080930,20081106,3,,3,,NA,NA,4,NA,,NA,
10816672,20080928,20081107,3,,3,,NA,2,2,NA,,NA,
10816965,20080923,20081105,2,,2,,NA,NA,4,NA,,NA,
10817063,20080926,20081107,3,,3,,NA,NA,1,NA,,NA,
10817081,20080925,20081106,1,,1,,NA,NA,1,NA,,NA,
10817129,20080927,20081105,1,,1,,NA,NA,4,NA,,NA,
10817181,20081001,20081106,1,,1,,NA,NA,4,NA,,NA,
10817190,20081002,20081109,2,,2,,NA,4,4,NA,,NA,
10817445,20080919,20081109,1,,3,,NA,2,1,NA,,NA,
10817497,20080923,20081106,2,,2,,NA,NA,999,NA,,NA,
10817513,20080922,20081106,2,,4,vote his conscience,NA,NA,1,NA,,NA,
10817599,20081002,20081107,3,,4,libertarian,NA,NA,4,NA,,NA,
10817624,20081001,20081105,2,,3,,NA,3,4,NA,,NA,
10817636,20080929,20081108,1,,1,,NA,1,2,NA,,NA,
10817697,20080929,20081109,2,,3,,NA,1,2,NA,,NA,
10817721,20080930,20081106,2,,2,,NA,4,4,NA,,NA,
10817829,20080919,20081110,2,,3,,NA,NA,1,NA,,NA,
10817867,20081003,20081108,3,,3,,NA,NA,2,NA,,NA,
10817868,20080926,20081109,3,,3,,NA,NA,2,NA,,NA,
10817903,20080920,20081109,998,,3,,NA,NA,1,NA,,NA,
10817980,20080927,20081109,1,,1,,NA,NA,4,NA,,NA,
10818137,20080928,20081107,3,,3,,NA,NA,2,NA,,NA,
10818158,20080929,20081108,3,,998,,NA,2,1,NA,,NA,
10818208,20081001,20081106,2,,3,,NA,NA,1,NA,,NA,
10818255,20081001,20081107,3,,3,,NA,1,2,NA,,NA,
10818265,20081004,20081110,2,,2,,NA,NA,2,NA,,NA,
10818270,20081008,20081109,3,,3,,NA,NA,4,NA,,NA,
10818311,20080929,20081105,3,,1,,NA,4,4,NA,,NA,
10818470,20080923,20081109,2,,2,,NA,NA,4,NA,,NA,
10818479,20080922,20081105,3,,3,,NA,2,3,NA,,NA,
10818593,20080927,20081107,2,,2,,NA,NA,1,NA,,NA,
10818651,20080929,20081108,1,,1,,NA,NA,1,NA,,NA,
10818666,20081003,20081105,2,,2,,NA,NA,1,NA,,NA,
10818921,20080920,20081105,3,,3,,NA,4,4,NA,,NA,
10818992,20080923,20081105,3,,3,,NA,3,4,NA,,NA,
10818999,20080922,20081107,1,,1,,NA,NA,4,NA,,NA,
10819108,20080928,20081108,3,,1,,NA,4,4,NA,,NA,
10819207,20080928,20081109,2,,2,,NA,NA,2,NA,,NA,
10819314,20081003,20081109,2,,2,,NA,2,2,NA,,NA,
10819422,20080920,20081110,2,,3,,NA,NA,3,NA,,NA,
10819430,20080921,20081110,3,,3,,NA,4,4,NA,,NA,
10819462,20080921,20081110,2,,1,,NA,2,2,NA,,NA,
10819510,20080929,20081105,3,,3,,NA,NA,1,NA,,NA,
10819523,20080924,20081105,3,,4,"coservitive, christian",NA,4,4,NA,,NA,
10819571,20080927,20081105,1,,1,,NA,NA,2,NA,,NA,
10819683,20081008,20081108,998,,1,,NA,2,2,NA,,NA,
10819701,20081002,20081110,1,,1,,NA,1,1,NA,,NA,
10819733,20081001,20081106,1,,3,,NA,NA,1,NA,,NA,
10819841,20081003,20081108,1,,1,,NA,NA,4,NA,,NA,
10819893,20080918,20081110,2,,2,,NA,2,2,NA,,NA,
10819895,20080925,20081105,2,,2,,NA,NA,4,NA,,NA,
10820021,20081001,20081107,3,,1,,NA,2,1,NA,,NA,
10820028,20080923,20081110,2,,2,,NA,NA,1,NA,,NA,
10820059,20080924,20081108,2,,3,,NA,NA,1,NA,,NA,
10820175,20081012,20081105,1,,1,,NA,NA,3,NA,,NA,
10820179,20081008,20081105,1,,1,,NA,NA,3,NA,,NA,
10820209,20081012,20081110,2,,2,,NA,2,2,NA,,NA,
10820214,20081002,20081105,3,,3,,NA,1,2,NA,,NA,
10820319,20080917,20081109,3,,3,,NA,NA,3,NA,,NA,
10820443,20080920,20081107,2,,2,,NA,NA,2,NA,,NA,
10820467,20080922,20081107,2,,2,,NA,NA,4,NA,,NA,
10820472,20080920,20081105,1,,1,,NA,NA,1,NA,,NA,
10820572,20081006,20081107,2,,2,,NA,2,2,NA,,NA,
10820666,20080928,20081109,3,,3,,NA,NA,3,NA,,NA,
10820670,20080928,20081109,1,,1,,NA,4,4,NA,,NA,
10820807,20081001,20081106,1,,1,,NA,3,3,NA,,NA,
10820889,20080918,20081108,1,,1,,NA,NA,4,NA,,NA,
10821006,20080929,20081105,3,,1,,NA,NA,1,NA,,NA,
10821133,20080927,20081107,2,,2,,NA,NA,3,NA,,NA,
10821175,20080929,20081105,1,,1,,NA,NA,4,NA,,NA,
10821241,20080930,20081105,2,,2,,NA,NA,3,NA,,NA,
10821246,20080930,20081105,1,,1,,NA,NA,2,NA,,NA,
10821248,20080930,20081109,2,,2,,NA,4,4,NA,,NA,
10821251,20080928,20081108,2,,2,,NA,1,3,NA,,NA,
10821419,20080920,20081105,2,,2,,NA,NA,1,NA,,NA,
10821429,20080920,20081105,2,,2,,NA,NA,4,NA,,NA,
10821463,20080919,20081109,1,,1,,NA,NA,3,NA,,NA,
10821539,20080925,20081106,1,,4,"Republican, but would split his vote if he thought the Democrat was a better person",NA,NA,4,NA,,NA,
10821541,20081004,20081108,3,,3,,NA,3,4,NA,,NA,
10821661,20080926,20081110,1,,1,,NA,2,4,NA,,NA,
10821678,20081005,20081105,1,,1,,NA,NA,2,NA,,NA,
10821717,20081006,20081106,4,half and half depending on the situation,2,,NA,2,1,NA,,NA,
10821740,20081005,20081109,2,,2,,NA,NA,1,NA,,NA,
10821981,20080921,20081110,2,,2,,NA,4,3,NA,,NA,
10822034,20081002,20081110,3,,3,,NA,3,3,NA,,NA,
10822165,20080928,20081108,2,,2,,NA,4,4,NA,,NA,
10822236,20081005,20081109,3,,3,,NA,3,4,NA,,NA,
10822287,20081003,20081109,3,,3,,NA,NA,3,NA,,NA,
10822313,20081006,20081106,999,,1,,NA,NA,4,NA,,NA,
10822428,20080921,20081108,3,,3,,NA,4,4,NA,,NA,
10822505,20080922,20081107,1,,1,,NA,3,2,NA,,NA,
10822512,20080920,20081106,3,,3,,NA,NA,4,NA,,NA,
10822557,20080925,20081107,3,,3,,NA,4,4,NA,,NA,
10822605,20080929,20081106,3,,1,,NA,3,4,NA,,NA,
10822647,20080930,20081108,2,,3,,NA,4,4,NA,,NA,
10822698,20080929,20081109,3,,998,,NA,4,3,NA,,NA,
10822710,20080930,20081107,2,,2,,NA,NA,4,NA,,NA,
10822720,20080928,20081109,2,,2,,NA,NA,3,NA,,NA,
10822737,20081001,20081108,3,,2,,NA,NA,1,NA,,NA,
10822756,20080930,20081105,1,,1,,NA,1,2,NA,,NA,
10822780,20080930,20081107,3,,3,,NA,4,4,NA,,NA,
10822793,20081012,20081105,3,,2,,NA,NA,1,NA,,NA,
10822871,20080918,20081106,1,,1,,NA,NA,2,NA,,NA,
10822980,20080924,20081106,1,,1,,NA,NA,4,NA,,NA,
10823155,20081008,20081108,1,,1,,NA,NA,4,NA,,NA,
10823170,20081008,20081109,3,,1,,NA,NA,3,NA,,NA,
10823237,20081006,20081108,2,,2,,NA,NA,3,NA,,NA,
10823360,20080920,20081107,2,,2,,NA,NA,4,NA,,NA,
10823393,20080919,20081107,2,,3,,NA,2,1,NA,,NA,
10823475,20080924,20081110,3,,2,,NA,NA,1,NA,,NA,
10823478,20080924,20081105,3,,3,,NA,4,2,NA,,NA,
10823481,20080923,20081107,2,,2,,NA,NA,2,NA,,NA,
10823536,20080924,20081110,2,,2,,NA,4,3,NA,,NA,
10823609,20080926,20081109,2,,2,,NA,1,2,NA,,NA,
10823818,20081003,20081109,1,,1,,NA,2,2,NA,,NA,
10823875,20080928,20081105,1,,1,,NA,NA,4,NA,,NA,
10823925,20080926,20081109,3,,1,,NA,4,4,NA,,NA,
10824069,20081004,20081109,2,,2,,NA,3,3,NA,,NA,
10824073,20080929,20081110,2,,3,,NA,4,4,NA,,NA,
10824081,20081008,20081107,2,,2,,NA,NA,4,NA,,NA,
10824095,20080929,20081106,2,,2,,NA,NA,2,NA,,NA,
10824167,20080926,20081108,1,,1,,NA,4,3,NA,,NA,
10824174,20081009,20081108,2,,3,,NA,NA,1,NA,,NA,
10824179,20080930,20081108,3,,3,,NA,NA,4,NA,,NA,
10824206,20080929,20081109,2,,2,,NA,4,4,NA,,NA,
10824285,20081003,20081106,3,,3,,NA,NA,3,NA,,NA,
10824399,20081003,20081109,2,,2,,NA,4,4,NA,,NA,
10824436,20080921,20081107,3,,2,,NA,3,4,NA,,NA,
10824464,20080921,20081105,3,,3,,NA,NA,4,NA,,NA,
10824573,20080925,20081106,2,,2,,NA,NA,4,NA,,NA,
10824728,20081010,20081105,3,,3,,NA,NA,2,NA,,NA,
10824775,20081004,20081105,2,,2,,NA,4,4,NA,,NA,
10824832,20080919,20081107,2,,2,,NA,NA,1,NA,,NA,
10824983,20080922,20081105,3,,3,,NA,1,2,NA,,NA,
10824985,20080922,20081105,2,,2,,NA,4,3,NA,,NA,
10825069,20081001,20081106,3,,3,,NA,NA,2,NA,,NA,
10825133,20080926,20081107,2,,3,,NA,4,4,NA,,NA,
10825150,20081003,20081105,2,,3,,NA,NA,4,NA,,NA,
10825186,20080930,20081108,3,,3,,NA,NA,1,NA,,NA,
10825188,20081011,20081105,1,,1,,NA,2,2,NA,,NA,
10825439,20080925,20081108,1,,1,,NA,3,3,NA,,NA,
10825454,20080920,20081105,2,,2,,NA,NA,3,NA,,NA,
10825558,20080926,20081107,1,,1,,NA,NA,3,NA,,NA,
10825745,20081008,20081105,3,,3,,NA,1,2,NA,,NA,
10825764,20081003,20081105,2,,2,,NA,4,4,NA,,NA,
10825804,20081002,20081110,2,,2,,NA,2,1,NA,,NA,
10825909,20080921,20081109,2,,3,,NA,4,2,NA,,NA,
10825920,20080923,20081109,2,,3,,NA,NA,3,NA,,NA,
10826027,20080927,20081105,998,,999,,NA,3,4,NA,,NA,
10826304,20080918,20081106,3,,3,,NA,NA,4,NA,,NA,
10826366,20080919,20081108,3,,1,,NA,3,4,NA,,NA,
10826386,20080919,20081105,2,,2,,NA,NA,4,NA,,NA,
10826479,20080924,20081105,1,,1,,NA,2,2,NA,,NA,
10826523,20081006,20081109,3,,3,,NA,NA,2,NA,,NA,
10826620,20081004,20081105,3,,3,,NA,3,4,NA,,NA,
10826718,20081001,20081106,1,,1,,NA,NA,2,NA,,NA,
10826820,20080917,20081108,2,,3,,NA,2,2,NA,,NA,
10826840,20080926,20081106,3,,3,,NA,2,2,NA,,NA,
10826879,20080920,20081110,2,,2,,NA,NA,3,NA,,NA,
10826919,20080926,20081105,3,,3,,NA,NA,2,NA,,NA,
10827169,20081002,20081109,1,,1,,NA,3,4,NA,,NA,
10827334,20080922,20081105,1,,1,,NA,NA,3,NA,,NA,
10827375,20080930,20081107,2,,2,,NA,4,4,NA,,NA,
10827377,20080920,20081107,1,,1,,NA,1,3,NA,,NA,
10827470,20080923,20081109,1,,3,,NA,NA,3,NA,,NA,
10827525,20080923,20081108,3,,3,,NA,NA,4,NA,,NA,
10827730,20081010,20081109,3,,2,,NA,3,4,NA,,NA,
10827741,20080930,20081109,1,,1,,NA,4,3,NA,,NA,
10827764,20081002,20081105,1,,1,,NA,4,4,NA,,NA,
10827928,20080924,20081109,1,,3,,NA,2,2,NA,,NA,
10828061,20080926,20081105,2,,2,,NA,NA,4,NA,,NA,
10828089,20080928,20081105,2,,2,,NA,2,2,NA,,NA,
10828181,20080929,20081105,1,,1,,NA,4,3,NA,,NA,
10828195,20081004,20081107,3,,2,,NA,2,2,NA,,NA,
10828222,20080930,20081110,3,,3,,NA,NA,1,NA,,NA,
10828320,20080926,20081108,1,,3,,NA,4,4,NA,,NA,
10828401,20080922,20081105,3,,2,,NA,NA,3,NA,,NA,
10828434,20080921,20081105,2,,2,,NA,4,4,NA,,NA,
10828461,20080922,20081110,2,,2,,NA,NA,2,NA,,NA,
10828497,20080923,20081105,2,,2,,NA,NA,4,NA,,NA,
10828533,20080924,20081109,3,,3,,NA,3,3,NA,,NA,
10828593,20080927,20081106,2,,4,liberal democrat,NA,2,2,NA,,NA,
10828671,20081002,20081109,1,,1,,NA,3,4,NA,,NA,
10828753,20080922,20081108,3,,2,,NA,NA,2,NA,,NA,
10828858,20080919,20081109,3,,998,,NA,2,2,NA,,NA,
10828893,20080919,20081108,1,,1,,NA,NA,2,NA,,NA,
10828926,20080923,20081109,2,,2,,NA,4,3,NA,,NA,
10829046,20081001,20081110,2,,2,,NA,NA,4,NA,,NA,
10829049,20080926,20081106,2,,3,,NA,NA,2,NA,,NA,
10829133,20081009,20081108,2,,3,,NA,1,1,NA,,NA,
10829204,20081002,20081107,2,,2,,NA,NA,4,NA,,NA,
10829230,20080930,20081106,1,,1,,NA,NA,1,NA,,NA,
10829427,20080919,20081106,3,,3,,NA,NA,1,NA,,NA,
10829653,20080927,20081108,1,,1,,NA,3,3,NA,,NA,
10829710,20081003,20081107,2,,2,,NA,1,2,NA,,NA,
10829742,20081002,20081107,2,,2,,NA,3,3,NA,,NA,
10829822,20080917,20081110,1,,1,,NA,NA,4,NA,,NA,
10829885,20081002,20081107,3,,2,,NA,4,4,NA,,NA,
10829951,20080922,20081106,3,,4,WHO EVER WILL DO THE BEST JOB,NA,NA,2,NA,,NA,
10830016,20080926,20081106,3,,3,,NA,NA,4,NA,,NA,
10830047,20080927,20081109,2,,2,,NA,4,3,NA,,NA,
10830115,20080926,20081106,3,,3,,NA,4,4,NA,,NA,
10830279,20081003,20081105,2,,2,,NA,NA,2,NA,,NA,
10830526,20080924,20081108,3,,3,,NA,NA,2,NA,,NA,
10830570,20080930,20081105,2,,2,,NA,4,2,NA,,NA,
10830632,20081003,20081110,3,,3,,NA,2,2,NA,,NA,
10830744,20081012,20081109,1,,1,,NA,NA,2,NA,,NA,
10830769,20081011,20081108,2,,2,,NA,NA,3,NA,,NA,
10830898,20080920,20081105,2,,2,,NA,4,4,NA,,NA,
10830902,20080921,20081106,1,,1,,NA,3,2,NA,,NA,
10831093,20080927,20081107,3,,1,,NA,4,1,NA,,NA,
10831120,20080928,20081109,1,,1,,NA,NA,2,NA,,NA,
10831254,20081002,20081106,2,,2,,NA,NA,3,NA,,NA,
10831282,20080929,20081106,3,,1,,NA,NA,4,NA,,NA,
10831484,20081003,20081105,2,,2,,NA,3,2,NA,,NA,
10831570,20080928,20081108,1,,4,CARNEGIE REPUBLICAN,NA,1,1,NA,,NA,
10831582,20080928,20081105,1,,1,,NA,NA,4,NA,,NA,
10831644,20080928,20081110,3,,3,,NA,2,2,NA,,NA,
10831809,20080918,20081107,2,,2,,NA,4,3,NA,,NA,
10831830,20080918,20081105,2,,2,,NA,NA,4,NA,,NA,
10831872,20080921,20081107,2,,2,,NA,NA,2,NA,,NA,
10831974,20081003,20081107,3,,3,,NA,1,2,NA,,NA,
10831997,20080929,20081106,3,,3,,NA,NA,2,NA,,NA,
10832150,20080927,20081108,3,,3,,NA,1,1,NA,,NA,
10832163,20080928,20081106,1,,1,,NA,NA,4,NA,,NA,
10832229,20081001,20081109,2,,3,,NA,1,1,NA,,NA,
10832242,20081005,20081105,2,,2,,NA,2,3,NA,,NA,
10832245,20081002,20081105,2,,2,,NA,NA,3,NA,,NA,
10832283,20081003,20081106,1,,1,,NA,3,4,NA,,NA,
10832290,20080919,20081105,2,,2,,NA,NA,4,NA,,NA,
10832385,20080918,20081105,2,,2,,NA,4,4,NA,,NA,
10832638,20081009,20081108,3,,3,,NA,4,4,NA,,NA,
10832771,20080917,20081105,1,,1,,NA,NA,4,NA,,NA,
10832845,20080918,20081107,3,,2,,NA,4,4,NA,,NA,
10832857,20080917,20081107,999,,1,,NA,NA,2,NA,,NA,
10833031,20080928,20081107,2,,2,,NA,NA,3,NA,,NA,
10833089,20080927,20081107,1,,1,,NA,NA,1,NA,,NA,
10833102,20081006,20081106,999,,3,,NA,NA,1,NA,,NA,
10833170,20080928,20081105,2,,4,vote for the individual,NA,1,1,NA,,NA,
10833491,20080922,20081108,2,,2,,NA,NA,2,NA,,NA,
10833583,20080927,20081105,3,,3,,NA,NA,2,NA,,NA,
10833597,20080929,20081106,3,,3,,NA,5,3,NA,,NA,
10833647,20080930,20081107,1,,4,conservatives,NA,1,1,NA,,NA,
10833731,20081002,20081107,3,,4,independent,NA,3,3,NA,,NA,
10833856,20080919,20081105,3,,3,,NA,2,3,NA,,NA,
10833994,20080923,20081106,3,,3,,NA,NA,4,NA,,NA,
10834103,20080927,20081109,2,,2,,NA,NA,3,NA,,NA,
10834382,20080929,20081106,1,,3,,NA,4,3,NA,,NA,
10834423,20080920,20081106,2,,4,no party,NA,NA,4,NA,,NA,
10834448,20080925,20081109,2,,2,,NA,2,3,NA,,NA,
10834450,20081001,20081109,4,LIBERTARIAN,1,,NA,NA,4,NA,,NA,
10834465,20080921,20081105,2,,2,,NA,3,4,NA,,NA,
10834528,20080924,20081107,3,,3,,NA,3,2,NA,,NA,
10834737,20081005,20081106,1,,1,,NA,NA,2,NA,,NA,
10834766,20081006,20081106,2,,2,,NA,2,4,NA,,NA,
10834779,20080920,20081108,2,,2,,NA,1,1,NA,,NA,
10834787,20080918,20081106,1,,4,person who gives the best ideas,NA,NA,2,NA,,NA,
10834808,20080920,20081105,2,,3,,NA,2,4,NA,,NA,
10834826,20080922,20081108,1,,1,,NA,3,3,NA,,NA,
10834827,20080920,20081110,3,,1,,NA,4,4,NA,,NA,
10834846,20080919,20081108,2,,2,,NA,NA,3,NA,,NA,
10834868,20080921,20081105,2,,2,,NA,1,2,NA,,NA,
10834904,20080920,20081105,3,,3,,NA,1,2,NA,,NA,
10835039,20080926,20081106,2,,2,,NA,NA,2,NA,,NA,
10835087,20080928,20081109,1,,1,,NA,1,1,NA,,NA,
10835249,20080922,20081106,1,,1,,NA,2,998,NA,,NA,
10835278,20080918,20081105,3,,2,,NA,2,3,NA,,NA,
10835306,20081004,20081106,2,,2,,NA,NA,4,NA,,NA,
10835353,20080922,20081107,3,,2,,NA,2,3,NA,,NA,
10835362,20081001,20081105,1,,1,,NA,4,4,NA,,NA,
10835608,20080928,20081106,1,,1,,NA,4,1,NA,,NA,
10835622,20080929,20081106,2,,2,,NA,NA,4,NA,,NA,
10835741,20081010,20081107,999,,3,,NA,NA,3,NA,,NA,
10835921,20080922,20081106,2,,2,,NA,4,4,NA,,NA,
10835959,20080922,20081108,2,,2,,NA,3,3,NA,,NA,
10835984,20081002,20081109,3,,1,,NA,1,4,NA,,NA,
10836019,20080924,20081105,2,,2,,NA,2,2,NA,,NA,
10836040,20080926,20081108,2,,2,,NA,NA,2,NA,,NA,
10836165,20081005,20081105,1,,1,,NA,3,4,NA,,NA,
10836239,20081013,20081106,2,,2,,NA,1,1,NA,,NA,
10836240,20081003,20081105,2,,2,,NA,1,1,NA,,NA,
10836316,20080918,20081107,3,,3,,NA,2,2,NA,,NA,
10836404,20080923,20081109,3,,3,,NA,3,4,NA,,NA,
10836407,20080921,20081109,2,,2,,NA,NA,2,NA,,NA,
10836410,20080921,20081108,1,,1,,NA,3,3,NA,,NA,
10836537,20080926,20081105,1,,1,,NA,3,4,NA,,NA,
10836602,20081001,20081106,2,,2,,NA,2,4,NA,,NA,
10836845,20080918,20081106,2,,2,,NA,4,4,NA,,NA,
10837070,20080928,20081105,1,,1,,NA,NA,3,NA,,NA,
10837130,20081011,20081106,1,,1,,NA,2,2,NA,,NA,
10837191,20081009,20081105,3,,998,,NA,1,2,NA,,NA,
10837198,20081001,20081105,3,,3,,NA,NA,4,NA,,NA,
10837246,20081008,20081106,3,,3,,NA,NA,3,NA,,NA,
10837337,20080930,20081106,2,,2,,NA,NA,3,NA,,NA,
10837408,20080930,20081110,999,,2,,NA,3,3,NA,,NA,
10837431,20080921,20081105,1,,1,,NA,4,3,NA,,NA,
10837494,20081002,20081107,1,,1,,NA,4,2,NA,,NA,
10837510,20081003,20081106,2,,2,,NA,1,1,NA,,NA,
10837696,20081001,20081108,2,,998,,NA,3,3,NA,,NA,
10837790,20080917,20081105,2,,2,,NA,NA,3,NA,,NA,
10837850,20080919,20081107,3,,1,,NA,NA,4,NA,,NA,
10837872,20080922,20081108,2,,2,,NA,1,2,NA,,NA,
10837892,20080920,20081107,1,,1,,NA,NA,2,NA,,NA,
10837919,20080926,20081105,3,,3,,NA,1,2,NA,,NA,
10837965,20080926,20081106,2,,3,,NA,4,4,NA,,NA,
10837999,20080925,20081106,3,,3,,NA,4,4,NA,,NA,
10838168,20081001,20081106,2,,2,,NA,4,4,NA,,NA,
10838198,20081003,20081105,3,,2,,NA,NA,1,NA,,NA,
10838373,20080920,20081109,2,,1,,NA,1,4,NA,,NA,
10838379,20080923,20081109,3,,3,,NA,4,3,NA,,NA,
10838424,20080922,20081108,1,,1,,NA,1,2,NA,,NA,
10838605,20081005,20081109,2,,2,,NA,2,4,NA,,NA,
10838636,20081008,20081107,1,,1,,NA,2,2,NA,,NA,
10838639,20081001,20081109,3,,3,,NA,NA,2,NA,,NA,
10838796,20080918,20081105,2,,2,,NA,NA,4,NA,,NA,
10838841,20080920,20081105,3,,3,,NA,NA,4,NA,,NA,
10838888,20080921,20081107,3,,3,,NA,1,2,NA,,NA,
10839032,20080927,20081107,2,,2,,NA,4,4,NA,,NA,
10839035,20080926,20081105,1,,1,,NA,3,4,NA,,NA,
10839055,20080929,20081108,1,,1,,NA,4,4,NA,,NA,
10839071,20080928,20081106,4,liberterian,3,,NA,4,4,NA,,NA,
10839194,20081012,20081105,2,,2,,NA,NA,2,NA,,NA,
10839355,20080920,20081109,2,,2,,NA,3,4,NA,,NA,
10839556,20080927,20081105,1,,1,,NA,NA,3,NA,,NA,
10839580,20080926,20081109,1,,1,,NA,3,4,NA,,NA,
10839623,20080930,20081110,3,,3,,NA,NA,2,NA,,NA,
