case,pid_7,ft_dem,ft_rep,ideo_self,ideo_dem,ideo_rep,primary_vote,primary_vote_choice_num,dis_democ,distrust_gov,wrong_track_dum,gov_run_for_few_dum,gov_care_post,wealth_gap_larger,age,race,weight,date,income,sex,pid_7_num,pid_3,therm_dem,therm_rep,primary_vote_dum,primary_vote_choice,cand_party,dis_democ_dum,trust_gov,distrust_gov_dum,officials_dont_care_dum,therm_parties_mean,therm_inparty,therm_outparty,year,below_50_qual_strict,wealth_gap_larger_dum,primary_vote_simple,below_35k_dum
2020_200015,Strong Republican,0,85,6,1,5,Voted,8,4,5,0,1,1,3,46,Other,0.962809123332029,2020-08-27,21,Male,7,Republican,0,85,1,Donald Trump,Republican,1,Never,1,1,42.5,85,0,2020,warm,0,Winner,0
2020_200022,Independent - Independent,0,50,4,3,6,Voted,10,4,5,1,1,1,1,37,Other,1.06908509305444,2020-09-23,13,Female,4,Independent,0,50,1,Someone Neither Dem. Nor Rep.,Other Party,1,Never,1,1,25,NA,NA,2020,NA,1,Voted in Other Primary,0
2020_200039,Independent - Democrat,60,0,2,3,7,Voted,6,4,4,1,1,3,1,40,White,0.683420884657796,2020-08-18,17,Female,3,Democrat,60,0,1,Elizabeth Warren,Democrat,1,Some of the Time,1,0,30,60,0,2020,NA,1,Loser,0
2020_200046,Weak Republican,50,70,3,3,4,Didn't Vote,NA,2,3,1,1,4,3,41,Other,0.50095304838357,2020-10-12,7,Male,6,Republican,50,70,0,NA,NA,0,About Half the time,0,0,60,70,50,2020,warm,0,Didn't Vote,0
2020_200053,Independent - Independent,20,70,5,1,5,Voted,8,4,5,1,1,2,1,72,Other,1.2622939838968,2020-08-19,22,Male,4,Independent,20,70,1,Donald Trump,Republican,1,Never,1,1,45,NA,NA,2020,NA,1,Voted in Other Primary,0
2020_200060,Independent - Democrat,85,15,4,3,7,Didn't Vote,NA,2,4,1,1,2,1,71,White,0.269029682335973,2020-09-05,3,Female,3,Democrat,85,15,0,NA,NA,0,Some of the Time,1,1,50,85,15,2020,warm,1,Didn't Vote,1
2020_200084,Weak Republican,15,75,4,4,4,Didn't Vote,NA,5,4,1,1,1,1,37,White,0.449004973607306,2020-08-19,4,Female,6,Republican,15,75,0,NA,NA,1,Some of the Time,1,1,45,75,15,2020,warm,1,Didn't Vote,1
2020_200091,Weak Republican,50,100,99,5,5,Didn't Vote,NA,5,1,0,0,1,3,45,White,0.616581490032329,2020-09-08,3,Female,6,Republican,50,100,0,NA,NA,1,Always,0,1,75,100,50,2020,warm,0,Didn't Vote,1
2020_200107,Independent - Independent,-9,-9,99,3,5,Didn't Vote,NA,2,3,1,1,3,1,70,White,1.42627006696408,2020-10-27,10,Female,4,Independent,NA,NA,0,NA,NA,0,About Half the time,0,0,-9,NA,NA,2020,NA,1,Didn't Vote,0
2020_200114,Weak Democrat,60,50,99,4,7,Didn't Vote,NA,2,3,0,1,2,2,43,Other,2.22490975528077,2020-09-14,11,Male,2,Democrat,60,50,0,NA,NA,0,About Half the time,0,1,55,60,50,2020,NA,0,Didn't Vote,0
2020_200121,Strong Democrat,100,0,99,4,1,Didn't Vote,NA,4,2,1,1,1,1,37,Other,1.57163244385629,2020-08-18,9,Female,1,Democrat,100,0,0,NA,NA,1,Most of the Time,0,1,50,100,0,2020,warm,1,Didn't Vote,0
2020_200138,Weak Democrat,50,30,4,2,6,Didn't Vote,NA,4,3,1,1,4,1,55,White,1.03373824174685,2020-08-22,18,Male,2,Democrat,50,30,0,NA,NA,1,About Half the time,0,0,40,50,30,2020,NA,1,Didn't Vote,0
2020_200152,Strong Republican,0,85,6,1,6,Didn't Vote,NA,4,4,1,1,3,1,30,White,0.249587649430734,2020-09-11,1,Female,7,Republican,0,85,0,NA,NA,1,Some of the Time,1,0,42.5,85,0,2020,warm,1,Didn't Vote,1
2020_200169,Weak Democrat,85,0,3,2,7,Voted,1,4,5,1,1,3,1,38,Other,0.585464106960697,2020-09-28,21,Male,2,Democrat,85,0,1,Joe Biden,Democrat,1,Never,1,0,42.5,85,0,2020,warm,1,Winner,0
2020_200176,Independent - Democrat,60,40,4,4,2,Didn't Vote,NA,2,2,0,1,3,1,41,Black,1.10549934594464,2020-10-13,3,Female,3,Democrat,60,40,0,NA,NA,0,Most of the Time,0,0,50,60,40,2020,NA,1,Didn't Vote,1
2020_200183,Independent - Republican,0,100,6,1,6,Didn't Vote,NA,4,4,1,1,2,1,66,Other,0.45288293043542,2020-08-29,7,Male,5,Republican,0,100,0,NA,NA,1,Some of the Time,1,1,50,100,0,2020,warm,1,Didn't Vote,0
2020_200190,Independent - Democrat,40,30,3,1,6,Didn't Vote,NA,2,3,1,1,2,1,54,White,1.13349083276201,2020-09-04,22,Male,3,Democrat,40,30,0,NA,NA,0,About Half the time,0,1,35,40,30,2020,cold,1,Didn't Vote,0
2020_200206,Strong Democrat,85,16,3,2,6,Voted,4,2,3,1,1,2,1,55,White,0.707343573993556,2020-10-27,20,Male,1,Democrat,85,16,1,Amy Klobuchar,Democrat,0,About Half the time,0,1,50.5,85,16,2020,warm,1,Loser,0
2020_200220,Strong Democrat,85,0,2,4,6,Didn't Vote,NA,4,3,1,1,3,1,62,White,0.592091604064592,2020-09-25,NA,Female,1,Democrat,85,0,0,NA,NA,1,About Half the time,0,0,42.5,85,0,2020,warm,1,Didn't Vote,NA
2020_200244,Weak Democrat,85,30,3,2,6,Voted,1,2,4,1,1,4,1,80,White,0.598144594224098,2020-08-28,5,Female,2,Democrat,85,30,1,Joe Biden,Democrat,0,Some of the Time,1,0,57.5,85,30,2020,warm,1,Winner,1
2020_200268,Strong Republican,0,100,6,1,7,Didn't Vote,NA,2,2,1,0,2,2,31,Other,0.911797310335048,2020-09-16,12,Male,7,Republican,0,100,0,NA,NA,0,Most of the Time,0,1,50,100,0,2020,warm,0,Didn't Vote,0
2020_200275,Strong Democrat,70,15,4,2,6,Didn't Vote,NA,2,4,1,1,3,1,80,Other,2.39158343024978,2020-10-01,6,Female,1,Democrat,70,15,0,NA,NA,0,Some of the Time,1,0,42.5,70,15,2020,warm,1,Didn't Vote,1
2020_200282,Independent - Democrat,25,0,2,4,7,Voted,5,4,4,1,1,2,1,24,White,6.90387403186744,2020-08-23,21,Male,3,Democrat,25,0,1,Bernie Sanders,Democrat,1,Some of the Time,1,1,12.5,25,0,2020,cold,1,Loser,0
2020_200305,Strong Republican,30,85,6,1,6,Voted,9,2,3,0,1,3,2,55,White,1.31773390966646,2020-10-13,15,Male,7,Republican,30,85,1,Other Republican,Republican,0,About Half the time,0,0,57.5,85,30,2020,warm,0,Loser,0
2020_200312,Weak Democrat,60,15,99,1,7,Didn't Vote,NA,2,2,1,1,1,1,59,Other,4.47398522948951,2020-08-22,6,Female,2,Democrat,60,15,0,NA,NA,0,Most of the Time,0,1,37.5,60,15,2020,NA,1,Didn't Vote,1
2020_200329,Strong Democrat,80,15,2,3,6,Voted,1,2,4,1,1,1,1,73,White,0.746537883621775,2020-09-21,5,Male,1,Democrat,80,15,1,Joe Biden,Democrat,0,Some of the Time,1,1,47.5,80,15,2020,warm,1,Winner,1
2020_200343,Independent - Republican,20,100,99,2,6,Didn't Vote,NA,2,2,1,1,3,1,72,White,0.793964945723105,2020-08-20,5,Female,5,Republican,20,100,0,NA,NA,0,Most of the Time,0,0,60,100,20,2020,warm,1,Didn't Vote,1
2020_200374,Independent - Republican,40,50,5,1,7,Didn't Vote,NA,4,4,0,1,1,1,50,White,0.890362830442194,2020-09-24,20,Male,5,Republican,40,50,0,NA,NA,1,Some of the Time,1,1,45,50,40,2020,NA,1,Didn't Vote,0
2020_200381,Weak Republican,60,0,5,3,7,Didn't Vote,NA,4,4,1,1,2,1,66,White,0.788467191343694,2020-08-28,22,Male,6,Republican,60,0,0,NA,NA,1,Some of the Time,1,1,30,0,60,2020,cold,1,Didn't Vote,0
2020_200404,Strong Democrat,60,30,4,2,7,Voted,1,4,3,1,1,2,1,41,Other,1.41500108933574,2020-09-11,15,Male,1,Democrat,60,30,1,Joe Biden,Democrat,1,About Half the time,0,1,45,60,30,2020,NA,1,Winner,0
2020_200411,Independent - Independent,0,0,99,4,4,Didn't Vote,NA,4,5,0,1,5,3,52,Other,0.743626536900714,2020-09-22,1,Female,4,Independent,0,0,0,NA,NA,1,Never,1,0,0,NA,NA,2020,NA,0,Didn't Vote,1
2020_200435,Independent - Independent,0,0,4,6,6,Didn't Vote,NA,5,5,1,1,1,1,45,Other,0.855812761403972,2020-08-18,13,Male,4,Independent,0,0,0,NA,NA,1,Never,1,1,0,NA,NA,2020,NA,1,Didn't Vote,0
2020_200442,Strong Democrat,70,15,2,2,7,Voted,1,2,4,1,1,4,1,46,White,0.249378142298533,2020-08-25,4,Female,1,Democrat,70,15,1,Joe Biden,Democrat,0,Some of the Time,1,0,42.5,70,15,2020,warm,1,Winner,1
2020_200459,Strong Republican,0,70,6,1,5,Voted,8,4,4,0,1,4,3,66,White,0.620277372141122,2020-08-20,20,Male,7,Republican,0,70,1,Donald Trump,Republican,1,Some of the Time,1,0,35,70,0,2020,warm,0,Winner,0
2020_200466,Weak Democrat,60,15,2,2,6,Didn't Vote,NA,2,4,1,1,4,1,60,White,1.12376264793483,2020-08-24,20,Female,2,Democrat,60,15,0,NA,NA,0,Some of the Time,1,0,37.5,60,15,2020,NA,1,Didn't Vote,0
2020_200473,Strong Republican,0,85,99,1,5,Didn't Vote,NA,2,2,0,0,4,3,73,White,0.787241934333145,2020-09-27,10,Female,7,Republican,0,85,0,NA,NA,0,Most of the Time,0,0,42.5,85,0,2020,warm,0,Didn't Vote,0
2020_200480,Strong Democrat,60,40,99,2,-9,Didn't Vote,NA,2,3,1,1,2,1,71,Black,1.25425429894021,2020-10-21,9,Female,1,Democrat,60,40,0,NA,NA,0,About Half the time,0,1,50,60,40,2020,NA,1,Didn't Vote,0
2020_200497,Independent - Democrat,40,10,1,3,6,Didn't Vote,NA,4,4,1,1,4,1,28,White,0.906734619149226,2020-08-18,3,Female,3,Democrat,40,10,0,NA,NA,1,Some of the Time,1,0,25,40,10,2020,cold,1,Didn't Vote,1
2020_200503,Strong Democrat,85,0,1,3,7,Didn't Vote,NA,5,4,1,1,2,1,73,White,0.636937050188872,2020-09-09,8,Female,1,Democrat,85,0,0,NA,NA,1,Some of the Time,1,1,42.5,85,0,2020,warm,1,Didn't Vote,0
2020_200510,Strong Republican,0,60,6,1,5,Voted,8,2,4,0,1,2,1,NA,White,0.495365787236377,2020-09-08,NA,Male,7,Republican,0,60,1,Donald Trump,Republican,0,Some of the Time,1,1,30,60,0,2020,NA,1,Winner,NA
2020_200527,Strong Republican,30,85,6,2,6,Didn't Vote,NA,2,3,1,1,2,3,37,White,0.462153603329595,2020-08-23,19,Female,7,Republican,30,85,0,NA,NA,0,About Half the time,0,1,57.5,85,30,2020,warm,0,Didn't Vote,0
2020_200534,Strong Democrat,78,-9,4,1,7,Voted,1,2,3,1,1,2,1,56,Black,0.437801400169371,2020-08-23,4,Female,1,Democrat,78,NA,1,Joe Biden,Democrat,0,About Half the time,0,1,34.5,78,NA,2020,warm,1,Winner,1
2020_200541,Strong Republican,0,15,7,1,3,Didn't Vote,NA,4,4,0,1,1,1,48,White,0.66320240246696,2020-09-05,10,Male,7,Republican,0,15,0,NA,NA,1,Some of the Time,1,1,7.5,15,0,2020,cold,1,Didn't Vote,0
2020_200558,Strong Republican,10,95,7,2,6,Didn't Vote,NA,2,4,0,0,4,3,53,White,0.656590175237121,2020-08-18,19,Female,7,Republican,10,95,0,NA,NA,0,Some of the Time,1,0,52.5,95,10,2020,warm,0,Didn't Vote,0
2020_200565,Independent - Republican,40,85,3,2,4,Didn't Vote,NA,4,3,1,0,3,1,72,White,0.87475696960029,2020-09-18,22,Female,5,Republican,40,85,0,NA,NA,1,About Half the time,0,0,62.5,85,40,2020,warm,1,Didn't Vote,0
2020_200589,Strong Republican,0,100,6,2,6,Voted,8,2,3,0,1,2,3,55,White,0.250010024620447,2020-08-18,1,Male,7,Republican,0,100,1,Donald Trump,Republican,0,About Half the time,0,1,50,100,0,2020,warm,0,Winner,1
2020_200596,Strong Democrat,85,0,2,2,7,Voted,1,4,4,1,1,2,1,79,White,1.09084253615316,2020-08-31,10,Male,1,Democrat,85,0,1,Joe Biden,Democrat,1,Some of the Time,1,1,42.5,85,0,2020,warm,1,Winner,0
2020_200602,Independent - Democrat,80,0,3,3,5,Voted,5,4,4,1,1,4,1,38,White,0.633954468249444,2020-08-26,21,Male,3,Democrat,80,0,1,Bernie Sanders,Democrat,1,Some of the Time,1,0,40,80,0,2020,warm,1,Loser,0
2020_200626,Strong Republican,20,100,4,4,5,Voted,8,4,2,0,1,2,1,42,Other,0.3148045870767,2020-08-20,12,Female,7,Republican,20,100,1,Donald Trump,Republican,1,Most of the Time,0,1,60,100,20,2020,warm,1,Winner,0
2020_200633,Independent - Democrat,70,30,6,4,6,Voted,1,2,2,1,1,4,1,70,White,0.455757491974038,2020-08-19,15,Male,3,Democrat,70,30,1,Joe Biden,Democrat,0,Most of the Time,0,0,50,70,30,2020,warm,1,Winner,0
2020_200640,Strong Democrat,100,70,4,4,3,Voted,1,2,3,1,1,4,1,50,Other,0.957860693636695,2020-10-16,NA,Female,1,Democrat,100,70,1,Joe Biden,Democrat,0,About Half the time,0,0,85,100,70,2020,warm,1,Winner,NA
2020_200671,Strong Democrat,80,0,2,3,7,Voted,5,2,4,1,1,1,1,50,Black,0.344222456548883,2020-08-24,NA,Female,1,Democrat,80,0,1,Bernie Sanders,Democrat,0,Some of the Time,1,1,40,80,0,2020,warm,1,Loser,NA
2020_200688,Independent - Independent,50,50,4,1,7,Voted,1,-6,4,0,1,-6,3,27,White,1.36259893513825,2020-08-18,1,Female,4,Independent,50,50,1,Joe Biden,Democrat,NA,Some of the Time,1,NA,50,NA,NA,2020,NA,0,Voted in Other Primary,1
2020_200695,Strong Republican,0,70,99,4,4,Didn't Vote,NA,1,4,0,0,3,2,62,White,1.36179614885022,2020-09-14,1,Male,7,Republican,0,70,0,NA,NA,0,Some of the Time,1,0,35,70,0,2020,warm,0,Didn't Vote,1
2020_200701,Independent - Independent,0,70,4,1,6,Voted,5,4,5,0,1,1,1,51,NA,1.185891215455,2020-10-20,NA,Female,4,Independent,0,70,1,Bernie Sanders,Democrat,1,Never,1,1,35,NA,NA,2020,NA,1,Voted in Other Primary,NA
2020_200718,Strong Republican,40,70,6,2,5,Voted,8,-6,3,0,0,-6,1,60,White,4.00935106649621,2020-11-02,15,Male,7,Republican,40,70,1,Donald Trump,Republican,NA,About Half the time,0,NA,55,70,40,2020,warm,1,Winner,0
2020_200725,Strong Democrat,70,45,3,2,6,Voted,1,2,3,1,1,2,1,65,White,0.279211236116503,2020-08-18,9,Female,1,Democrat,70,45,1,Joe Biden,Democrat,0,About Half the time,0,1,57.5,70,45,2020,warm,1,Winner,0
2020_200732,Independent - Democrat,70,15,3,3,7,Voted,1,4,4,1,0,4,2,NA,White,0.552267841129152,2020-09-04,21,Male,3,Democrat,70,15,1,Joe Biden,Democrat,1,Some of the Time,1,0,42.5,70,15,2020,warm,0,Winner,0
2020_200749,Weak Republican,40,70,4,5,2,Didn't Vote,NA,2,4,1,1,2,1,48,White,1.51528676776706,2020-08-21,9,Male,6,Republican,40,70,0,NA,NA,0,Some of the Time,1,1,55,70,40,2020,warm,1,Didn't Vote,0
2020_200756,Independent - Republican,15,85,6,1,6,Voted,8,2,2,1,0,1,3,55,White,0.716536399907542,2020-08-29,13,Male,5,Republican,15,85,1,Donald Trump,Republican,0,Most of the Time,0,1,50,85,15,2020,warm,0,Winner,0
2020_200763,Independent - Independent,30,30,5,3,5,Didn't Vote,NA,2,5,1,1,2,1,54,White,0.894797005124884,2020-10-18,19,Male,4,Independent,30,30,0,NA,NA,0,Never,1,1,30,NA,NA,2020,NA,1,Didn't Vote,0
2020_200770,Weak Democrat,60,30,4,1,7,Didn't Vote,NA,5,4,1,1,1,1,38,White,0.64496521316527,2020-10-05,13,Female,2,Democrat,60,30,0,NA,NA,1,Some of the Time,1,1,45,60,30,2020,NA,1,Didn't Vote,0
2020_200787,Strong Democrat,70,0,2,2,7,Voted,6,5,5,1,1,4,1,80,White,0.666958417550415,2020-09-22,10,Male,1,Democrat,70,0,1,Elizabeth Warren,Democrat,1,Never,1,0,35,70,0,2020,warm,1,Loser,0
2020_200794,Weak Democrat,70,15,2,3,7,Didn't Vote,NA,5,4,1,1,1,1,37,Other,0.322147439501118,2020-10-01,15,Female,2,Democrat,70,15,0,NA,NA,1,Some of the Time,1,1,42.5,70,15,2020,warm,1,Didn't Vote,0
2020_200800,Independent - Democrat,50,30,2,4,7,Didn't Vote,NA,2,3,1,1,4,1,38,White,0.329839590031113,2020-08-19,22,Male,3,Democrat,50,30,0,NA,NA,0,About Half the time,0,0,40,50,30,2020,NA,1,Didn't Vote,0
2020_200817,Independent - Republican,0,85,4,4,5,Voted,1,2,2,1,1,3,1,60,White,0.709118783836395,2020-09-09,11,Male,5,Republican,0,85,1,Joe Biden,Democrat,0,Most of the Time,0,0,42.5,85,0,2020,warm,1,Voted in Other Primary,0
2020_200824,Independent - Democrat,85,0,5,3,5,Didn't Vote,NA,2,4,1,1,2,1,46,Other,1.32476122626383,2020-09-04,14,Male,3,Democrat,85,0,0,NA,NA,0,Some of the Time,1,1,42.5,85,0,2020,warm,1,Didn't Vote,0
2020_200831,Strong Democrat,40,0,1,6,7,Voted,5,5,4,1,1,2,1,78,White,1.07812468707672,2020-08-18,17,Female,1,Democrat,40,0,1,Bernie Sanders,Democrat,1,Some of the Time,1,1,20,40,0,2020,cold,1,Loser,0
2020_200855,Strong Democrat,70,10,2,3,7,Voted,6,2,3,1,1,5,1,39,White,0.551002022229095,2020-08-23,16,Female,1,Democrat,70,10,1,Elizabeth Warren,Democrat,0,About Half the time,0,0,40,70,10,2020,warm,1,Loser,0
2020_200862,Weak Democrat,70,30,2,1,7,Voted,1,4,4,1,1,2,1,33,Black,0.220768415861182,2020-08-18,11,Female,2,Democrat,70,30,1,Joe Biden,Democrat,1,Some of the Time,1,1,50,70,30,2020,warm,1,Winner,0
2020_200879,Strong Democrat,100,0,2,2,7,Voted,1,2,4,1,1,4,1,74,White,0.280324733013225,2020-09-11,1,Female,1,Democrat,100,0,1,Joe Biden,Democrat,0,Some of the Time,1,0,50,100,0,2020,warm,1,Winner,1
2020_200886,Weak Democrat,70,15,3,2,6,Didn't Vote,NA,4,4,1,1,2,1,61,White,0.546992994162963,2020-08-18,10,Female,2,Democrat,70,15,0,NA,NA,1,Some of the Time,1,1,42.5,70,15,2020,warm,1,Didn't Vote,0
2020_200893,Strong Democrat,85,0,99,4,6,Didn't Vote,NA,2,4,1,0,4,1,67,White,0.972439410192644,2020-10-12,6,Female,1,Democrat,85,0,0,NA,NA,0,Some of the Time,1,0,42.5,85,0,2020,warm,1,Didn't Vote,1
2020_200909,Weak Democrat,-9,-9,99,4,7,Didn't Vote,NA,2,3,1,0,4,1,60,White,1.92022907341613,2020-09-08,13,Female,2,Democrat,NA,NA,0,NA,NA,0,About Half the time,0,0,-9,NA,NA,2020,cold,1,Didn't Vote,0
2020_200916,Strong Republican,0,75,6,2,6,Didn't Vote,NA,2,3,1,1,1,1,NA,White,0.737358797324829,2020-08-26,17,Male,7,Republican,0,75,0,NA,NA,0,About Half the time,0,1,37.5,75,0,2020,warm,1,Didn't Vote,0
2020_200947,Independent - Independent,25,15,99,1,7,Voted,5,4,4,1,1,3,2,21,Black,1.71056578424405,2020-09-11,6,Male,4,Independent,25,15,1,Bernie Sanders,Democrat,1,Some of the Time,1,0,20,NA,NA,2020,NA,0,Voted in Other Primary,1
2020_200954,Strong Democrat,100,0,4,1,4,Didn't Vote,NA,1,3,1,0,2,3,49,Black,1.286294831389,2020-09-11,1,Female,1,Democrat,100,0,0,NA,NA,0,About Half the time,0,1,50,100,0,2020,warm,0,Didn't Vote,1
2020_200985,Strong Democrat,100,30,2,2,7,Voted,1,1,3,1,1,2,1,80,White,0.405907545460593,2020-08-25,16,Male,1,Democrat,100,30,1,Joe Biden,Democrat,0,About Half the time,0,1,65,100,30,2020,warm,1,Winner,0
2020_201001,Independent - Republican,0,60,4,1,6,Didn't Vote,NA,1,3,0,1,5,3,70,White,0.58960144116852,2020-09-08,6,Male,5,Republican,0,60,0,NA,NA,0,About Half the time,0,0,30,60,0,2020,NA,0,Didn't Vote,1
2020_201025,Strong Democrat,100,0,5,1,6,Voted,1,2,4,1,1,5,1,70,White,0.447766148932858,2020-09-26,NA,Female,1,Democrat,100,0,1,Joe Biden,Democrat,0,Some of the Time,1,0,50,100,0,2020,warm,1,Winner,NA
2020_201032,Independent - Republican,15,60,5,1,6,Didn't Vote,NA,5,4,0,1,2,3,72,White,0.733704463655461,2020-09-22,18,Male,5,Republican,15,60,0,NA,NA,1,Some of the Time,1,1,37.5,60,15,2020,NA,0,Didn't Vote,0
2020_201063,Strong Republican,0,100,7,1,6,Voted,8,1,2,0,1,1,3,78,White,0.607660724233254,2020-08-28,10,Female,7,Republican,0,100,1,Donald Trump,Republican,0,Most of the Time,0,1,50,100,0,2020,warm,0,Winner,0
2020_201070,Strong Democrat,70,0,2,2,2,Voted,9,1,4,1,1,2,1,43,White,0.325368363862055,2020-08-18,10,Female,1,Democrat,70,0,1,Other Republican,Republican,0,Some of the Time,1,1,35,70,0,2020,warm,1,Voted in Other Primary,0
2020_201087,Independent - Independent,70,60,99,5,7,Didn't Vote,NA,4,4,1,1,2,3,45,Black,0.599353535646459,2020-09-22,3,Female,4,Independent,70,60,0,NA,NA,1,Some of the Time,1,1,65,NA,NA,2020,NA,0,Didn't Vote,1
2020_201094,Weak Democrat,70,15,3,3,7,Voted,6,2,3,1,1,2,1,44,White,0.390404285475211,2020-09-08,21,Female,2,Democrat,70,15,1,Elizabeth Warren,Democrat,0,About Half the time,0,1,42.5,70,15,2020,warm,1,Loser,0
2020_201100,Strong Democrat,85,15,4,2,7,Didn't Vote,NA,5,4,1,1,2,1,50,Other,0.592318338801194,2020-09-08,6,Female,1,Democrat,85,15,0,NA,NA,1,Some of the Time,1,1,50,85,15,2020,warm,1,Didn't Vote,1
2020_201117,Independent - Independent,50,50,4,4,4,Didn't Vote,NA,4,3,1,1,1,1,NA,White,0.686216845783313,2020-09-15,NA,Female,4,Independent,50,50,0,NA,NA,1,About Half the time,0,1,50,NA,NA,2020,NA,1,Didn't Vote,NA
2020_201124,Independent - Democrat,70,0,3,2,7,Voted,5,2,4,1,1,2,1,33,White,0.601998275952751,2020-08-19,15,Female,3,Democrat,70,0,1,Bernie Sanders,Democrat,0,Some of the Time,1,1,35,70,0,2020,warm,1,Loser,0
2020_201131,Strong Republican,0,100,99,1,5,Didn't Vote,NA,1,2,0,0,4,1,55,White,1.39716764846032,2020-08-21,14,Female,7,Republican,0,100,0,NA,NA,0,Most of the Time,0,0,50,100,0,2020,warm,1,Didn't Vote,0
2020_201155,Weak Republican,15,70,5,2,6,Didn't Vote,NA,2,4,0,1,2,1,28,White,1.28779958876349,2020-10-13,20,Female,6,Republican,15,70,0,NA,NA,0,Some of the Time,1,1,42.5,70,15,2020,warm,1,Didn't Vote,0
2020_201179,Strong Republican,30,85,5,2,6,Didn't Vote,NA,1,3,0,1,4,1,34,White,0.439787147230673,2020-08-23,22,Female,7,Republican,30,85,0,NA,NA,0,About Half the time,0,0,57.5,85,30,2020,warm,1,Didn't Vote,0
2020_201186,Strong Republican,0,100,2,1,7,Voted,8,2,3,1,1,4,1,24,White,2.37371684067588,2020-10-05,20,Female,7,Republican,0,100,1,Donald Trump,Republican,0,About Half the time,0,0,50,100,0,2020,warm,1,Winner,0
2020_201193,Strong Republican,0,100,7,1,7,Voted,8,2,1,1,0,2,1,26,White,0.689977304440243,2020-09-18,2,Female,7,Republican,0,100,1,Donald Trump,Republican,0,Always,0,1,50,100,0,2020,warm,1,Winner,1
2020_201209,Strong Democrat,70,30,3,3,6,Voted,1,2,3,1,1,2,1,75,White,0.94159546103549,2020-09-02,7,Male,1,Democrat,70,30,1,Joe Biden,Democrat,0,About Half the time,0,1,50,70,30,2020,warm,1,Winner,0
2020_201216,Independent - Independent,0,60,5,1,6,Voted,8,5,4,1,1,1,1,61,Other,0.787347490114183,2020-08-18,13,Male,4,Independent,0,60,1,Donald Trump,Republican,1,Some of the Time,1,1,30,NA,NA,2020,NA,1,Voted in Other Primary,0
2020_201223,Strong Republican,15,70,6,2,5,Voted,8,2,2,0,1,1,3,80,White,0.410024773738281,2020-09-17,22,Female,7,Republican,15,70,1,Donald Trump,Republican,0,Most of the Time,0,1,42.5,70,15,2020,warm,0,Winner,0
2020_201230,Independent - Democrat,60,15,3,2,7,Voted,4,4,3,1,1,3,1,58,White,0.678968134146855,2020-08-29,18,Male,3,Democrat,60,15,1,Amy Klobuchar,Democrat,1,About Half the time,0,0,37.5,60,15,2020,NA,1,Loser,0
2020_201247,Weak Democrat,50,0,4,4,6,Voted,1,2,5,1,1,1,1,50,Other,0.432865332370511,2020-08-22,12,Female,2,Democrat,50,0,1,Joe Biden,Democrat,0,Never,1,1,25,50,0,2020,NA,1,Winner,0
2020_201254,Strong Democrat,85,0,3,3,7,Voted,7,2,2,1,1,3,1,76,White,0.269873735273507,2020-08-23,6,Female,1,Democrat,85,0,1,Other Democrat,Democrat,0,Most of the Time,0,0,42.5,85,0,2020,warm,1,Loser,1
2020_201261,Independent - Independent,70,60,4,3,6,Voted,1,2,4,1,1,2,3,80,White,0.335146556210198,2020-09-08,9,Female,4,Independent,70,60,1,Joe Biden,Democrat,0,Some of the Time,1,1,65,NA,NA,2020,NA,0,Voted in Other Primary,0
2020_201278,Strong Democrat,100,0,2,4,3,Didn't Vote,NA,4,2,1,1,1,2,48,Other,0.697646571502565,2020-09-11,1,Female,1,Democrat,100,0,0,NA,NA,1,Most of the Time,0,1,50,100,0,2020,warm,0,Didn't Vote,1
2020_201285,Independent - Independent,60,50,3,3,5,Didn't Vote,NA,4,4,1,0,2,2,61,White,0.820646773679716,2020-09-10,17,Female,4,Independent,60,50,0,NA,NA,1,Some of the Time,1,1,55,NA,NA,2020,NA,0,Didn't Vote,0
2020_201292,Strong Democrat,85,50,2,2,6,Voted,5,2,4,1,1,3,1,45,White,0.443884509770758,2020-08-23,17,Female,1,Democrat,85,50,1,Bernie Sanders,Democrat,0,Some of the Time,1,0,67.5,85,50,2020,warm,1,Loser,0
2020_201322,Strong Republican,15,85,6,1,6,Didn't Vote,NA,4,3,NA,1,1,1,37,White,0.574596389733666,2020-08-25,7,Female,7,Republican,15,85,0,NA,NA,1,About Half the time,0,1,50,85,15,2020,warm,1,Didn't Vote,0
2020_201339,Strong Republican,0,60,6,1,5,Voted,8,1,3,0,1,2,3,36,White,0.807811483411144,2020-08-18,17,Male,7,Republican,0,60,1,Donald Trump,Republican,0,About Half the time,0,1,30,60,0,2020,NA,0,Winner,0
2020_201346,Strong Democrat,85,15,2,2,7,Voted,1,2,3,1,1,2,1,80,White,0.705880292193788,2020-08-23,3,Female,1,Democrat,85,15,1,Joe Biden,Democrat,0,About Half the time,0,1,50,85,15,2020,warm,1,Winner,1
2020_201353,Strong Republican,0,85,7,1,6,Voted,8,1,4,0,1,2,1,66,White,0.455571634058004,2020-08-24,4,Female,7,Republican,0,85,1,Donald Trump,Republican,0,Some of the Time,1,1,42.5,85,0,2020,warm,1,Winner,1
2020_201360,Independent - Republican,30,85,5,1,5,Didn't Vote,NA,2,2,0,0,3,1,80,White,1.50737619211887,2020-08-23,10,Female,5,Republican,30,85,0,NA,NA,0,Most of the Time,0,0,57.5,85,30,2020,warm,1,Didn't Vote,0
