case,pid_7,ft_dem,ft_rep,ideo_self,ideo_dem,ideo_rep,primary_vote,primary_vote_choice_num,dis_democ,distrust_gov,wrong_track_dum,gov_run_for_few_dum,gov_care_post,wealth_gap_larger,age,race,weight,date,income,sex,pid_7_num,pid_3,therm_dem,therm_rep,primary_vote_dum,primary_vote_choice,cand_party,dis_democ_dum,trust_gov,distrust_gov_dum,officials_dont_care_dum,therm_parties_mean,therm_inparty,therm_outparty,year,below_50_qual_strict,wealth_gap_larger_dum,primary_vote_simple,below_35k_dum
2020_504328,Strong Democrat,100,15,2,2,6,Voted,6,4,3,1,1,3,1,80,White,0.429853683634956,2020-09-22,9,Female,1,Democrat,100,15,1,Elizabeth Warren,Democrat,1,About Half the time,0,0,57.5,100,15,2020,warm,1,Loser,0
2020_504335,Strong Democrat,100,0,1,3,7,Voted,1,-6,3,1,1,-6,1,48,White,0.158018182132688,2020-09-22,1,Female,1,Democrat,100,0,1,Joe Biden,Democrat,NA,About Half the time,0,NA,50,100,0,2020,warm,1,Winner,1
2020_504366,Weak Republican,60,15,5,2,6,Didn't Vote,NA,2,5,1,1,1,1,72,White,0.815367392069336,2020-09-22,20,Female,6,Republican,60,15,0,NA,NA,0,Never,1,1,37.5,15,60,2020,cold,1,Didn't Vote,0
2020_504441,Weak Democrat,85,60,4,2,7,Didn't Vote,NA,2,5,1,1,3,3,31,White,0.188679375348155,2020-10-09,1,Female,2,Democrat,85,60,0,NA,NA,0,Never,1,0,72.5,85,60,2020,warm,0,Didn't Vote,1
2020_504458,Strong Democrat,60,40,4,3,7,Didn't Vote,NA,2,5,1,1,1,1,61,White,0.284925641637176,2020-08-22,11,Male,1,Democrat,60,40,0,NA,NA,0,Never,1,1,50,60,40,2020,NA,1,Didn't Vote,0
2020_504601,Weak Republican,0,60,6,1,5,Voted,9,2,4,1,1,2,1,61,White,0.526686364732917,2020-08-26,18,Male,6,Republican,0,60,1,Other Republican,Republican,0,Some of the Time,1,1,30,60,0,2020,NA,1,Loser,0
2020_504649,Strong Democrat,60,0,4,2,7,Voted,1,-6,4,1,1,-6,1,44,White,0.946095878081577,2020-08-30,17,Male,1,Democrat,60,0,1,Joe Biden,Democrat,NA,Some of the Time,1,NA,30,60,0,2020,NA,1,Winner,0
2020_504731,Weak Republican,40,60,5,2,6,Voted,2,2,3,1,1,3,1,51,Other,1.81417943174638,2020-09-14,20,Female,6,Republican,40,60,1,Michael Bloomberg,Democrat,0,About Half the time,0,0,50,60,40,2020,NA,1,Voted in Other Primary,0
2020_504816,Independent - Republican,0,60,4,1,6,Didn't Vote,NA,4,3,1,1,1,1,43,White,0.672799453644608,2020-09-23,6,Male,5,Republican,0,60,0,NA,NA,1,About Half the time,0,1,30,60,0,2020,NA,1,Didn't Vote,1
2020_504823,Strong Democrat,100,50,6,4,2,Didn't Vote,NA,2,2,1,0,4,1,75,Other,0.576103209721265,2020-08-24,6,Male,1,Democrat,100,50,0,NA,NA,0,Most of the Time,0,0,75,100,50,2020,warm,1,Didn't Vote,1
2020_504854,Independent - Democrat,60,15,6,6,1,Voted,2,2,4,1,1,2,1,59,White,0.338909488388986,2020-10-03,20,Male,3,Democrat,60,15,1,Michael Bloomberg,Democrat,0,Some of the Time,1,1,37.5,60,15,2020,NA,1,Loser,0
2020_504878,Strong Democrat,70,0,2,2,6,Voted,1,2,4,1,1,4,1,43,White,0.640784958165569,2020-09-23,21,Female,1,Democrat,70,0,1,Joe Biden,Democrat,0,Some of the Time,1,0,35,70,0,2020,warm,1,Winner,0
2020_504946,Weak Republican,60,60,99,5,3,Didn't Vote,NA,2,4,1,1,2,3,78,White,1.27782159011976,2020-10-02,22,Male,6,Republican,60,60,0,NA,NA,0,Some of the Time,1,1,60,60,60,2020,NA,0,Didn't Vote,0
2020_504960,Independent - Independent,30,50,4,4,4,Didn't Vote,NA,1,4,1,1,1,1,62,White,0.77486986230815,2020-09-11,22,Male,4,Independent,30,50,0,NA,NA,0,Some of the Time,1,1,40,NA,NA,2020,NA,1,Didn't Vote,0
2020_504977,Strong Democrat,85,15,5,2,6,Voted,1,1,4,1,1,1,1,55,White,0.762932749758764,2020-09-27,14,Female,1,Democrat,85,15,1,Joe Biden,Democrat,0,Some of the Time,1,1,50,85,15,2020,warm,1,Winner,0
2020_505017,Strong Democrat,65,0,1,2,6,Voted,6,5,4,1,1,2,1,26,Other,1.26441122800333,2020-08-24,21,Female,1,Democrat,65,0,1,Elizabeth Warren,Democrat,1,Some of the Time,1,1,32.5,65,0,2020,NA,1,Loser,0
2020_505062,Strong Republican,30,70,6,2,6,Didn't Vote,NA,1,3,0,0,3,1,72,White,0.304316663951916,2020-08-31,16,Male,7,Republican,30,70,0,NA,NA,0,About Half the time,0,0,50,70,30,2020,warm,1,Didn't Vote,0
2020_505185,Strong Democrat,100,50,5,2,2,Voted,1,-6,2,1,1,-6,2,60,Other,1.66947102906619,2020-09-16,2,Male,1,Democrat,100,50,1,Joe Biden,Democrat,NA,Most of the Time,0,NA,75,100,50,2020,warm,0,Winner,1
2020_505192,Strong Republican,0,70,6,1,6,Voted,8,2,2,0,0,2,1,80,White,0.566887390444916,2020-10-30,5,Male,7,Republican,0,70,1,Donald Trump,Republican,0,Most of the Time,0,1,35,70,0,2020,warm,1,Winner,1
2020_505222,Independent - Independent,100,100,99,7,1,Didn't Vote,NA,2,4,1,1,2,2,19,White,4.56308916987449,2020-08-28,9,Female,4,Independent,100,100,0,NA,NA,0,Some of the Time,1,1,100,NA,NA,2020,NA,0,Didn't Vote,0
2020_505338,Weak Democrat,50,50,5,7,6,Didn't Vote,NA,-6,4,0,1,-6,2,20,Other,4.17879196103129,2020-10-13,4,Male,2,Democrat,50,50,0,NA,NA,NA,Some of the Time,1,NA,50,50,50,2020,NA,0,Didn't Vote,1
2020_505390,Strong Republican,15,70,6,1,5,Voted,8,2,3,0,1,4,3,65,White,0.398175215482605,2020-09-21,6,Male,7,Republican,15,70,1,Donald Trump,Republican,0,About Half the time,0,0,42.5,70,15,2020,warm,0,Winner,1
2020_505406,Strong Democrat,85,40,2,2,6,Didn't Vote,NA,2,4,1,1,4,1,69,White,0.104701479233504,2020-08-28,14,Female,1,Democrat,85,40,0,NA,NA,0,Some of the Time,1,0,62.5,85,40,2020,warm,1,Didn't Vote,0
2020_505413,Strong Democrat,85,0,4,4,7,Didn't Vote,NA,-6,4,1,1,-6,1,45,Other,1.94918210732917,2020-10-01,14,Male,1,Democrat,85,0,0,NA,NA,NA,Some of the Time,1,NA,42.5,85,0,2020,warm,1,Didn't Vote,0
2020_505420,Weak Democrat,70,60,3,1,7,Didn't Vote,NA,-6,2,1,0,-6,3,23,Other,5.4811403215764,2020-08-31,20,Male,2,Democrat,70,60,0,NA,NA,NA,Most of the Time,0,NA,65,70,60,2020,warm,0,Didn't Vote,0
2020_505437,Strong Democrat,100,0,1,1,3,Voted,1,4,4,1,1,4,1,63,Black,0.294996706662349,2020-10-26,11,Female,1,Democrat,100,0,1,Joe Biden,Democrat,1,Some of the Time,1,0,50,100,0,2020,warm,1,Winner,0
2020_505451,Independent - Democrat,40,0,3,2,6,Didn't Vote,NA,4,5,1,1,1,1,27,White,0.739825174773185,2020-08-28,10,Female,3,Democrat,40,0,0,NA,NA,1,Never,1,1,20,40,0,2020,cold,1,Didn't Vote,0
2020_505482,Strong Republican,0,100,6,6,6,Didn't Vote,NA,2,2,0,1,4,1,71,White,0.120610930444537,2020-09-21,1,Female,7,Republican,0,100,0,NA,NA,0,Most of the Time,0,0,50,100,0,2020,warm,1,Didn't Vote,1
2020_505529,Independent - Democrat,85,15,4,2,6,Voted,1,2,2,1,1,1,1,73,Other,1.37608835569649,2020-09-23,19,Female,3,Democrat,85,15,1,Joe Biden,Democrat,0,Most of the Time,0,1,50,85,15,2020,warm,1,Winner,0
2020_505642,Independent - Democrat,65,2,3,2,7,Voted,1,4,4,1,1,4,1,57,White,0.91528592434593,2020-10-12,18,Male,3,Democrat,65,2,1,Joe Biden,Democrat,1,Some of the Time,1,0,33.5,65,2,2020,NA,1,Winner,0
2020_505659,Strong Democrat,70,0,1,3,7,Voted,5,-6,4,1,1,-6,1,56,White,0.723828494725579,2020-09-17,18,Female,1,Democrat,70,0,1,Bernie Sanders,Democrat,NA,Some of the Time,1,NA,35,70,0,2020,warm,1,Loser,0
2020_505673,Weak Republican,60,70,99,4,5,Didn't Vote,NA,4,3,0,1,1,1,64,White,0.297148028606466,2020-10-24,4,Female,6,Republican,60,70,0,NA,NA,1,About Half the time,0,1,65,70,60,2020,warm,1,Didn't Vote,1
2020_505710,Independent - Independent,60,40,99,4,4,Didn't Vote,NA,4,3,1,1,2,1,29,Other,1.29475504863447,2020-10-19,5,Female,4,Independent,60,40,0,NA,NA,1,About Half the time,0,1,50,NA,NA,2020,NA,1,Didn't Vote,1
2020_505833,Weak Democrat,70,0,2,4,7,NA,NA,2,4,1,1,2,1,48,White,0.295318397903825,2020-09-02,7,Female,2,Democrat,70,0,NA,NA,NA,0,Some of the Time,1,1,35,70,0,2020,warm,1,NA,0
2020_505840,Weak Republican,0,70,6,1,6,Didn't Vote,NA,4,4,0,0,2,3,54,White,0.804562900592808,2020-09-14,17,Male,6,Republican,0,70,0,NA,NA,1,Some of the Time,1,1,35,70,0,2020,warm,0,Didn't Vote,0
2020_505888,Strong Democrat,85,0,3,3,6,Voted,5,-6,4,1,1,-6,1,21,White,0.270098182372572,2020-10-12,2,Female,1,Democrat,85,0,1,Bernie Sanders,Democrat,NA,Some of the Time,1,NA,42.5,85,0,2020,warm,1,Loser,1
2020_505949,Strong Republican,15,85,6,1,6,Didn't Vote,NA,2,3,0,1,2,3,53,White,1.20096223074695,2020-09-14,19,Female,7,Republican,15,85,0,NA,NA,0,About Half the time,0,1,50,85,15,2020,warm,0,Didn't Vote,0
2020_505956,Strong Republican,0,85,5,2,-8,Didn't Vote,NA,4,4,1,1,2,3,41,White,0.655563639502601,2020-10-01,6,Male,7,Republican,0,85,0,NA,NA,1,Some of the Time,1,1,42.5,85,0,2020,warm,0,Didn't Vote,1
2020_506058,Weak Democrat,70,20,3,3,7,Voted,5,4,3,1,0,4,1,27,Other,2.43423623755338,2020-10-02,19,Male,2,Democrat,70,20,1,Bernie Sanders,Democrat,1,About Half the time,0,0,45,70,20,2020,warm,1,Loser,0
2020_506126,Strong Republican,0,70,6,1,5,Voted,8,2,4,1,NA,4,1,80,White,0.618235135720502,2020-08-31,12,Male,7,Republican,0,70,1,Donald Trump,Republican,0,Some of the Time,1,0,35,70,0,2020,warm,1,Winner,0
2020_506133,Strong Republican,15,85,6,1,7,Voted,8,4,2,0,0,2,1,78,White,0.499590803485711,2020-08-26,7,Female,7,Republican,15,85,1,Donald Trump,Republican,1,Most of the Time,0,1,50,85,15,2020,warm,1,Winner,0
2020_506164,Weak Republican,30,70,99,1,4,Voted,8,-6,4,0,1,-6,1,29,White,0.68189792442766,2020-09-22,11,Female,6,Republican,30,70,1,Donald Trump,Republican,NA,Some of the Time,1,NA,50,70,30,2020,warm,1,Winner,0
2020_506201,Independent - Independent,30,60,99,2,6,Didn't Vote,NA,2,4,1,1,1,1,74,White,1.10025348144337,2020-10-12,17,Male,4,Independent,30,60,0,NA,NA,0,Some of the Time,1,1,45,NA,NA,2020,NA,1,Didn't Vote,0
2020_506225,Weak Democrat,60,40,4,1,1,Voted,5,5,5,1,1,3,1,45,Black,1.81362537742963,2020-08-26,20,Male,2,Democrat,60,40,1,Bernie Sanders,Democrat,1,Never,1,0,50,60,40,2020,NA,1,Loser,0
2020_506263,Strong Republican,15,70,6,2,6,Voted,8,2,4,1,0,2,1,54,White,0.224830944557389,2020-09-14,12,Female,7,Republican,15,70,1,Donald Trump,Republican,0,Some of the Time,1,1,42.5,70,15,2020,warm,1,Winner,0
2020_506300,Weak Democrat,75,0,4,2,6,Voted,1,2,4,1,1,1,1,59,Other,0.782593863009246,2020-09-24,6,Female,2,Democrat,75,0,1,Joe Biden,Democrat,0,Some of the Time,1,1,37.5,75,0,2020,warm,1,Winner,1
2020_506317,Strong Democrat,85,0,2,2,7,Voted,1,2,3,1,1,2,1,65,White,2.12812022597555,2020-09-18,12,Male,1,Democrat,85,0,1,Joe Biden,Democrat,0,About Half the time,0,1,42.5,85,0,2020,warm,1,Winner,0
2020_506362,Strong Democrat,70,15,2,4,7,Voted,1,5,4,1,1,2,1,49,White,0.225383449080587,2020-09-29,10,Female,1,Democrat,70,15,1,Joe Biden,Democrat,1,Some of the Time,1,1,42.5,70,15,2020,warm,1,Winner,0
2020_506447,Strong Democrat,60,30,3,2,6,Voted,1,4,2,1,1,2,1,69,White,0.142634601263451,2020-10-12,2,Female,1,Democrat,60,30,1,Joe Biden,Democrat,1,Most of the Time,0,1,45,60,30,2020,NA,1,Winner,1
2020_506485,Strong Democrat,70,0,2,2,7,Voted,6,4,2,1,0,2,1,36,White,0.686300746130515,2020-10-31,21,Female,1,Democrat,70,0,1,Elizabeth Warren,Democrat,1,Most of the Time,0,1,35,70,0,2020,warm,1,Loser,0
2020_506492,Independent - Democrat,60,15,1,5,7,Voted,5,-6,4,1,1,-6,1,36,Other,0.246637751873074,2020-09-26,15,Female,3,Democrat,60,15,1,Bernie Sanders,Democrat,NA,Some of the Time,1,NA,37.5,60,15,2020,NA,1,Loser,0
2020_506539,Strong Republican,0,85,6,2,6,Voted,8,4,3,0,1,2,3,66,White,2.42973612596326,2020-08-29,16,Male,7,Republican,0,85,1,Donald Trump,Republican,1,About Half the time,0,1,42.5,85,0,2020,warm,0,Winner,0
2020_506577,Strong Democrat,85,0,99,4,-8,Voted,1,-6,4,1,1,-6,1,59,NA,0.73132947936633,2020-09-01,NA,Female,1,Democrat,85,0,1,Joe Biden,Democrat,NA,Some of the Time,1,NA,42.5,85,0,2020,warm,1,Winner,NA
2020_506645,Strong Democrat,60,0,1,3,7,Didn't Vote,NA,4,3,1,1,2,1,33,White,0.686300746130515,2020-08-26,20,Female,1,Democrat,60,0,0,NA,NA,1,About Half the time,0,1,30,60,0,2020,NA,1,Didn't Vote,0
2020_506720,Weak Democrat,60,60,5,1,5,Voted,1,1,3,0,0,4,3,72,White,0.265672276401665,2020-11-01,10,Male,2,Democrat,60,60,1,Joe Biden,Democrat,0,About Half the time,0,0,60,60,60,2020,NA,0,Winner,0
2020_506737,Strong Democrat,85,0,3,2,6,Voted,1,2,3,1,1,4,1,68,White,0.335336584795627,2020-09-02,6,Female,1,Democrat,85,0,1,Joe Biden,Democrat,0,About Half the time,0,0,42.5,85,0,2020,warm,1,Winner,1
2020_506775,Weak Democrat,75,35,3,3,7,Voted,1,4,3,1,1,4,1,67,NA,0.0865012440018814,2020-10-07,3,Female,2,Democrat,75,35,1,Joe Biden,Democrat,1,About Half the time,0,0,55,75,35,2020,warm,1,Winner,1
2020_506799,Strong Democrat,70,15,2,3,5,Didn't Vote,NA,2,5,1,1,4,1,51,Black,0.448189674213282,2020-09-24,21,Female,1,Democrat,70,15,0,NA,NA,0,Never,1,0,42.5,70,15,2020,warm,1,Didn't Vote,0
2020_506805,Strong Republican,30,60,5,2,5,Didn't Vote,NA,2,3,0,1,2,1,67,White,0.670966128314107,2020-09-01,10,Male,7,Republican,30,60,0,NA,NA,0,About Half the time,0,1,45,60,30,2020,NA,1,Didn't Vote,0
2020_506881,Independent - Democrat,50,10,3,3,6,Didn't Vote,NA,2,4,1,1,3,1,50,White,1.49573139618878,2020-10-09,21,Female,3,Democrat,50,10,0,NA,NA,0,Some of the Time,1,0,30,50,10,2020,NA,1,Didn't Vote,0
2020_506904,Independent - Democrat,60,0,1,5,6,Voted,5,2,3,1,0,4,1,67,White,0.0972964173855401,2020-09-03,2,Female,3,Democrat,60,0,1,Bernie Sanders,Democrat,0,About Half the time,0,0,30,60,0,2020,NA,1,Loser,1
2020_506911,Weak Democrat,70,100,4,2,6,Voted,1,-6,1,1,0,-6,3,68,Black,0.998083768007996,2020-10-27,3,Female,2,Democrat,70,100,1,Joe Biden,Democrat,NA,Always,0,NA,85,70,100,2020,warm,0,Winner,1
2020_506973,Strong Democrat,70,0,4,6,2,Voted,1,4,4,1,1,2,1,67,Black,1.0074568942958,2020-08-22,11,Male,1,Democrat,70,0,1,Joe Biden,Democrat,1,Some of the Time,1,1,35,70,0,2020,warm,1,Winner,0
2020_507044,Strong Republican,15,85,5,2,6,Didn't Vote,NA,1,3,0,0,2,3,27,White,0.675309238194248,2020-10-21,10,Male,7,Republican,15,85,0,NA,NA,0,About Half the time,0,1,50,85,15,2020,warm,0,Didn't Vote,0
2020_507051,Strong Democrat,60,15,99,1,7,Didn't Vote,NA,2,4,1,1,1,1,67,Black,2.12359470105379,2020-09-21,13,Female,1,Democrat,60,15,0,NA,NA,0,Some of the Time,1,1,37.5,60,15,2020,NA,1,Didn't Vote,0
2020_507167,Independent - Democrat,70,50,3,2,5,Didn't Vote,NA,4,3,1,1,2,1,19,White,1.53462585802243,2020-09-24,16,Female,3,Democrat,70,50,0,NA,NA,1,About Half the time,0,1,60,70,50,2020,warm,1,Didn't Vote,0
2020_507198,Independent - Democrat,30,30,4,5,5,Voted,5,5,4,1,1,2,1,63,Other,0.118847313759665,2020-10-29,2,Male,3,Democrat,30,30,1,Bernie Sanders,Democrat,1,Some of the Time,1,1,30,30,30,2020,cold,1,Loser,1
2020_507228,Strong Democrat,60,0,99,4,7,Didn't Vote,NA,5,4,1,1,1,1,60,White,0.27303658887161,2020-09-09,1,Male,1,Democrat,60,0,0,NA,NA,1,Some of the Time,1,1,30,60,0,2020,NA,1,Didn't Vote,1
2020_507235,Strong Republican,0,85,4,1,6,Voted,8,4,5,0,1,2,3,39,White,2.03149003517689,2020-10-15,17,Female,7,Republican,0,85,1,Donald Trump,Republican,1,Never,1,1,42.5,85,0,2020,warm,0,Winner,0
2020_507426,Strong Republican,0,100,99,1,5,Voted,10,2,5,0,1,1,3,38,White,0.0979841244713201,2020-09-18,1,Male,7,Republican,0,100,1,Someone Neither Dem. Nor Rep.,Other Party,0,Never,1,1,50,100,0,2020,warm,0,Voted in Other Primary,1
2020_507457,Independent - Independent,15,70,6,1,6,Voted,8,5,4,0,1,2,1,36,Black,0.513767394655426,2020-10-13,NA,Female,4,Independent,15,70,1,Donald Trump,Republican,1,Some of the Time,1,1,42.5,NA,NA,2020,NA,1,Voted in Other Primary,NA
2020_507464,Independent - Independent,15,30,5,1,6,Didn't Vote,NA,4,5,1,1,1,1,46,Other,2.64642147302861,2020-10-14,20,Male,4,Independent,15,30,0,NA,NA,1,Never,1,1,22.5,NA,NA,2020,NA,1,Didn't Vote,0
2020_507501,Strong Republican,0,100,6,1,7,Didn't Vote,NA,2,3,1,1,2,1,36,White,1.89055628505351,2020-08-27,17,Female,7,Republican,0,100,0,NA,NA,0,About Half the time,0,1,50,100,0,2020,warm,1,Didn't Vote,0
2020_507563,Strong Republican,0,85,6,2,6,Didn't Vote,NA,2,2,0,0,4,3,57,White,5.92230373406221,2020-08-28,22,Female,7,Republican,0,85,0,NA,NA,0,Most of the Time,0,0,42.5,85,0,2020,warm,0,Didn't Vote,0
2020_507570,Strong Republican,15,100,5,2,6,Voted,8,5,4,1,1,2,1,32,White,0.786269048567829,2020-08-31,19,Male,7,Republican,15,100,1,Donald Trump,Republican,1,Some of the Time,1,1,57.5,100,15,2020,warm,1,Winner,0
2020_507594,Weak Republican,60,40,4,5,3,Voted,8,2,3,1,1,5,1,61,White,1.25968687524106,2020-10-15,15,Female,6,Republican,60,40,1,Donald Trump,Republican,0,About Half the time,0,0,50,40,60,2020,cold,1,Winner,0
2020_507617,Strong Republican,12,80,6,1,5,Didn't Vote,NA,4,4,0,1,3,1,70,White,0.955135065080648,2020-10-31,9,Male,7,Republican,12,80,0,NA,NA,1,Some of the Time,1,0,46,80,12,2020,warm,1,Didn't Vote,0
2020_507631,Strong Republican,0,100,6,1,6,Didn't Vote,NA,2,2,0,0,3,3,65,White,0.3896515964764,2020-10-06,1,Female,7,Republican,0,100,0,NA,NA,0,Most of the Time,0,0,50,100,0,2020,warm,0,Didn't Vote,1
2020_507716,Strong Republican,30,70,6,1,6,Didn't Vote,NA,2,3,0,1,1,1,71,White,0.597587325984342,2020-09-28,17,Male,7,Republican,30,70,0,NA,NA,0,About Half the time,0,1,50,70,30,2020,warm,1,Didn't Vote,0
2020_507730,Independent - Republican,40,70,5,2,6,Voted,8,2,3,0,0,4,1,65,White,1.06425209046002,2020-10-13,17,Male,5,Republican,40,70,1,Donald Trump,Republican,0,About Half the time,0,0,55,70,40,2020,warm,1,Winner,0
2020_507785,Independent - Independent,30,10,99,2,5,Didn't Vote,NA,2,4,1,1,1,1,65,White,0.129608265110372,2020-08-26,1,Male,4,Independent,30,10,0,NA,NA,0,Some of the Time,1,1,20,NA,NA,2020,NA,1,Didn't Vote,1
2020_507815,Strong Republican,0,85,7,1,6,Voted,8,2,4,1,1,5,1,75,White,1.81768933864459,2020-09-20,5,Female,7,Republican,0,85,1,Donald Trump,Republican,0,Some of the Time,1,0,42.5,85,0,2020,warm,1,Winner,1
2020_507846,Independent - Democrat,55,10,2,3,7,Didn't Vote,NA,5,4,1,1,2,1,39,White,1.5821072398421,2020-10-13,14,Male,3,Democrat,55,10,0,NA,NA,1,Some of the Time,1,1,32.5,55,10,2020,NA,1,Didn't Vote,0
2020_507853,Independent - Independent,50,50,2,-8,-8,Didn't Vote,NA,-6,4,1,1,-6,1,27,Other,1.14240127898906,2020-10-02,12,Male,4,Independent,50,50,0,NA,NA,NA,Some of the Time,1,NA,50,NA,NA,2020,NA,1,Didn't Vote,0
2020_507891,Strong Democrat,40,30,99,4,4,Didn't Vote,NA,4,3,1,0,1,1,64,Black,1.26923170818106,2020-10-21,1,Female,1,Democrat,40,30,0,NA,NA,1,About Half the time,0,1,35,40,30,2020,cold,1,Didn't Vote,1
2020_507921,Independent - Republican,15,85,6,1,6,Voted,8,-6,4,1,1,-6,2,65,White,0.226226387552468,2020-09-29,13,Female,5,Republican,15,85,1,Donald Trump,Republican,NA,Some of the Time,1,NA,50,85,15,2020,warm,0,Winner,0
2020_508085,Weak Democrat,85,15,3,2,6,Voted,1,5,4,1,1,1,1,56,White,1.69080025316849,2020-10-30,22,Female,2,Democrat,85,15,1,Joe Biden,Democrat,1,Some of the Time,1,1,50,85,15,2020,warm,1,Winner,0
2020_508108,Weak Democrat,70,60,3,2,6,Voted,1,2,4,1,1,1,1,50,White,0.880502948375483,2020-08-21,18,Female,2,Democrat,70,60,1,Joe Biden,Democrat,0,Some of the Time,1,1,65,70,60,2020,warm,1,Winner,0
2020_508122,Strong Democrat,70,60,4,3,6,Voted,1,-6,4,1,1,-6,1,75,White,0.664182984219141,2020-09-01,7,Female,1,Democrat,70,60,1,Joe Biden,Democrat,NA,Some of the Time,1,NA,65,70,60,2020,warm,1,Winner,0
2020_508160,Independent - Democrat,80,20,3,2,7,Voted,1,4,4,1,NA,2,1,66,White,0.566882521993662,2020-10-28,17,Female,3,Democrat,80,20,1,Joe Biden,Democrat,1,Some of the Time,1,1,50,80,20,2020,warm,1,Winner,0
2020_508191,Strong Democrat,70,0,2,3,7,Voted,5,-6,4,1,1,-6,1,27,White,2.39392456268109,2020-08-24,19,Male,1,Democrat,70,0,1,Bernie Sanders,Democrat,NA,Some of the Time,1,NA,35,70,0,2020,warm,1,Loser,0
2020_508276,Strong Democrat,95,0,1,2,7,Voted,6,4,2,1,0,4,1,41,White,0.526379612334572,2020-08-31,9,Female,1,Democrat,95,0,1,Elizabeth Warren,Democrat,1,Most of the Time,0,0,47.5,95,0,2020,warm,1,Loser,0
2020_508306,Independent - Democrat,70,0,4,1,6,Voted,1,4,3,1,1,2,1,60,White,0.23400980028503,2020-08-27,2,Male,3,Democrat,70,0,1,Joe Biden,Democrat,1,About Half the time,0,1,35,70,0,2020,warm,1,Winner,1
2020_508375,Independent - Republican,0,100,6,1,7,Voted,4,5,4,1,1,1,-8,58,White,1.25247723376494,2020-09-24,NA,Female,5,Republican,0,100,1,Amy Klobuchar,Democrat,1,Some of the Time,1,1,50,100,0,2020,warm,NA,Voted in Other Primary,NA
2020_508399,Independent - Independent,50,50,4,4,4,Didn't Vote,NA,2,4,1,1,2,1,74,White,0.306300768934647,2020-10-10,3,Male,4,Independent,50,50,0,NA,NA,0,Some of the Time,1,1,50,NA,NA,2020,NA,1,Didn't Vote,1
2020_508511,Independent - Republican,30,60,4,1,7,Voted,8,2,5,1,1,1,1,65,White,0.959283553832868,2020-09-25,10,Male,5,Republican,30,60,1,Donald Trump,Republican,0,Never,1,1,45,60,30,2020,NA,1,Winner,0
2020_508580,Strong Republican,0,100,6,1,6,Voted,8,1,2,0,0,4,1,63,White,4.64882884731859,2020-09-27,NA,Female,7,Republican,0,100,1,Donald Trump,Republican,0,Most of the Time,0,0,50,100,0,2020,warm,1,Winner,NA
2020_508627,Strong Republican,0,50,6,1,6,Didn't Vote,NA,2,2,1,1,2,1,27,Other,0.257514140148638,2020-09-19,14,Female,7,Republican,0,50,0,NA,NA,0,Most of the Time,0,1,25,50,0,2020,NA,1,Didn't Vote,0
2020_508672,Strong Democrat,70,30,2,2,6,Voted,1,1,2,1,1,2,1,48,White,0.342379662878764,2020-08-31,18,Female,1,Democrat,70,30,1,Joe Biden,Democrat,0,Most of the Time,0,1,50,70,30,2020,warm,1,Winner,0
2020_508726,Independent - Republican,50,60,5,1,6,Didn't Vote,NA,2,3,1,1,2,1,38,White,0.96485620374157,2020-09-19,20,Male,5,Republican,50,60,0,NA,NA,0,About Half the time,0,1,55,60,50,2020,NA,1,Didn't Vote,0
2020_508764,Independent - Republican,11,90,6,1,5,Voted,8,2,4,0,1,1,1,63,White,1.80011583802614,2020-10-01,16,Female,5,Republican,11,90,1,Donald Trump,Republican,0,Some of the Time,1,1,50.5,90,11,2020,warm,1,Winner,0
2020_508795,Independent - Democrat,15,0,1,6,7,Voted,5,5,4,1,1,4,1,41,White,1.75140559203617,2020-10-10,18,Female,3,Democrat,15,0,1,Bernie Sanders,Democrat,1,Some of the Time,1,0,7.5,15,0,2020,cold,1,Loser,0
2020_508832,Weak Republican,40,40,4,2,6,Didn't Vote,NA,4,4,1,1,2,1,32,White,1.39041593788779,2020-10-11,12,Male,6,Republican,40,40,0,NA,NA,1,Some of the Time,1,1,40,40,40,2020,cold,1,Didn't Vote,0
2020_508894,Strong Democrat,100,0,3,3,7,Voted,1,4,3,1,1,2,1,63,Black,1.65986982044045,2020-09-18,11,Female,1,Democrat,100,0,1,Joe Biden,Democrat,1,About Half the time,0,1,50,100,0,2020,warm,1,Winner,0
2020_509002,Weak Republican,15,60,6,1,7,Voted,8,2,4,1,0,5,1,61,White,1.39610042524506,2020-08-25,22,Female,6,Republican,15,60,1,Donald Trump,Republican,0,Some of the Time,1,0,37.5,60,15,2020,NA,1,Winner,0
2020_509057,Weak Democrat,60,15,3,1,6,Voted,1,2,3,1,1,4,1,44,Other,0.376046675929416,2020-09-24,10,Female,2,Democrat,60,15,1,Joe Biden,Democrat,0,About Half the time,0,0,37.5,60,15,2020,NA,1,Winner,0
2020_509064,Independent - Democrat,60,30,3,3,7,Didn't Vote,NA,-6,4,1,1,-6,1,31,White,0.170600016524961,2020-08-25,2,Female,3,Democrat,60,30,0,NA,NA,NA,Some of the Time,1,NA,45,60,30,2020,NA,1,Didn't Vote,1
2020_509095,Independent - Independent,50,35,6,5,4,Didn't Vote,NA,5,3,1,0,1,3,27,White,2.04451246973373,2020-09-08,8,Male,4,Independent,50,35,0,NA,NA,1,About Half the time,0,1,42.5,NA,NA,2020,NA,0,Didn't Vote,0
