boot,pid_3,below_50_qual_strict,prop_vote_general,mean_activist_index,prop_meetings,prop_work_cand,prop_display_merch,prop_donate,prop_watch_campaign_tv,prop_know_house_pre,prop_talk_pol_most,prop_vote_primary,prop_vote_inparty_house,prop_vote_outparty_pres,prop_vote_thirdparty_pres,prop_vote_inparty_pres
1,Democrat,cold,0.7129454406146475,0.12521829861279735,0.08621428747009031,0.06608906691319877,0.11379026905692481,0.11479654207562996,0.7567560694718772,0.6214520621725901,0.29913827677296906,0.40125966266654933,0.36323312636749083,0.34314916136031737,0.1651554752277805,0.49169536341190206
1,Democrat,warm,0.7292178741856188,0.1210528441870314,0.08854297951957955,0.04173626813333668,0.14416446215966483,0.10662952795091599,0.8334320333850294,0.5784409865110764,0.2701643992379911,0.4249326437756528,0.48998948902646977,0.061664555190224034,0.02403439812703143,0.9143010466827446
1,Democrat,NA,0.6213300928612262,0.08546895333818005,0.057592945456124256,0.02416890385287203,0.07680017163627592,0.08288764826536618,0.7229946041469877,0.5309783633470977,0.2488606808342269,0.30615918924540836,0.34548168321442313,0.14901606680642057,0.0757482210061538,0.7752357121874257
1,Republican,cold,0.7788219984128115,0.11230083439685308,0.05246444646041413,0.02743469619164231,0.07553656188894012,0.09415810154751454,0.7489533419170721,0.6910365145395154,0.3248834616974137,0.4049489661990062,0.43659422547859106,0.25993183553456556,0.12325486809116493,0.6168132963742696
1,Republican,warm,0.7803913271502634,0.14133050808754688,0.08827480520715082,0.04347528077271422,0.13681964275650355,0.14859711990662205,0.8509644893537709,0.6669392063585643,0.31479692226893236,0.4322701518803055,0.5286324488252186,0.04911905350083643,0.023234190809781445,0.9276467556893822
1,Republican,NA,0.6748003079540476,0.09492357393283063,0.05318777481697773,0.025275612374447958,0.08106694882422687,0.08621527733271438,0.7371014731174954,0.5900647044256256,0.2790618494361493,0.36826392410993797,0.3990839556823754,0.12063889876098072,0.07678339369747576,0.8025777075415436
2,Democrat,cold,0.6816341207550303,0.11779041331046833,0.07520110684969268,0.04811522792993133,0.10745400716165678,0.09817777978037939,0.7408185136672156,0.649108371383735,0.26887138917501474,0.41304937332854064,0.31889596402674,0.3093474297590395,0.19154092347218507,0.49911164676877534
2,Democrat,warm,0.7186000223848846,0.11967374646892895,0.08725236165668737,0.04675203314355645,0.13984535861793193,0.10172611819842724,0.8230989389089033,0.5812827920120895,0.2727250751352297,0.4051508596200515,0.47238897965530136,0.06081683261765071,0.025884868067094165,0.9132982993152552
2,Democrat,NA,0.6269429671046667,0.08483972273881449,0.057905528635688125,0.02684011907623204,0.07263457141738572,0.07998819491140932,0.7026849986814528,0.5331689630349369,0.23843209462088674,0.32389865976453547,0.3565238719879698,0.14809216350439042,0.06732787863727813,0.7845799578583313
2,Republican,cold,0.7639531968543083,0.10714211413457649,0.05086427039114149,0.023881927861554225,0.07144973382852383,0.08180651355435775,0.7940286528464084,0.7086942542737723,0.369003542728912,0.37126202246649825,0.4154826475156979,0.22941930602201474,0.1713627301260926,0.5992179638518926
