StartDate,party_id,lean_party,d_loss,d_win,r_loss,r_win,control,therm_dem,therm_rep,therm_ind,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,comments,pid_3,loss_dum,win_dum,control_dum,loss_dum_nc,group,date,therm_inparty,therm_outparty,vote_likely
2021-08-19 11:04:09,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,52,57,51,Neither Satisfied nor Dissatisfied,A moderate amount,Somewhat likely,NA,NA,NA,NA,Republican,1,0,0,1,Loss,2021-08-19T11:04:09Z,57,52,Somewhat likely
2021-08-19 11:14:54,Democrat,NA,NA,NA,NA,NA,Okay,51,51,51,NA,NA,NA,NA,NA,Extremely likely,test,Democrat,0,0,1,NA,Control,2021-08-19T11:14:54Z,51,51,NA
2021-08-19 11:23:13,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,79,80,73,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,nice,Democrat,0,1,0,0,Win,2021-08-19T11:23:13Z,79,80,Somewhat likely
2021-08-19 11:36:48,Republican,NA,NA,NA,NA,NA,Okay,72,82,64,NA,NA,NA,Somewhat likely,NA,NA,good,Republican,0,0,1,NA,Control,2021-08-19T11:36:48Z,82,72,NA
2021-08-19 11:45:11,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,85,66,67,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,I enjoyed the survey,Democrat,0,1,0,0,Win,2021-08-19T11:45:11Z,85,66,Extremely likely
2021-08-19 11:51:53,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,24,75,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,survey is excellent of poitical party,Democrat,1,0,0,1,Loss,2021-08-19T11:51:53Z,100,24,Extremely likely
2021-08-19 11:54:23,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,86,55,62,Very Satisfied,A great deal,NA,NA,NA,Somewhat likely,none,Democrat,0,1,0,0,Win,2021-08-19T11:54:23Z,86,55,Somewhat likely
2021-08-19 12:08:19,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,95,78,100,Somewhat Satisfied,A moderate amount,NA,NA,NA,NA,good,Independent,0,0,0,0,NA,2021-08-19T12:08:19Z,NA,NA,NA
2021-08-19 12:19:57,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,69,80,77,Somewhat Satisfied,A lot,NA,Somewhat likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-19T12:19:57Z,80,69,NA
2021-08-19 12:24:59,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,74,65,67,Somewhat Satisfied,A moderate amount,NA,NA,Somewhat likely,NA,nice,Democrat,1,0,0,1,Loss,2021-08-19T12:24:59Z,74,65,Somewhat likely
2021-08-19 13:17:23,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,78,75,82,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,good,Democrat,0,1,0,0,Win,2021-08-19T13:17:23Z,78,75,Extremely likely
2021-08-20 11:39:20,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,0,0,75,Somewhat Dissatisfied,A little,NA,NA,NA,NA,NA,Independent,0,0,0,0,NA,2021-08-20T11:39:20Z,NA,NA,NA
2021-08-20 11:39:25,Republican,NA,NA,NA,NA,NA,Okay,12,70,23,NA,NA,NA,Somewhat likely,NA,NA,N/A,Republican,0,0,1,NA,Control,2021-08-20T11:39:25Z,70,12,NA
2021-08-20 11:39:42,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,79,75,95,Neither Satisfied nor Dissatisfied,A great deal,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:39:42Z,79,75,Somewhat likely
2021-08-20 11:40:05,Democrat,NA,NA,NA,NA,NA,Okay,100,55,65,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:40:05Z,100,55,NA
2021-08-20 11:39:47,Democrat,NA,NA,NA,NA,NA,Okay,100,69,61,NA,NA,NA,NA,NA,Extremely likely,Nothing,Democrat,0,0,1,NA,Control,2021-08-20T11:39:47Z,100,69,NA
2021-08-20 11:40:22,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,97,78,69,Very Satisfied,A great deal,NA,NA,Somewhat likely,NA,none,Democrat,1,0,0,1,Loss,2021-08-20T11:40:22Z,97,78,Somewhat likely
2021-08-20 11:39:56,Democrat,NA,NA,NA,NA,NA,Okay,89,67,65,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:39:56Z,89,67,NA
2021-08-20 11:40:30,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,74,19,55,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,None,Democrat,0,1,0,0,Win,2021-08-20T11:40:30Z,74,19,Somewhat likely
2021-08-20 11:40:42,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,76,60,78,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,GOOD,Democrat,1,0,0,1,Loss,2021-08-20T11:40:42Z,76,60,Somewhat likely
2021-08-20 11:39:43,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,0,50,50,Very Dissatisfied,Not at all,Neither likely nor unlikely,NA,NA,NA,No comments,Republican,1,0,0,1,Loss,2021-08-20T11:39:43Z,50,0,Neither likely nor unlikely
2021-08-20 11:39:47,Republican,NA,NA,NA,NA,NA,Okay,82,90,85,NA,NA,NA,Extremely likely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:39:47Z,90,82,NA
2021-08-20 11:41:03,Republican,NA,NA,NA,NA,NA,Okay,84,70,67,NA,NA,NA,Somewhat likely,NA,NA,good,Republican,0,0,1,NA,Control,2021-08-20T11:41:03Z,70,84,NA
2021-08-20 11:39:47,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,82,58,57,Very Satisfied,A lot,NA,NA,NA,Extremely likely,no comments,Democrat,0,1,0,0,Win,2021-08-20T11:39:47Z,82,58,Extremely likely
2021-08-20 11:38:48,Republican,NA,NA,NA,NA,NA,Okay,25,85,45,NA,NA,NA,Somewhat likely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:38:48Z,85,25,NA
2021-08-20 11:39:30,Democrat,NA,NA,NA,NA,NA,Okay,87,0,73,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:39:30Z,87,0,NA
2021-08-20 11:39:24,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,91,54,60,Very Satisfied,A great deal,NA,NA,Somewhat likely,NA,AWESOME SURVEY,Democrat,1,0,0,1,Loss,2021-08-20T11:39:24Z,91,54,Somewhat likely
2021-08-20 11:40:33,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,76,65,89,Somewhat Satisfied,A moderate amount,Extremely likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:40:33Z,65,76,Extremely likely
2021-08-20 11:40:02,Democrat,NA,NA,NA,NA,NA,Okay,30,10,24,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:40:02Z,30,10,NA
2021-08-20 11:39:48,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,88,74,64,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,Interesting one,Democrat,0,1,0,0,Win,2021-08-20T11:39:48Z,88,74,Extremely likely
2021-08-20 11:39:36,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,95,97,88,Very Satisfied,A lot,NA,NA,Extremely likely,NA,comfortable,Democrat,1,0,0,1,Loss,2021-08-20T11:39:36Z,95,97,Extremely likely
2021-08-20 11:40:40,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,100,88,81,Very Satisfied,A lot,NA,Somewhat likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:40:40Z,88,100,NA
2021-08-20 11:40:19,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,85,20,50,Somewhat Dissatisfied,A little,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:40:19Z,85,20,Extremely likely
2021-08-20 11:40:41,Republican,NA,NA,NA,NA,NA,Okay,100,66,48,NA,NA,NA,Somewhat unlikely,NA,NA,nothing,Republican,0,0,1,NA,Control,2021-08-20T11:40:41Z,66,100,NA
2021-08-20 11:40:35,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,66,68,71,Somewhat Satisfied,A lot,Extremely likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:40:35Z,68,66,Extremely likely
2021-08-20 11:40:07,Republican,NA,NA,NA,NA,NA,Okay,83,100,91,NA,NA,NA,Extremely likely,NA,NA,good,Republican,0,0,1,NA,Control,2021-08-20T11:40:07Z,100,83,NA
2021-08-20 11:40:21,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,81,93,81,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,GOOD,Republican,1,0,0,1,Loss,2021-08-20T11:40:21Z,93,81,Somewhat likely
2021-08-20 11:39:32,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,0,100,0,Very Satisfied,A little,Extremely unlikely,NA,NA,NA,none,Republican,1,0,0,1,Loss,2021-08-20T11:39:32Z,100,0,Extremely unlikely
2021-08-20 11:41:59,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,71,64,Somewhat Satisfied,A great deal,NA,NA,NA,Extremely likely,Nothing,Democrat,0,1,0,0,Win,2021-08-20T11:41:59Z,100,71,Extremely likely
2021-08-20 11:39:07,Independent,Democratic,NA,I understand. My candidate won their primary.,NA,NA,NA,33,0,90,Somewhat Dissatisfied,Not at all,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:39:07Z,33,0,Extremely likely
2021-08-20 11:39:32,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,95,57,66,Somewhat Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:39:32Z,95,57,Extremely likely
2021-08-20 11:42:13,Democrat,NA,NA,NA,NA,NA,Okay,78,64,69,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:42:13Z,78,64,NA
2021-08-20 11:40:31,Independent,Republican,NA,NA,I understand. My candidate lost their primary.,NA,NA,95,93,94,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,NA,Republican,1,0,0,1,Loss,2021-08-20T11:40:31Z,93,95,Extremely likely
2021-08-20 11:42:21,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,61,56,56,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,very well,Democrat,1,0,0,1,Loss,2021-08-20T11:42:21Z,61,56,Extremely likely
2021-08-20 11:42:03,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,51,54,69,Somewhat Satisfied,A moderate amount,NA,NA,NA,Extremely likely,none,Democrat,0,1,0,0,Win,2021-08-20T11:42:03Z,51,54,Extremely likely
2021-08-20 11:40:28,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,94,55,68,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:40:28Z,94,55,Extremely likely
2021-08-20 11:40:08,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,78,66,66,Somewhat Satisfied,A lot,NA,NA,Extremely likely,NA,very attractive,Democrat,1,0,0,1,Loss,2021-08-20T11:40:08Z,78,66,Extremely likely
2021-08-20 11:41:45,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,55,50,50,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:41:45Z,55,50,Somewhat likely
2021-08-20 11:41:21,Republican,NA,NA,NA,NA,NA,Okay,70,80,51,NA,NA,NA,Extremely likely,NA,NA,no comments,Republican,0,0,1,NA,Control,2021-08-20T11:41:21Z,80,70,NA
2021-08-20 11:40:19,Republican,NA,NA,NA,NA,NA,Okay,65,51,51,NA,NA,NA,Neither likely nor unlikely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:40:19Z,51,65,NA
2021-08-20 11:41:43,Independent,Republican,NA,NA,NA,I understand. My candidate won their primary.,NA,61,39,54,Somewhat Dissatisfied,A great deal,NA,Neither likely nor unlikely,NA,NA,good questions,Republican,0,1,0,0,Win,2021-08-20T11:41:43Z,39,61,NA
2021-08-20 11:41:50,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,64,89,75,Neither Satisfied nor Dissatisfied,A lot,NA,NA,Neither likely nor unlikely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:41:50Z,64,89,Neither likely nor unlikely
2021-08-20 11:40:41,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,59,82,72,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,Good,Republican,1,0,0,1,Loss,2021-08-20T11:40:41Z,82,59,Extremely likely
2021-08-20 11:40:37,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,85,68,68,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:40:37Z,85,68,Somewhat likely
2021-08-20 11:42:47,Democrat,NA,NA,NA,NA,NA,Okay,99,42,56,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:42:47Z,99,42,NA
2021-08-20 11:41:06,Independent,Democratic,NA,NA,NA,NA,Okay,67,58,66,NA,NA,NA,NA,NA,Somewhat likely,GOOD JOB,Democrat,0,0,1,NA,Control,2021-08-20T11:41:06Z,67,58,NA
2021-08-20 11:39:55,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,65,95,Somewhat Satisfied,A moderate amount,Somewhat likely,NA,NA,NA,NA,Republican,1,0,0,1,Loss,2021-08-20T11:39:55Z,65,60,Somewhat likely
2021-08-20 11:40:27,Democrat,NA,NA,NA,NA,NA,Okay,71,90,76,NA,NA,NA,NA,NA,Somewhat likely,GOOD,Democrat,0,0,1,NA,Control,2021-08-20T11:40:27Z,71,90,NA
2021-08-20 11:40:53,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,91,15,60,Very Satisfied,A great deal,NA,NA,NA,Somewhat likely,this survey is very interesting,Democrat,0,1,0,0,Win,2021-08-20T11:40:53Z,91,15,Somewhat likely
2021-08-20 11:40:03,Republican,NA,NA,NA,NA,NA,Okay,94,85,91,NA,NA,NA,Somewhat likely,NA,NA,nothing,Republican,0,0,1,NA,Control,2021-08-20T11:40:03Z,85,94,NA
2021-08-20 11:42:48,Something Else,Neither Republican or Democrat,NA,NA,NA,NA,NA,11,0,8,Very Dissatisfied,Not at all,NA,NA,NA,NA,none,Independent,0,0,0,0,NA,2021-08-20T11:42:48Z,NA,NA,NA
2021-08-20 11:40:10,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,54,51,67,Somewhat Satisfied,A lot,NA,NA,NA,NA,NA,Independent,0,0,0,0,NA,2021-08-20T11:40:10Z,NA,NA,NA
2021-08-20 11:39:38,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,0,51,Somewhat Satisfied,A moderate amount,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:39:38Z,100,0,Extremely likely
2021-08-20 11:41:13,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,96,69,86,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:41:13Z,69,96,Extremely likely
2021-08-20 11:40:22,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,97,73,73,Somewhat Satisfied,A great deal,NA,NA,Somewhat likely,NA,N/A,Democrat,1,0,0,1,Loss,2021-08-20T11:40:22Z,97,73,Somewhat likely
2021-08-20 11:39:49,Democrat,NA,NA,NA,NA,NA,Okay,96,17,50,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:39:49Z,96,17,NA
2021-08-20 11:40:35,Independent,Democratic,I understand. My candidate lost their primary.,NA,NA,NA,NA,68,74,77,Somewhat Satisfied,A moderate amount,NA,NA,Somewhat likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:40:35Z,68,74,Somewhat likely
2021-08-20 11:39:41,Independent,Democratic,I understand. My candidate lost their primary.,NA,NA,NA,NA,3,0,71,Somewhat Dissatisfied,Not at all,NA,NA,Somewhat unlikely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:39:41Z,3,0,Somewhat unlikely
2021-08-20 11:39:37,Democrat,NA,NA,NA,NA,NA,Okay,80,10,51,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:39:37Z,80,10,NA
2021-08-20 11:42:06,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,77,97,88,Very Satisfied,A lot,NA,NA,NA,Extremely likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:42:06Z,77,97,Extremely likely
2021-08-20 11:40:39,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,31,93,Very Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:40:39Z,100,31,Extremely likely
2021-08-20 11:43:22,Democrat,NA,NA,NA,NA,NA,Okay,99,87,80,NA,NA,NA,NA,NA,Somewhat likely,none,Democrat,0,0,1,NA,Control,2021-08-20T11:43:22Z,99,87,NA
2021-08-20 11:40:47,Republican,NA,NA,NA,NA,NA,Okay,94,95,89,NA,NA,NA,Extremely likely,NA,NA,Nice and good survey,Republican,0,0,1,NA,Control,2021-08-20T11:40:47Z,95,94,NA
2021-08-20 11:39:37,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,62,44,64,Somewhat Satisfied,A great deal,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:39:37Z,44,62,Somewhat likely
2021-08-20 11:41:05,Independent,Republican,NA,NA,NA,I understand. My candidate won their primary.,NA,55,88,64,Somewhat Satisfied,A lot,NA,Extremely likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:41:05Z,88,55,NA
2021-08-20 11:41:21,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,84,94,98,Very Satisfied,A lot,NA,NA,NA,Extremely likely,No,Democrat,0,1,0,0,Win,2021-08-20T11:41:21Z,84,94,Extremely likely
2021-08-20 11:40:27,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,84,79,86,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:40:27Z,79,84,Extremely likely
2021-08-20 11:40:40,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,98,73,86,Very Satisfied,A lot,NA,NA,NA,Somewhat likely,very interesting task,Democrat,0,1,0,0,Win,2021-08-20T11:40:40Z,98,73,Somewhat likely
2021-08-20 11:40:55,Democrat,NA,NA,NA,NA,NA,Okay,91,82,95,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:40:55Z,91,82,NA
2021-08-20 11:42:58,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,72,42,75,Somewhat Satisfied,A moderate amount,NA,Somewhat likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:42:58Z,42,72,NA
2021-08-20 11:40:15,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,97,90,96,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,VERY NICE AND EXCELLENT QUOTES...,Democrat,0,1,0,0,Win,2021-08-20T11:40:15Z,97,90,Extremely likely
2021-08-20 11:39:54,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,87,29,24,Somewhat Satisfied,A lot,NA,NA,Somewhat unlikely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:39:54Z,87,29,Somewhat unlikely
2021-08-20 11:43:16,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,67,32,67,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:43:16Z,32,67,Somewhat likely
2021-08-20 11:41:15,Democrat,NA,NA,NA,NA,NA,Okay,89,73,56,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:41:15Z,89,73,NA
2021-08-20 11:41:36,Independent,Democratic,NA,NA,NA,NA,Okay,80,69,84,NA,NA,NA,NA,NA,Somewhat likely,NONE,Democrat,0,0,1,NA,Control,2021-08-20T11:41:36Z,80,69,NA
2021-08-20 11:39:35,Republican,NA,NA,NA,NA,NA,Okay,50,51,17,NA,NA,NA,Extremely likely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:39:35Z,51,50,NA
2021-08-20 11:40:20,Republican,NA,NA,NA,NA,NA,Okay,47,98,90,NA,NA,NA,Neither likely nor unlikely,NA,NA,none,Republican,0,0,1,NA,Control,2021-08-20T11:40:20Z,98,47,NA
2021-08-20 11:41:44,Democrat,NA,NA,NA,NA,NA,Okay,57,65,56,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:41:44Z,57,65,NA
2021-08-20 11:40:11,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,85,91,79,Somewhat Satisfied,A great deal,NA,NA,NA,Somewhat likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:40:11Z,85,91,Somewhat likely
2021-08-20 11:43:18,Democrat,NA,NA,NA,NA,NA,Okay,92,57,92,NA,NA,NA,NA,NA,Extremely likely,GOOD SURVEY,Democrat,0,0,1,NA,Control,2021-08-20T11:43:18Z,92,57,NA
2021-08-20 11:41:08,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,79,69,79,Very Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:41:08Z,79,69,Extremely likely
2021-08-20 11:43:37,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,70,38,45,Neither Satisfied nor Dissatisfied,A lot,NA,NA,Neither likely nor unlikely,NA,OK,Democrat,1,0,0,1,Loss,2021-08-20T11:43:37Z,70,38,Neither likely nor unlikely
2021-08-20 11:44:12,Something Else,Democratic,NA,I understand. My candidate won their primary.,NA,NA,NA,83,72,76,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:44:12Z,83,72,Neither likely nor unlikely
2021-08-20 11:43:10,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,85,75,85,Very Satisfied,A great deal,NA,Extremely likely,NA,NA,useful,Republican,0,1,0,0,Win,2021-08-20T11:43:10Z,75,85,NA
2021-08-20 11:44:11,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,61,100,60,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NONE,Democrat,1,0,0,1,Loss,2021-08-20T11:44:11Z,61,100,Extremely likely
2021-08-20 11:42:37,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,54,51,77,Somewhat Satisfied,A lot,NA,NA,NA,NA,no,Independent,0,0,0,0,NA,2021-08-20T11:42:37Z,NA,NA,NA
2021-08-20 11:40:07,Democrat,NA,NA,NA,NA,NA,Okay,100,33,72,NA,NA,NA,NA,NA,Extremely likely,Good Topic of Survey... Thank you,Democrat,0,0,1,NA,Control,2021-08-20T11:40:07Z,100,33,NA
2021-08-20 11:44:14,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,77,65,81,Somewhat Satisfied,A great deal,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:44:14Z,65,77,Somewhat likely
2021-08-20 11:42:02,Democrat,NA,NA,NA,NA,NA,Okay,100,84,100,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:42:02Z,100,84,NA
2021-08-20 11:39:32,Republican,NA,NA,NA,NA,NA,Okay,95,98,100,NA,NA,NA,Extremely likely,NA,NA,very nice,Republican,0,0,1,NA,Control,2021-08-20T11:39:32Z,98,95,NA
2021-08-20 11:43:45,Republican,NA,NA,NA,NA,NA,Okay,94,99,95,NA,NA,NA,Extremely likely,NA,NA,good survey,Republican,0,0,1,NA,Control,2021-08-20T11:43:45Z,99,94,NA
2021-08-20 11:41:24,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,60,81,91,Somewhat Satisfied,A moderate amount,NA,Somewhat likely,NA,NA,nice,Republican,0,1,0,0,Win,2021-08-20T11:41:24Z,81,60,NA
2021-08-20 11:40:32,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,87,66,66,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,nothing,Democrat,0,1,0,0,Win,2021-08-20T11:40:32Z,87,66,Somewhat likely
2021-08-20 11:40:59,Democrat,NA,NA,NA,NA,NA,Okay,85,57,72,NA,NA,NA,NA,NA,Somewhat likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:40:59Z,85,57,NA
2021-08-20 11:43:52,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,73,60,70,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,GOOD,Republican,1,0,0,1,Loss,2021-08-20T11:43:52Z,60,73,Extremely likely
2021-08-20 11:44:23,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,51,51,54,Somewhat Satisfied,A lot,Extremely likely,NA,NA,NA,NA,Republican,1,0,0,1,Loss,2021-08-20T11:44:23Z,51,51,Extremely likely
2021-08-20 11:43:56,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,83,42,46,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,no comments,Democrat,1,0,0,1,Loss,2021-08-20T11:43:56Z,83,42,Somewhat likely
2021-08-20 11:44:13,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,46,45,52,Neither Satisfied nor Dissatisfied,A little,NA,NA,NA,NA,NA,Independent,0,0,0,0,NA,2021-08-20T11:44:13Z,NA,NA,NA
2021-08-20 11:43:50,Democrat,NA,NA,NA,NA,NA,Okay,84,9,62,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:43:50Z,84,9,NA
2021-08-20 11:44:27,Democrat,NA,NA,NA,NA,NA,Okay,67,85,76,NA,NA,NA,NA,NA,Somewhat likely,No comments,Democrat,0,0,1,NA,Control,2021-08-20T11:44:27Z,67,85,NA
2021-08-20 11:42:34,Democrat,NA,NA,NA,NA,NA,Okay,84,69,64,NA,NA,NA,NA,NA,Somewhat likely,Nice,Democrat,0,0,1,NA,Control,2021-08-20T11:42:34Z,84,69,NA
2021-08-20 11:41:25,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,89,56,65,Somewhat Satisfied,A lot,NA,NA,Extremely likely,NA,Good,Democrat,1,0,0,1,Loss,2021-08-20T11:41:25Z,89,56,Extremely likely
