case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2020_323901,39,Female,White,5,0.190654290961878,Pete Buttigieg,NA,2,6,3,78,9,Democrat,1,78,9,1,Democrat,Loser,2020,3,6,-1,-4,3,2,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_323918,67,Female,White,10,0.291969211215357,NA,NA,NA,6,1,15,70,Republican,0,70,15,0,NA,Didn't Vote,2020,6,1,NA,NA,5,5,NA,NA,0.6666666666666666,0.8333333333333333,NA,0,1
2020_323925,75,Male,White,12,0.51523637480966,Donald Trump,NA,6,5,2,0,60,Republican,0,60,0,1,Republican,Winner,2020,5,2,1,4,3,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_323932,74,Female,White,8,0.735017980624261,Donald Trump,NA,6,6,2,0,70,Republican,0,70,0,1,Republican,Winner,2020,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_323949,45,Male,White,19,0.609255275520902,NA,NA,6,6,3,30,60,Republican,0,60,30,0,NA,Didn't Vote,2020,6,3,0,3,3,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_323956,39,Female,Black,6,3.89363392382595,Joe Biden,NA,4,4,4,85,15,Democrat,1,85,15,1,Democrat,Winner,2020,4,4,0,0,0,2,0,0.5,0,0.5,0,0,0
2020_324034,80,Female,White,8,0.316788252886927,Donald Trump,NA,6,6,1,30,85,Republican,0,85,30,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_324058,74,Female,White,1,0.785733971698213,Donald Trump,NA,NA,7,1,50,50,Republican,1,50,50,1,Republican,Winner,2020,7,1,NA,NA,6,5,NA,NA,1,1,NA,0,1
2020_324096,41,Female,White,18,0.587370448852447,NA,NA,3,7,1,40,30,Democrat,0,40,30,0,NA,Didn't Vote,2020,1,7,2,-4,6,2,-0.3333333333333333,0.6666666666666666,-1,1,-0.33333333333333337,0,1
2020_324133,50,Female,Other,1,1.31991618656724,Donald Trump,NA,2,2,2,100,85,Democrat,1,100,85,1,Republican,Voted in Other Party Primary,2020,2,2,0,0,0,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,0
2020_324171,32,Male,Other,14,2.05953615616723,NA,NA,4,7,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0
2020_324249,47,Male,Other,10,0.44423024106078,NA,NA,4,5,1,30,60,Republican,0,60,30,0,NA,Didn't Vote,2020,5,1,-1,3,4,3,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,0
2020_324263,46,Female,Black,1,1.46818955682919,Joe Biden,NA,4,1,4,100,60,Democrat,1,100,60,1,Democrat,Winner,2020,4,1,0,3,3,3,0,0.5,0,0.5,0,0,0
2020_324287,62,Female,White,11,0.330566510517047,Elizabeth Warren,NA,1,7,3,70,10,Democrat,0,70,10,1,Democrat,Loser,2020,3,7,-2,-6,4,4,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_324324,45,Male,White,21,0.66121957324921,Joe Biden,NA,4,6,2,80,10,Democrat,0,80,10,1,Democrat,Winner,2020,2,6,2,-2,4,3,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_324379,52,Female,Black,19,0.275423460135532,Joe Biden,NA,NA,7,2,85,10,Democrat,0,85,10,1,Democrat,Winner,2020,2,7,NA,NA,5,3,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,0
2020_324393,52,Female,Black,11,5.2663569428552,NA,NA,4,7,1,15,100,Republican,0,100,15,0,NA,Didn't Vote,2020,7,1,-3,3,6,3,0,0.5,1,1,-0.5,0,0
2020_324461,70,Female,White,NA,1.2292143660684,Joe Biden,NA,4,5,4,70,40,Independent,NA,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2020_324508,52,Male,White,22,0.661108697088127,NA,NA,4,6,3,60,15,Republican,0,15,60,0,NA,Didn't Vote,2020,6,3,-2,1,3,3,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_324515,74,Male,White,22,0.653280360146616,Donald Trump,NA,7,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_324522,66,Female,White,15,1.49343849092216,Joe Biden,NA,2,6,1,85,50,Democrat,0,85,50,1,Democrat,Winner,2020,1,6,1,-4,5,4,-0.6666666666666666,0.8333333333333333,-1,1,-0.16666666666666674,0,1
2020_324539,66,Female,White,22,0.563058221408785,NA,NA,NA,7,2,100,30,Democrat,0,100,30,0,NA,Didn't Vote,2020,2,7,NA,NA,5,4,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,1
2020_324607,70,Female,White,21,0.866064269788808,Joe Biden,NA,3,6,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2020,2,6,1,-3,4,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_324614,18,Male,White,20,6.04154224051694,NA,NA,1,7,4,25,0,Democrat,0,25,0,0,NA,Didn't Vote,2020,4,7,-3,-6,3,1,-1,1,0,0.5,0.5,1,1
2020_324638,24,Female,White,2,0.141003419159225,Bernie Sanders,NA,3,1,7,100,85,Republican,1,85,100,1,Democrat,Voted in Other Party Primary,2020,1,7,2,-4,6,1,-0.3333333333333333,0.33333333333333337,-1,0,0.33333333333333337,0,1
2020_324652,55,Male,Black,17,2.64414853732678,Bernie Sanders,NA,4,6,2,30,40,Democrat,0,30,40,1,Democrat,Loser,2020,2,6,2,-2,4,3,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,0
2020_324737,53,Female,Other,15,1.2447239107648,Joe Biden,NA,2,6,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2020,2,6,0,-4,4,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,0
2020_324812,40,Male,White,17,2.18136944324385,NA,NA,7,7,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,7,1,0,6,6,2,1,1,1,1,0,1,1
2020_324829,39,Male,Other,16,0.32431446374778,Joe Biden,NA,NA,6,5,85,30,Democrat,0,85,30,1,Democrat,Winner,2020,5,6,NA,NA,1,2,NA,NA,0.3333333333333333,0.33333333333333337,NA,1,0
2020_324850,NA,Female,White,NA,0.1780985175471,NA,NA,2,6,2,75,35,Democrat,NA,75,35,0,NA,Didn't Vote,2020,2,6,0,-4,4,NA,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_324881,52,Female,White,NA,1.23082211446547,NA,NA,4,5,1,0,70,Republican,NA,70,0,0,NA,Didn't Vote,2020,5,1,-1,3,4,3,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2020_324898,54,Female,White,18,2.5717175733638,Donald Trump,NA,NA,4,1,50,50,Republican,0,50,50,1,Republican,Winner,2020,4,1,NA,NA,3,3,NA,NA,0,0.5,NA,0,1
2020_324904,39,Female,White,17,1.34920351419603,NA,NA,4,6,2,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2020,2,6,2,-2,4,2,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_324911,64,Male,White,4,0.182347021926614,NA,NA,NA,6,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1
2020_324980,30,Female,Other,1,0.666476166926008,Joe Biden,NA,1,1,1,100,100,Republican,1,100,100,1,Democrat,Voted in Other Party Primary,2020,1,1,0,0,0,1,-1,0,-1,0,0,0,0
2020_324997,31,Female,Black,9,0.512460468433753,Joe Biden,NA,1,7,1,100,30,Democrat,0,100,30,1,Democrat,Winner,2020,1,7,0,-6,6,1,-1,1,-1,1,0,0,0
2020_325044,37,Male,White,6,0.662425524083874,Donald Trump,NA,6,6,1,0,100,Republican,1,100,0,1,Republican,Winner,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_325068,40,Male,Black,1,0.701016761482585,NA,NA,NA,4,1,100,30,Democrat,1,100,30,0,NA,Didn't Vote,2020,1,4,NA,NA,3,2,NA,NA,-1,1,NA,1,0
2020_325112,80,Male,White,17,0.762115749047461,NA,NA,5,6,2,30,60,Republican,0,60,30,0,NA,Didn't Vote,2020,6,2,-1,3,4,5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_325129,62,Male,White,19,0.243168550298394,NA,NA,3,6,2,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2020,2,6,1,-3,4,4,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_325136,33,Male,White,4,0.292124234613799,Bernie Sanders,NA,2,7,4,15,0,Democrat,1,15,0,1,Democrat,Loser,2020,4,7,-2,-5,3,2,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,1
2020_325204,37,Male,White,17,0.797799951798748,NA,NA,3,6,2,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2020,2,6,1,-3,4,2,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_325228,52,Female,White,17,0.71724451258964,Donald Trump,NA,6,4,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,4,1,2,5,3,3,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,1
2020_325235,48,Male,Black,8,5.08945405938517,NA,NA,4,1,4,50,15,Democrat,0,50,15,0,NA,Didn't Vote,2020,4,1,0,3,3,3,0,0.5,0,0.5,0,1,0
2020_325266,36,Male,White,8,0.762191854459276,Donald Trump,NA,7,7,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,7,1,0,6,6,2,1,1,1,1,0,1,1
2020_325273,33,Female,White,NA,0.746616309678519,Donald Trump,NA,5,4,1,0,50,Republican,NA,50,0,1,Republican,Winner,2020,4,1,1,4,3,2,0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,0,1
2020_325297,68,Female,White,2,0.132468977334005,Joe Biden,NA,NA,7,1,70,50,Democrat,1,70,50,1,Democrat,Winner,2020,1,7,NA,NA,6,5,NA,NA,-1,1,NA,0,1
2020_325310,65,Female,Black,3,0.290179088715356,NA,NA,4,7,2,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2020,2,7,2,-3,5,4,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_325358,51,Male,Other,12,0.727951393043796,NA,NA,3,5,2,15,60,Republican,0,60,15,0,NA,Didn't Vote,2020,5,2,-2,1,3,3,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,-0.33333333333333326,1,0
2020_325372,25,Female,White,1,0.198489957757505,NA,NA,NA,4,2,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1
2020_325396,62,Female,White,5,0.881640163843712,Michael Bloomberg,NA,NA,2,4,85,15,Democrat,1,85,15,1,Democrat,Loser,2020,4,2,NA,NA,2,4,NA,NA,0,0.5,NA,0,1
2020_325402,54,Female,Other,1,0.626544001955066,NA,NA,NA,6,2,40,40,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0
2020_325419,22,Female,Black,13,1.74439180510326,Bernie Sanders,NA,NA,5,3,85,15,Democrat,0,85,15,1,Democrat,Loser,2020,3,5,NA,NA,2,1,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2020_325426,NA,Male,White,NA,2.34734088297809,NA,NA,NA,NA,NA,50,50,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020_325457,80,Female,White,NA,0.263424752197744,NA,NA,6,6,1,5,70,Republican,NA,70,5,0,NA,Didn't Vote,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_325464,48,Male,White,19,1.2147440254188,Donald Trump,NA,6,7,1,40,85,Republican,0,85,40,1,Republican,Winner,2020,7,1,-1,5,6,3,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,1,1
2020_325495,37,Female,White,19,0.807034004711944,Joe Biden,NA,3,6,2,60,40,Democrat,0,60,40,1,Democrat,Winner,2020,2,6,1,-3,4,2,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_325501,34,Male,White,21,0.512471485292569,Donald Trump,NA,4,7,1,60,60,Republican,0,60,60,1,Republican,Winner,2020,7,1,-3,3,6,2,0,0.5,1,1,-0.5,1,1
2020_325556,79,Male,White,8,0.514631251634245,NA,NA,7,7,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,7,1,0,6,6,5,1,1,1,1,0,1,1
2020_325648,80,Female,Black,20,1.00673350823192,Joe Biden,NA,4,7,1,85,50,Democrat,0,85,50,1,Democrat,Winner,2020,1,7,3,-3,6,5,0,0.5,-1,1,-0.5,0,0
2020_325655,72,Female,White,11,0.562080793036554,Bernie Sanders,NA,2,7,2,70,0,Democrat,0,70,0,1,Democrat,Loser,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_325693,69,Female,White,22,2.13550766636522,NA,NA,5,6,1,30,30,Democrat,0,30,30,NA,NA,NA,2020,1,6,4,-1,5,5,0.3333333333333333,0.33333333333333337,-1,1,-0.6666666666666666,0,1
2020_325716,41,Female,White,22,2.97209529068782,NA,NA,6,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_325730,68,Female,White,NA,0.441245997596339,Joe Biden,NA,4,6,4,70,0,Democrat,NA,70,0,1,Democrat,Winner,2020,4,6,0,-2,2,5,0,0.5,0,0.5,0,0,1
2020_325747,63,Female,White,NA,0.857535243442143,Michael Bloomberg,NA,5,6,2,25,40,Republican,NA,40,25,1,Democrat,Voted in Other Party Primary,2020,6,2,-1,3,4,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_325778,54,Female,Black,22,2.1395317106947,Bernie Sanders,NA,NA,7,3,60,40,Democrat,0,60,40,1,Democrat,Loser,2020,3,7,NA,NA,4,3,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2020_325815,58,Female,Other,1,0.412224143911353,NA,NA,6,4,4,85,85,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,0.6666666666666666,NA,NA,NA,NA,0,0
2020_325822,69,Female,White,13,0.586588747262969,NA,NA,5,5,1,0,60,Republican,0,60,0,0,NA,Didn't Vote,2020,5,1,0,4,4,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_325853,65,Male,White,11,1.34044736759906,NA,NA,4,6,3,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,1,1
2020_325921,46,Male,White,1,0.169932677650589,NA,NA,2,7,2,85,30,Democrat,1,85,30,0,NA,Didn't Vote,2020,2,7,0,-5,5,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_325983,62,Female,White,NA,0.670228593863735,NA,NA,4,6,2,45,70,Republican,NA,70,45,0,NA,Didn't Vote,2020,6,2,-2,2,4,4,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_325990,29,Male,White,15,0.640349148042572,Joe Biden,NA,2,6,2,60,30,Democrat,0,60,30,1,Democrat,Winner,2020,2,6,0,-4,4,1,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_326023,61,Female,White,17,2.36325833721343,Joe Biden,NA,3,7,3,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,3,7,0,-4,4,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,1
2020_326054,52,Male,White,1,0.204306297600268,Joe Biden,NA,4,5,3,50,60,Republican,1,60,50,1,Democrat,Voted in Other Party Primary,2020,5,3,-1,1,2,3,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2020_326078,55,Male,White,20,1.88396203396677,Donald Trump,NA,7,3,1,0,30,Republican,0,30,0,1,Republican,Winner,2020,3,1,4,6,2,3,1,1,-0.3333333333333333,0.33333333333333337,0.6666666666666666,1,1
2020_326177,27,Female,White,13,1.29364012718839,NA,NA,4,6,2,40,70,Republican,0,70,40,0,NA,Didn't Vote,2020,6,2,-2,2,4,1,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_326184,60,Male,White,17,0.828875788443042,NA,NA,3,6,2,80,30,Democrat,0,80,30,0,NA,Didn't Vote,2020,2,6,1,-3,4,4,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_326290,56,Female,White,16,2.38627343816464,Bernie Sanders,NA,4,1,4,85,30,Democrat,0,85,30,1,Democrat,Loser,2020,4,1,0,3,3,4,0,0.5,0,0.5,0,0,1
2020_326306,NA,Female,White,NA,0.930636928838695,NA,NA,3,6,2,40,30,Democrat,NA,40,30,0,NA,Didn't Vote,2020,2,6,1,-3,4,NA,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_326320,69,Male,White,2,0.116253782461019,Bernie Sanders,NA,2,7,3,50,0,Democrat,1,50,0,1,Democrat,Loser,2020,3,7,-1,-5,4,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_326344,66,Female,White,7,0.315950931045099,NA,NA,4,7,4,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2020,4,7,0,-3,3,4,0,0.5,0,0.5,0,0,1
2020_326375,46,Female,White,22,0.685575481354676,Joe Biden,NA,4,6,2,60,40,Democrat,0,60,40,1,Democrat,Winner,2020,2,6,2,-2,4,3,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_326412,65,Male,White,22,1.57141242916336,Joe Biden,NA,4,7,3,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,3,7,1,-3,4,4,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2020_326559,50,Male,White,14,0.873824659428648,NA,NA,3,1,7,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,7,1,-4,2,6,3,-0.3333333333333333,0.6666666666666666,1,0,0.6666666666666666,1,1
2020_326580,50,Male,Other,15,0.475695919213224,NA,NA,NA,6,6,70,85,Democrat,0,70,85,0,NA,Didn't Vote,2020,6,6,NA,NA,0,3,NA,NA,0.6666666666666666,0.16666666666666669,NA,1,0
2020_326597,29,Male,Other,19,1.82771414702553,Bernie Sanders,NA,5,6,1,40,35,Republican,0,35,40,1,Democrat,Voted in Other Party Primary,2020,6,1,-1,4,5,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,0
2020_326603,35,Female,White,19,0.668839434608324,Elizabeth Warren,NA,3,7,1,75,15,Democrat,0,75,15,1,Democrat,Loser,2020,1,7,2,-4,6,2,-0.3333333333333333,0.6666666666666666,-1,1,-0.33333333333333337,0,1
2020_326627,61,Female,White,7,1.22528094200733,NA,NA,2,7,3,60,0,Democrat,0,60,0,0,NA,Didn't Vote,2020,3,7,-1,-5,4,4,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_326658,51,Female,White,1,0.368614525107093,NA,NA,1,6,2,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2020,2,6,-1,-5,4,3,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_326665,29,Male,White,17,1.3148595707809,NA,NA,2,3,7,60,60,Republican,0,60,60,0,NA,Didn't Vote,2020,3,7,-1,-5,4,1,-0.6666666666666666,0.16666666666666669,-0.3333333333333333,0.33333333333333337,-0.16666666666666669,1,1
2020_326672,67,Female,White,20,0.541334067545318,Joe Biden,NA,2,7,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_326719,53,Male,White,22,1.8629736379678,NA,NA,5,5,3,30,70,Republican,0,70,30,0,NA,Didn't Vote,2020,5,3,0,2,2,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,1,1
2020_326733,62,Female,White,22,2.33644801754142,NA,NA,4,7,3,60,0,Democrat,0,60,0,0,NA,Didn't Vote,2020,3,7,1,-3,4,4,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2020_326740,62,Female,White,18,0.90953637605948,NA,NA,2,6,2,85,50,Democrat,0,85,50,0,NA,Didn't Vote,2020,2,6,0,-4,4,4,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_326771,30,Female,White,14,0.571697443263073,Elizabeth Warren,NA,2,6,2,70,40,Democrat,0,70,40,1,Democrat,Loser,2020,2,6,0,-4,4,1,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_326856,NA,Male,Other,17,0.992879430360791,Joe Biden,NA,5,6,3,60,30,Democrat,0,60,30,1,Democrat,Winner,2020,3,6,2,-1,3,NA,0.3333333333333333,0.33333333333333337,-0.3333333333333333,0.6666666666666666,-0.33333333333333326,1,0
2020_326894,55,Male,White,1,0.203951703302016,NA,NA,4,4,1,0,85,Republican,1,85,0,0,NA,Didn't Vote,2020,4,1,0,3,3,3,0,0.5,0,0.5,0,1,1
2020_326917,31,Female,Other,8,3.33429210451229,NA,NA,NA,6,2,70,85,Democrat,0,70,85,0,NA,Didn't Vote,2020,2,6,NA,NA,4,1,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,0
2020_326931,53,Male,White,21,0.9190456675592,Donald Trump,NA,6,5,1,15,85,Republican,0,85,15,1,Republican,Winner,2020,5,1,1,5,4,3,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_327071,66,Female,Other,3,0.138133867371664,Joe Biden,NA,3,6,3,70,30,Democrat,1,70,30,1,Democrat,Winner,2020,3,6,0,-3,3,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,0
2020_327095,80,Male,White,1,0.214618965679728,Donald Trump,NA,6,5,1,0,70,Republican,1,70,0,1,Republican,Winner,2020,5,1,1,5,4,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_327101,59,Female,White,21,1.02008336332729,Elizabeth Warren,NA,2,7,2,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,2,7,0,-5,5,4,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_327118,68,Female,White,9,0.768843444464982,Donald Trump,NA,7,6,1,15,70,Republican,0,70,15,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_327149,49,Female,White,17,1.29991883904814,NA,NA,5,6,2,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,6,2,-1,3,4,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_327170,70,Female,White,10,0.236647051373795,Joe Biden,NA,2,6,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_327187,36,Female,White,11,0.26171077340543,Bernie Sanders,NA,1,6,3,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,3,6,-2,-5,3,2,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_327248,49,Male,White,21,0.937164815938397,Donald Trump,NA,7,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,1,6,5,3,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_327354,19,Male,Other,1,0.853207016407809,NA,NA,NA,3,5,60,50,Democrat,1,60,50,0,NA,Didn't Vote,2020,5,3,NA,NA,2,1,NA,NA,0.3333333333333333,0.33333333333333337,NA,1,0
2020_327415,38,Female,White,19,0.591012482525689,Joe Biden,NA,2,7,2,65,10,Democrat,0,65,10,1,Democrat,Winner,2020,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_327453,NA,Female,NA,NA,0.20343606950761,NA,NA,NA,6,2,50,50,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2020_327477,25,Male,White,7,0.517693985440942,NA,NA,NA,6,1,30,85,Republican,0,85,30,0,NA,Didn't Vote,2020,6,1,NA,NA,5,1,NA,NA,0.6666666666666666,0.8333333333333333,NA,1,1
2020_327583,66,Male,Other,4,0.322623339328361,NA,NA,2,4,4,85,15,Democrat,1,85,15,0,NA,Didn't Vote,2020,4,4,-2,-2,0,4,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,0
2020_327613,39,Female,White,19,0.740928477078293,NA,NA,5,5,3,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,5,3,0,2,2,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_327668,79,Female,Black,4,0.219953905253696,Joe Biden,NA,4,7,4,70,0,Democrat,1,70,0,1,Democrat,Winner,2020,4,7,0,-3,3,5,0,0.5,0,0.5,0,0,0
2020_327682,NA,Male,White,22,0.879361466069653,Donald Trump,NA,6,6,1,10,80,Republican,0,80,10,1,Republican,Winner,2020,6,1,0,5,5,NA,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_327705,NA,Male,White,15,0.801658002561529,Donald Trump,NA,6,6,2,30,70,Republican,0,70,30,1,Republican,Winner,2020,6,2,0,4,4,NA,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_327750,52,Male,White,22,1.01109421141862,NA,NA,7,7,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,7,1,0,6,6,3,1,1,1,1,0,1,1
2020_327781,34,Female,White,15,0.357036610312818,Joe Biden,NA,2,6,2,70,10,Democrat,0,70,10,1,Democrat,Winner,2020,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
