case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2020_204949,59,Male,White,11,0.929823023765228,Joe Biden,NA,NA,4,4,70,30,Democrat,0,70,30,1,Democrat,Winner,2020,4,4,NA,NA,0,4,NA,NA,0,0.5,NA,1,1
2020_204963,52,Male,White,22,0.548731662383092,NA,NA,5,7,2,50,0,Independent,0,NA,NA,1,NA,NA,2020,NA,NA,NA,NA,NA,3,0.3333333333333333,NA,NA,NA,NA,1,1
2020_204970,67,Female,White,22,2.08455143118125,Donald Trump,NA,5,6,1,50,90,Republican,0,90,50,1,Republican,Winner,2020,6,1,-1,4,5,5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_204987,60,Female,White,21,1.1208817497428,Donald Trump,NA,5,6,1,15,70,Republican,0,70,15,1,Republican,Winner,2020,6,1,-1,4,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_204994,24,Male,White,22,3.03253950287575,NA,NA,3,6,2,60,40,Democrat,0,60,40,0,NA,Didn't Vote,2020,2,6,1,-3,4,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_205003,31,Male,Other,15,1.04786869024859,NA,NA,3,7,3,10,85,Republican,0,85,10,0,NA,Didn't Vote,2020,7,3,-4,0,4,1,-0.3333333333333333,0.33333333333333337,1,1,-0.6666666666666666,1,0
2020_205010,39,Male,White,15,0.939515493275965,Donald Trump,NA,6,6,1,15,75,Republican,0,75,15,1,Republican,Winner,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_205034,73,Male,Other,5,1.01563951612886,Joe Biden,NA,4,7,4,70,0,Democrat,1,70,0,1,Democrat,Winner,2020,4,7,0,-3,3,5,0,0.5,0,0.5,0,1,0
2020_205041,43,Female,Other,6,0.351506369950574,NA,NA,NA,2,4,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2020,4,2,NA,NA,2,2,NA,NA,0,0.5,NA,0,0
2020_205058,28,Male,White,21,1.92431745248586,Other Republican,NA,6,7,2,70,35,Republican,0,35,70,1,Republican,Loser,2020,7,2,-1,4,5,1,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,1,1
2020_205065,70,Male,White,21,1.01059882196737,Michael Bloomberg,NA,3,7,2,80,0,Democrat,0,80,0,1,Democrat,Loser,2020,2,7,1,-4,5,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_205072,72,Male,White,8,0.572262340428303,Elizabeth Warren,NA,2,7,3,70,0,Democrat,0,70,0,1,Democrat,Loser,2020,3,7,-1,-5,4,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_205089,59,Male,Other,21,0.652116456885948,NA,NA,3,7,3,70,NA,Democrat,0,70,NA,0,NA,Didn't Vote,2020,3,7,0,-4,4,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,0
2020_205096,35,Male,White,6,1.46242501477737,NA,NA,NA,6,2,40,40,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1
2020_205102,26,Female,White,6,1.25184665900564,Donald Trump,NA,7,7,1,0,85,Republican,1,85,0,1,Republican,Winner,2020,7,1,0,6,6,1,1,1,1,1,0,0,1
2020_205119,80,Female,White,4,0.409210471698768,Joe Biden,NA,4,1,4,100,0,Democrat,1,100,0,1,Democrat,Winner,2020,4,1,0,3,3,5,0,0.5,0,0.5,0,0,1
2020_205133,76,Female,White,1,0.452238742867579,Amy Klobuchar,NA,4,6,2,85,0,Democrat,1,85,0,1,Democrat,Loser,2020,2,6,2,-2,4,5,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_205140,31,Male,White,4,0.48408639015053,Elizabeth Warren,NA,NA,7,2,90,0,Democrat,1,90,0,1,Democrat,Loser,2020,2,7,NA,NA,5,1,NA,NA,-0.6666666666666666,0.8333333333333333,NA,1,1
2020_205157,24,Male,Other,10,2.52883495629043,NA,NA,4,6,1,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0
2020_205171,53,Male,White,10,0.614599564738574,Amy Klobuchar,NA,2,7,2,75,10,Democrat,0,75,10,1,Democrat,Loser,2020,2,7,0,-5,5,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_205188,55,Female,Black,15,0.513688287980079,Joe Biden,NA,4,7,2,70,0,Democrat,0,70,0,1,Democrat,Winner,2020,2,7,2,-3,5,3,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_205195,39,Female,Other,19,1.27125417379302,Joe Biden,NA,1,7,2,70,30,Democrat,0,70,30,1,Democrat,Winner,2020,2,7,-1,-6,5,2,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,0
2020_205201,32,Male,Other,19,0.942478522600627,NA,NA,NA,3,4,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,4,3,NA,NA,1,1,NA,NA,0,0.5,NA,1,0
2020_205218,80,Female,White,2,0.214820207716554,NA,NA,NA,2,6,15,85,Republican,1,85,15,0,NA,Didn't Vote,2020,2,6,NA,NA,4,5,NA,NA,-0.6666666666666666,0.16666666666666669,NA,0,1
2020_205249,45,Male,Other,10,0.928078416064838,NA,NA,NA,4,4,50,0,Democrat,0,50,0,0,NA,Didn't Vote,2020,4,4,NA,NA,0,3,NA,NA,0,0.5,NA,1,0
2020_205256,40,Male,White,5,1.14886946712941,Donald Trump,NA,7,7,1,0,100,Republican,1,100,0,1,Republican,Winner,2020,7,1,0,6,6,2,1,1,1,1,0,1,1
2020_205263,64,Male,White,1,0.387925290502032,NA,NA,NA,7,1,0,0,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1
2020_205287,40,Female,White,21,1.34116362079426,Joe Biden,NA,3,7,2,60,15,Democrat,0,60,15,1,Democrat,Winner,2020,2,7,1,-4,5,2,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_205294,52,Male,White,22,0.718162070482152,Michael Bloomberg,NA,3,6,3,60,0,Democrat,0,60,0,1,Democrat,Loser,2020,3,6,0,-3,3,3,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,1
2020_205300,67,Female,White,19,0.541529681561791,Joe Biden,NA,2,6,3,70,15,Democrat,0,70,15,1,Democrat,Winner,2020,3,6,-1,-4,3,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_205317,72,Male,White,16,0.892775544526123,Joe Biden,NA,3,7,2,60,15,Democrat,0,60,15,1,Democrat,Winner,2020,2,7,1,-4,5,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_205324,NA,Male,White,15,0.774796780106151,NA,NA,7,6,1,15,70,Republican,0,70,15,0,NA,Didn't Vote,2020,6,1,1,6,5,NA,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_205348,79,Male,White,4,0.419647471602699,Donald Trump,NA,NA,4,4,0,70,Republican,1,70,0,1,Republican,Winner,2020,4,4,NA,NA,0,5,NA,NA,0,0.5,NA,1,1
2020_205362,67,Female,White,NA,0.607830720068871,Joe Biden,NA,3,6,2,70,30,Democrat,NA,70,30,1,Democrat,Winner,2020,2,6,1,-3,4,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_205379,24,Male,Other,10,0.303304784310207,Bernie Sanders,NA,3,7,3,40,15,Democrat,0,40,15,1,Democrat,Loser,2020,3,7,0,-4,4,1,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,0
2020_205393,43,Female,Other,1,0.401221274060059,NA,NA,1,7,3,65,15,Democrat,1,65,15,0,NA,Didn't Vote,2020,3,7,-2,-6,4,2,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,0
2020_205409,52,Female,White,16,0.848999952723817,Joe Biden,NA,6,7,2,70,30,Democrat,0,70,30,1,Democrat,Winner,2020,2,7,4,-1,5,3,0.6666666666666666,0.16666666666666669,-0.6666666666666666,0.8333333333333333,-0.6666666666666665,0,1
2020_205416,NA,Female,White,10,0.692574983841505,NA,NA,7,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,6,1,1,6,5,NA,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_205430,62,Male,Other,7,0.599141361395179,NA,NA,2,7,4,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2020,4,7,-2,-5,3,4,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,0
2020_205447,50,Male,Other,21,0.86369638630059,NA,NA,6,6,1,40,65,Republican,0,65,40,0,NA,Didn't Vote,2020,6,1,0,5,5,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,0
2020_205454,28,Male,White,15,3.0172306721834,NA,NA,NA,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2020_205461,62,Male,White,4,0.35988110018235,Donald Trump,NA,6,4,1,0,80,Republican,1,80,0,1,Republican,Winner,2020,4,1,2,5,3,4,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,1,1
2020_205478,73,Female,White,4,2.3585641051403,Donald Trump,NA,6,6,1,0,85,Republican,1,85,0,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_205485,33,Male,White,20,0.872279827510877,NA,NA,6,6,2,25,90,Republican,0,90,25,0,NA,Didn't Vote,2020,6,2,0,4,4,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_205492,42,Female,White,19,0.691751002556628,Joe Biden,NA,3,7,4,85,0,Democrat,0,85,0,1,Democrat,Winner,2020,4,7,-1,-4,3,2,-0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,0,1
2020_205508,36,Male,White,16,0.681572203093256,Pete Buttigieg,NA,2,7,3,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,3,7,-1,-5,4,2,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_205515,41,Female,Other,10,0.8037064181693,NA,NA,5,6,1,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2020,1,6,4,-1,5,2,0.3333333333333333,0.33333333333333337,-1,1,-0.6666666666666666,0,0
2020_205522,51,Female,Black,2,0.692966803229904,NA,NA,NA,7,2,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2020,2,7,NA,NA,5,3,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,0
2020_205539,30,Female,White,1,0.446279987372712,NA,NA,4,4,1,2,60,Republican,1,60,2,0,NA,Didn't Vote,2020,4,1,0,3,3,1,0,0.5,0,0.5,0,0,1
2020_205546,NA,Female,Black,8,0.666116292792044,Joe Biden,NA,NA,1,4,100,15,Democrat,0,100,15,1,Democrat,Winner,2020,4,1,NA,NA,3,NA,NA,NA,0,0.5,NA,0,0
2020_205553,48,Male,White,21,1.80698744241414,Donald Trump,NA,7,5,2,15,60,Republican,0,60,15,1,Republican,Winner,2020,5,2,2,5,3,3,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,1,1
2020_205560,66,Female,Other,17,0.657185427038172,NA,NA,5,6,1,40,NA,Republican,0,NA,40,0,NA,Didn't Vote,2020,6,1,-1,4,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,0
2020_205577,80,Female,Other,1,0.430863698312689,NA,NA,7,1,7,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2020,7,1,0,6,6,5,1,0,1,0,0,0,0
2020_205607,49,Female,White,10,0.816407847619731,Donald Trump,NA,5,5,2,30,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,3,0.3333333333333333,NA,NA,NA,NA,0,1
2020_205614,30,Female,White,18,1.0079829847971,Donald Trump,NA,6,7,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,7,1,-1,5,6,1,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,0,1
2020_205621,70,Female,Other,14,0.60075311215228,Joe Biden,NA,3,7,3,70,0,Democrat,0,70,0,1,Democrat,Winner,2020,3,7,0,-4,4,5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,0
2020_205638,65,Male,White,4,0.81471088322107,NA,NA,2,6,3,70,30,Democrat,1,70,30,0,NA,Didn't Vote,2020,3,6,-1,-4,3,4,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_205645,57,Female,White,19,0.388667412341212,Joe Biden,NA,4,6,2,60,30,Democrat,0,60,30,1,Democrat,Winner,2020,2,6,2,-2,4,4,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_205669,71,Female,White,4,0.239070489946274,NA,NA,2,6,3,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2020,3,6,-1,-4,3,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_205676,31,Female,Other,21,1.47871130093722,Bernie Sanders,NA,2,6,4,60,15,Democrat,0,60,15,1,Democrat,Loser,2020,4,6,-2,-4,2,1,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,0
2020_205683,40,Female,Other,15,1.4871596007155,Joe Biden,NA,NA,7,1,70,15,Democrat,0,70,15,1,Democrat,Winner,2020,1,7,NA,NA,6,2,NA,NA,-1,1,NA,0,0
2020_205706,66,Male,White,7,1.8852897943833,Donald Trump,NA,NA,5,1,5,85,Republican,0,85,5,1,Republican,Winner,2020,5,1,NA,NA,4,4,NA,NA,0.3333333333333333,0.6666666666666666,NA,1,1
2020_205713,45,Female,Black,1,2.14738932267184,NA,NA,NA,3,6,50,60,Democrat,1,50,60,0,NA,Didn't Vote,2020,6,3,NA,NA,3,3,NA,NA,0.6666666666666666,0.16666666666666669,NA,0,0
2020_205737,68,Female,White,8,0.483032670930847,Donald Trump,NA,4,6,2,15,70,Republican,0,70,15,1,Republican,Winner,2020,6,2,-2,2,4,5,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,1
2020_205744,76,Female,Black,NA,0.503989107894526,Joe Biden,NA,NA,NA,3,80,25,Democrat,NA,80,25,1,Democrat,Winner,2020,3,NA,NA,NA,NA,5,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2020_205751,80,Female,White,6,0.709822807892045,Donald Trump,NA,NA,5,2,40,70,Republican,1,70,40,1,Republican,Winner,2020,5,2,NA,NA,3,5,NA,NA,0.3333333333333333,0.6666666666666666,NA,0,1
2020_205768,34,Female,White,16,1.18108616755237,NA,NA,6,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,1,0,5,5,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_205775,44,Female,White,4,0.696825481995097,Donald Trump,NA,6,6,2,0,100,Republican,1,100,0,1,Republican,Winner,2020,6,2,0,4,4,2,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_205782,70,Male,White,7,0.428457695928234,Joe Biden,NA,4,4,4,60,15,Republican,0,15,60,1,Democrat,Voted in Other Party Primary,2020,4,4,0,0,0,5,0,0.5,0,0.5,0,1,1
2020_205799,NA,Female,Other,10,1.41737469898637,Someone Neither Dem. Nor Rep.,NA,3,5,6,100,85,Democrat,0,100,85,1,NA,Voted in Other Party Primary,2020,6,5,-3,-2,1,NA,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.16666666666666669,0.49999999999999994,0,0
2020_205812,71,Male,White,4,0.954612041061184,Donald Trump,NA,6,6,1,15,70,Republican,1,70,15,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_205829,37,Female,Black,10,1.41664417872408,Joe Biden,NA,NA,3,3,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,3,3,NA,NA,0,2,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2020_205836,31,Male,White,9,0.614765253136101,NA,NA,6,6,1,15,70,Republican,0,70,15,0,NA,Didn't Vote,2020,6,1,0,5,5,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_205843,61,Female,Other,11,1.3341504135757,NA,NA,5,5,1,40,85,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,0.3333333333333333,NA,NA,NA,NA,0,0
2020_205850,43,Male,White,5,1.0982739332927,Bernie Sanders,NA,7,7,1,0,100,Republican,1,100,0,1,Democrat,Voted in Other Party Primary,2020,7,1,0,6,6,2,1,1,1,1,0,1,1
2020_205867,53,Female,White,16,0.734924935700908,NA,NA,4,6,1,70,40,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,1
2020_205874,73,Female,White,7,0.58641855080379,Joe Biden,NA,4,NA,4,50,50,Democrat,0,50,50,1,Democrat,Winner,2020,4,NA,0,NA,NA,5,0,0.5,0,0.5,0,0,1
2020_205881,38,Female,White,10,0.703506587340174,Donald Trump,NA,7,5,1,0,85,Republican,0,85,0,1,Republican,Winner,2020,5,1,2,6,4,2,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_205898,73,Female,White,4,0.533265268241728,NA,NA,2,7,4,60,0,Democrat,1,60,0,0,NA,Didn't Vote,2020,4,7,-2,-5,3,5,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,1
2020_205911,31,Female,White,10,1.52994381784177,NA,NA,NA,3,2,0,0,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1
2020_205928,69,Female,White,14,0.699140934843807,NA,NA,6,5,1,40,70,Republican,0,70,40,0,NA,Didn't Vote,2020,5,1,1,5,4,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_205942,NA,Female,White,10,0.316407109059448,NA,NA,5,7,2,60,60,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,0.3333333333333333,NA,NA,NA,NA,0,1
2020_205959,45,Female,White,18,0.927021789413323,NA,NA,5,6,3,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2020,3,6,2,-1,3,3,0.3333333333333333,0.33333333333333337,-0.3333333333333333,0.6666666666666666,-0.33333333333333326,0,1
2020_205966,41,Female,Black,7,0.778467203634485,NA,NA,NA,6,2,NA,NA,Independent,0,NA,NA,1,NA,NA,2020,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0
2020_205973,66,Male,White,2,0.701342486224495,Donald Trump,NA,6,7,1,0,85,Republican,1,85,0,1,Republican,Winner,2020,7,1,-1,5,6,4,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,1,1
2020_206006,41,Male,White,2,0.319078687884203,NA,NA,1,1,2,45,20,Democrat,1,45,20,0,NA,Didn't Vote,2020,2,1,-1,0,1,2,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_206013,62,Female,White,1,0.820721636587234,NA,NA,NA,6,5,85,40,Democrat,1,85,40,0,NA,Didn't Vote,2020,5,6,NA,NA,1,4,NA,NA,0.3333333333333333,0.33333333333333337,NA,0,1
2020_206020,31,Male,Other,3,0.309979409837348,Donald Trump,NA,4,3,1,0,0,Republican,1,0,0,1,Republican,Winner,2020,3,1,1,3,2,1,0,0.5,-0.3333333333333333,0.33333333333333337,0.16666666666666663,1,0
2020_206037,80,Female,White,22,1.32750099928943,NA,NA,6,6,2,30,85,Republican,0,85,30,0,NA,Didn't Vote,2020,6,2,0,4,4,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_206044,46,Female,White,16,0.712028949623801,Donald Trump,NA,7,6,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,6,1,1,6,5,3,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_206068,70,Male,White,15,0.582967211870834,Donald Trump,NA,7,6,2,15,85,Republican,0,85,15,1,Republican,Winner,2020,6,2,1,5,4,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_206075,21,Female,Other,NA,2.0243546436978,NA,NA,4,7,4,60,0,Democrat,NA,60,0,0,NA,Didn't Vote,2020,4,7,0,-3,3,1,0,0.5,0,0.5,0,0,0
2020_206082,77,Female,White,19,0.870853706756782,Donald Trump,NA,6,4,1,0,85,Republican,0,85,0,1,Republican,Winner,2020,4,1,2,5,3,5,0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,1
2020_206105,66,Male,Other,7,0.886813650956606,Donald Trump,NA,6,5,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,5,1,1,5,4,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,0
2020_206129,33,Female,White,4,0.506629044704717,Someone Neither Dem. Nor Rep.,NA,NA,4,4,50,50,Democrat,1,50,50,1,NA,Voted in Other Party Primary,2020,4,4,NA,NA,0,2,NA,NA,0,0.5,NA,0,1
2020_206136,46,Male,White,4,0.280430800739037,Joe Biden,NA,2,6,2,100,40,Democrat,1,100,40,1,Democrat,Winner,2020,2,6,0,-4,4,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_206143,36,Female,Black,1,0.49024638639945,NA,NA,NA,3,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,0
2020_206150,68,Female,Other,NA,0.481905624033635,NA,NA,NA,NA,NA,0,NA,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0
2020_206167,71,Female,Black,1,0.729843688682689,NA,NA,NA,7,1,0,0,Republican,1,0,0,0,NA,Didn't Vote,2020,7,1,NA,NA,6,5,NA,NA,1,1,NA,0,0
2020_206174,37,Male,White,21,0.566995057194892,NA,NA,4,6,2,40,70,Republican,0,70,40,0,NA,Didn't Vote,2020,6,2,-2,2,4,2,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_206181,30,Male,Black,21,3.24704074368807,NA,NA,6,5,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,5,2,1,4,3,1,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,0
2020_206198,79,Male,White,13,0.575717318849446,Amy Klobuchar,NA,4,7,2,60,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,1,1
2020_206204,78,Male,Other,19,1.01727874942366,Michael Bloomberg,NA,2,6,2,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,2,6,0,-4,4,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,0
2020_206211,47,Male,Other,22,0.315447898625032,NA,NA,5,5,2,40,50,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,3,0.3333333333333333,NA,NA,NA,NA,1,0
2020_206228,72,Female,White,17,2.22588645538226,Joe Biden,NA,2,7,2,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2020_206235,71,Female,White,14,1.00757215550013,NA,NA,NA,6,2,100,15,Democrat,0,100,15,0,NA,Didn't Vote,2020,2,6,NA,NA,4,5,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,1
2020_206242,36,Male,White,21,0.676819617181657,NA,NA,5,7,1,30,60,Republican,0,60,30,0,NA,Didn't Vote,2020,7,1,-2,4,6,2,0.3333333333333333,0.6666666666666666,1,1,-0.33333333333333337,1,1
2020_206266,35,Male,White,22,1.20596901490516,Joe Biden,NA,5,7,2,60,20,Democrat,0,60,20,1,Democrat,Winner,2020,2,7,3,-2,5,2,0.3333333333333333,0.33333333333333337,-0.6666666666666666,0.8333333333333333,-0.4999999999999999,1,1
2020_206273,56,Female,Other,NA,1.41209328506203,Joe Biden,NA,NA,4,4,70,50,Democrat,NA,70,50,1,Democrat,Winner,2020,4,4,NA,NA,0,4,NA,NA,0,0.5,NA,0,0
2020_206280,64,Male,White,5,1.34196812041924,NA,NA,4,6,1,25,20,Republican,1,20,25,0,NA,Didn't Vote,2020,6,1,-2,3,5,4,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_206303,41,Male,White,6,1.5761733336537,NA,NA,3,6,2,40,0,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,-0.3333333333333333,NA,NA,NA,NA,1,1
2020_206327,50,Male,White,18,0.842010196013362,Joe Biden,NA,4,7,3,50,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,1
2020_206334,77,Female,White,1,0.799977181500875,Donald Trump,NA,7,6,1,0,100,Republican,1,100,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_206341,NA,Female,Other,17,0.917388361475355,NA,NA,4,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,6,1,-2,3,5,NA,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_206358,31,Female,White,19,0.928497334259499,Donald Trump,NA,7,7,1,50,100,Republican,0,100,50,1,Republican,Winner,2020,7,1,0,6,6,1,1,1,1,1,0,0,1
2020_206365,61,Male,White,5,0.68850315971025,Joe Biden,NA,3,6,3,75,10,Democrat,1,75,10,1,Democrat,Winner,2020,3,6,0,-3,3,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,1
2020_206372,62,Female,White,20,1.22046137100792,Joe Biden,NA,2,6,3,85,30,Democrat,0,85,30,1,Democrat,Winner,2020,3,6,-1,-4,3,4,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_206389,57,Male,White,17,1.8234448739087,NA,NA,6,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
