age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
57,Female,White,18,1.9507,Donald Trump,1,6,6,2,0,100,Republican,0,100,0,1,Republican,Winner,2016
21,Female,Black,15,2.0289,Didn't Vote,NA,99,7,4,60,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
58,Male,White,14,0.3874,Didn't Vote,NA,4,7,1,61,32,Independent,0,NA,NA,0,NA,Didn't Vote,2016
25,Male,White,24,1.0349,Didn't Vote,NA,2,5,2,85,70,Republican,0,70,85,0,NA,Didn't Vote,2016
52,Female,White,14,1.3186,Didn't Vote,NA,99,1,7,100,50,Democrat,0,100,50,0,NA,Didn't Vote,2016
65,Female,Black,10,0.5522,Hillary Clinton,1,2,7,4,86,50,Democrat,1,86,50,1,Democrat,Winner,2016
57,Male,White,25,1.5188,Another Republican,1,6,5,2,30,70,Republican,0,70,30,1,Republican,Loser,2016
69,Male,White,22,0.6845,Didn't Vote,NA,6,5,2,0,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
22,Female,White,9,1.5861,Didn't Vote,NA,99,6,5,60,30,Democrat,1,60,30,0,NA,Didn't Vote,2016
54,Male,White,23,0.8959,John Kasich,1,5,6,1,15,50,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
55,Female,White,27,0.9221,Hillary Clinton,1,3,6,2,72,53,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Female,Black,13,0.6866,Hillary Clinton,1,4,6,3,90,71,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Female,White,23,0.9151,Hillary Clinton,1,4,6,2,40,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
73,Female,White,8,0.7421,Didn't Vote,NA,99,2,6,0,70,Republican,1,70,0,0,NA,Didn't Vote,2016
70,Male,White,15,0.3543,Marco Rubio,1,6,6,1,15,70,Republican,0,70,15,1,Republican,Loser,2016
79,Male,White,5,1.8685,Hillary Clinton,1,4,6,3,85,40,Democrat,1,85,40,1,Democrat,Winner,2016
54,Male,White,21,1.9894,Didn't Vote,NA,6,7,3,60,100,Republican,0,100,60,0,NA,Didn't Vote,2016
33,Female,Black,4,0.3536,Hillary Clinton,1,99,3,4,88,21,Democrat,1,88,21,1,Democrat,Winner,2016
81,Female,White,12,0.7048,Didn't Vote,NA,99,5,5,60,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
28,Female,Other,26,1.0391,Didn't Vote,NA,4,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
32,Female,White,9,0.3943,Didn't Vote,NA,4,6,2,63,45,Independent,1,NA,NA,0,NA,Didn't Vote,2016
38,Male,White,27,0.849,Didn't Vote,NA,99,7,2,50,50,Republican,0,50,50,0,NA,Didn't Vote,2016
NA,Female,White,NA,0.3396,Didn't Vote,NA,4,6,2,60,48,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
61,Male,White,5,0.8334,Didn't Vote,NA,4,7,1,0,30,Other,1,NA,NA,0,NA,Didn't Vote,2016
36,Female,White,13,0.9254,Didn't Vote,NA,3,4,4,0,0,Other,0,NA,NA,0,NA,Didn't Vote,2016
67,Male,White,15,1.3929,Didn't Vote,NA,99,2,4,85,40,Democrat,0,85,40,0,NA,Didn't Vote,2016
44,Female,Black,9,0.5399,Hillary Clinton,1,4,7,1,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
46,Male,White,21,0.7529,Didn't Vote,NA,3,2,5,2,72,Republican,0,72,2,0,NA,Didn't Vote,2016
55,Female,Black,24,2.1918,Hillary Clinton,1,99,7,4,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
30,Female,Black,2,1.3702,Hillary Clinton,1,-9,1,6,60,0,Democrat,1,60,0,1,Democrat,Winner,2016
73,Male,NA,NA,0.7954,NA,1,5,6,2,40,70,Republican,NA,70,40,1,NA,NA,2016
NA,Male,Other,NA,0.3878,Didn't Vote,NA,99,3,2,60,NA,Republican,NA,NA,60,0,NA,Didn't Vote,2016
64,Male,White,16,1.4994,Didn't Vote,NA,99,4,2,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
NA,Male,White,21,0.411,Didn't Vote,NA,5,6,2,50,50,Republican,0,50,50,0,NA,Didn't Vote,2016
33,Female,Black,3,0.5057,Didn't Vote,NA,99,3,5,0,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
46,Female,White,22,1.6558,Hillary Clinton,1,1,7,2,93,0,Democrat,0,93,0,1,Democrat,Winner,2016
53,Female,Other,22,1.31,Hillary Clinton,1,4,7,3,65,35,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
90,Female,White,7,0.3617,Hillary Clinton,1,2,7,3,85,15,Democrat,1,85,15,1,Democrat,Winner,2016
23,Male,White,7,1.0178,Bernie Sanders,1,1,6,2,70,0,Democrat,1,70,0,1,Democrat,Loser,2016
74,Female,White,NA,0.425,Didn't Vote,NA,3,2,3,100,0,Democrat,NA,100,0,0,NA,Didn't Vote,2016
77,Female,White,14,1.2904,Didn't Vote,NA,4,6,4,60,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
22,Female,White,1,1.2887,Hillary Clinton,1,3,7,1,60,30,Democrat,1,60,30,1,Democrat,Winner,2016
20,Female,White,24,4.0402,Didn't Vote,NA,6,6,2,15,70,Republican,0,70,15,0,NA,Didn't Vote,2016
34,Female,White,28,0.9037,Didn't Vote,NA,5,7,1,0,0,Republican,0,0,0,0,NA,Didn't Vote,2016
69,Male,Black,17,0.9075,Hillary Clinton,1,99,7,2,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
37,Female,White,22,0.9037,Bernie Sanders,1,2,7,3,60,5,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Male,White,27,1.1065,Marco Rubio,1,6,6,2,30,51,Republican,0,51,30,1,Republican,Loser,2016
33,Male,White,15,0.4566,Donald Trump,1,5,6,2,51,85,Republican,0,85,51,1,Republican,Winner,2016
28,Female,Black,1,0.2911,Hillary Clinton,1,99,6,2,82,52,Democrat,1,82,52,1,Democrat,Winner,2016
54,Female,Other,1,0.9072,Didn't Vote,NA,5,6,1,10,65,Other,1,NA,NA,0,NA,Didn't Vote,2016
21,Male,Other,11,1.307,Didn't Vote,NA,6,6,2,15,70,Republican,1,70,15,0,NA,Didn't Vote,2016
40,Male,White,21,0.7438,Didn't Vote,NA,5,6,4,40,40,Republican,0,40,40,0,NA,Didn't Vote,2016
60,Female,White,7,0.3634,Bernie Sanders,1,2,6,2,85,30,Democrat,1,85,30,1,Democrat,Loser,2016
40,Female,Other,15,0.9992,Donald Trump,1,5,7,1,40,85,Republican,0,85,40,1,Republican,Winner,2016
44,Male,White,11,1.7516,Didn't Vote,NA,7,6,2,30,70,Republican,1,70,30,0,NA,Didn't Vote,2016
19,Female,Other,13,1.1864,Bernie Sanders,1,1,6,2,60,60,Democrat,0,60,60,1,Democrat,Loser,2016
79,Male,White,24,1.0539,Marco Rubio,1,5,6,2,30,60,Republican,0,60,30,1,Republican,Loser,2016
46,Male,White,25,0.8959,Didn't Vote,NA,6,7,2,15,85,Republican,0,85,15,0,NA,Didn't Vote,2016
63,Male,White,17,1.1714,Didn't Vote,NA,4,6,7,1,51,Independent,0,NA,NA,0,NA,Didn't Vote,2016
30,Male,White,15,0.4382,Donald Trump,1,6,6,1,10,60,Republican,0,60,10,1,Republican,Winner,2016
38,Male,Other,5,1.9594,Didn't Vote,NA,5,4,2,60,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
65,Female,White,13,1.3383,Hillary Clinton,1,5,4,4,60,60,Democrat,0,60,60,1,Democrat,Winner,2016
39,Male,Other,21,0.3362,Didn't Vote,NA,4,5,5,70,85,Republican,0,85,70,0,NA,Didn't Vote,2016
44,Male,White,22,0.9579,Bernie Sanders,1,6,5,2,16,59,Republican,0,59,16,1,Democrat,Voted in Other Party Primary,2016
82,Female,White,5,0.5326,Didn't Vote,NA,5,6,1,16,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
76,Female,White,7,0.3959,Didn't Vote,NA,99,2,3,30,30,Democrat,1,30,30,0,NA,Didn't Vote,2016
54,Female,White,12,0.9914,Didn't Vote,NA,4,4,2,15,70,Republican,0,70,15,0,NA,Didn't Vote,2016
36,Female,White,20,1.5694,Didn't Vote,NA,4,6,2,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
70,Female,White,NA,0.3959,Hillary Clinton,1,2,7,3,85,0,Democrat,NA,85,0,1,Democrat,Winner,2016
66,Male,White,11,0.6697,Donald Trump,1,6,5,1,0,60,Republican,1,60,0,1,Republican,Winner,2016
68,Male,Other,21,0.7098,Didn't Vote,NA,7,7,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
47,Male,White,25,1.0613,Didn't Vote,NA,99,6,2,16,15,Republican,0,15,16,0,NA,Didn't Vote,2016
18,Female,Other,15,1.7335,Didn't Vote,NA,99,4,4,60,30,Other,0,NA,NA,0,NA,Didn't Vote,2016
38,Female,White,23,1.2757,Donald Trump,1,5,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016
38,Female,White,26,0.961,Donald Trump,1,99,6,4,0,100,Republican,0,100,0,1,Republican,Winner,2016
19,Male,White,18,1.5898,Didn't Vote,NA,99,2,6,15,49,Independent,0,NA,NA,0,NA,Didn't Vote,2016
69,Female,White,24,0.9969,Hillary Clinton,1,2,6,2,92,31,Democrat,0,92,31,1,Democrat,Winner,2016
NA,Female,Other,15,0.3899,Didn't Vote,NA,3,7,2,50,30,Other,0,NA,NA,0,NA,Didn't Vote,2016
55,Male,Other,28,1.4407,Didn't Vote,NA,6,7,1,30,20,Republican,0,20,30,0,NA,Didn't Vote,2016
NA,Female,White,NA,0.8742,Didn't Vote,NA,99,5,3,50,50,Democrat,NA,50,50,0,NA,Didn't Vote,2016
73,Female,White,24,0.3537,John Kasich,1,4,7,2,60,30,Republican,0,30,60,1,Republcian,Voted in Other Party Primary,2016
62,Female,White,21,1.4204,Didn't Vote,NA,3,6,4,71,61,Democrat,0,71,61,0,NA,Didn't Vote,2016
39,Female,White,19,0.9901,Didn't Vote,NA,3,7,1,60,20,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,1,1.2806,Donald Trump,1,99,7,1,50,50,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
37,Female,White,21,0.859,Didn't Vote,NA,99,2,6,73,39,Democrat,0,73,39,0,NA,Didn't Vote,2016
73,Male,White,21,0.6438,Marco Rubio,1,5,5,2,40,40,Republican,0,40,40,1,Republican,Loser,2016
53,Male,Other,7,1.6476,Didn't Vote,NA,5,5,1,14,31,Independent,1,NA,NA,0,NA,Didn't Vote,2016
NA,Female,White,NA,0.8126,Didn't Vote,NA,5,6,1,30,60,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
56,Male,Other,NA,1.5031,Donald Trump,1,99,6,2,50,70,Independent,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016
65,Female,White,23,0.738,Didn't Vote,NA,2,7,4,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2016
26,Male,Black,1,0.5649,A Third Party Candidate,1,2,2,2,0,0,Independent,1,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
66,Male,Black,5,0.4855,Didn't Vote,NA,99,1,3,100,15,Democrat,1,100,15,0,NA,Didn't Vote,2016
28,Female,White,20,0.7607,Donald Trump,1,7,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016
55,Female,White,17,2.6619,Didn't Vote,NA,6,4,1,30,60,Republican,0,60,30,0,NA,Didn't Vote,2016
70,Female,Black,5,0.5665,Hillary Clinton,1,4,7,4,100,40,Democrat,1,100,40,1,Democrat,Winner,2016
34,Female,Other,28,0.354,Didn't Vote,NA,2,6,2,90,60,Democrat,0,90,60,0,NA,Didn't Vote,2016
49,Male,White,24,1.5098,John Kasich,1,6,7,2,0,40,Other,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
77,Male,White,23,0.6115,Bernie Sanders,1,1,7,3,85,0,Democrat,0,85,0,1,Democrat,Loser,2016
39,Female,White,15,0.3611,Didn't Vote,NA,99,5,2,40,70,Republican,0,70,40,0,NA,Didn't Vote,2016
25,Female,Other,11,0.709,Didn't Vote,NA,4,6,2,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
58,Female,White,13,0.4239,Didn't Vote,NA,6,6,2,1,61,Republican,0,61,1,0,NA,Didn't Vote,2016
50,Male,White,27,0.9114,Didn't Vote,NA,3,7,2,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2016
50,Female,White,20,1.0139,Another Republican,1,4,7,2,50,15,Republican,0,15,50,1,Republican,Loser,2016
54,Male,White,20,0.9012,John Kasich,1,5,6,3,40,60,Republican,0,60,40,1,Republcian,Voted in Other Party Primary,2016
69,Male,White,22,0.612,Didn't Vote,NA,4,7,4,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
50,Male,Other,17,0.6927,Hillary Clinton,1,4,3,5,95,65,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
64,Male,White,14,0.3482,Ted Cruz,1,4,5,5,30,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
41,Female,White,27,0.8707,Didn't Vote,NA,6,5,2,2,30,Republican,0,30,2,0,NA,Didn't Vote,2016
61,Male,White,26,1.0305,Didn't Vote,NA,6,6,1,15,70,Republican,0,70,15,0,NA,Didn't Vote,2016
34,Male,White,20,1.5447,Didn't Vote,NA,99,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
73,Female,White,12,2.5614,Bernie Sanders,1,99,7,1,30,0,Other,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
24,Other/Refused,Other,9,0.8997,Bernie Sanders,1,2,6,4,40,0,Democrat,1,40,0,1,Democrat,Loser,2016
55,Female,Other,17,0.6767,Bernie Sanders,1,99,7,4,70,0,Democrat,0,70,0,1,Democrat,Loser,2016
66,Female,White,18,1.7232,Didn't Vote,NA,4,1,7,70,0,Democrat,0,70,0,0,NA,Didn't Vote,2016
52,Male,Other,15,1.5059,Didn't Vote,NA,4,4,2,70,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
42,Male,White,25,0.7709,Didn't Vote,NA,2,6,3,79,26,Democrat,0,79,26,0,NA,Didn't Vote,2016
37,Female,White,25,0.8112,Didn't Vote,NA,3,6,3,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
59,Female,White,23,0.426,Donald Trump,1,2,5,4,50,50,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
NA,Female,White,21,0.9007,Didn't Vote,NA,2,6,2,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
27,Male,White,21,0.9042,Bernie Sanders,1,1,6,2,85,15,Democrat,0,85,15,1,Democrat,Loser,2016
75,Male,White,19,0.6697,Bernie Sanders,1,4,6,2,30,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
38,Male,Other,23,1.0222,Didn't Vote,NA,3,6,2,50,0,Independent,0,NA,NA,0,NA,Didn't Vote,2016
67,Female,White,5,0.3899,Didn't Vote,NA,99,6,2,51,51,Independent,1,NA,NA,0,NA,Didn't Vote,2016
49,Female,Other,27,0.6383,Bernie Sanders,1,1,7,3,70,0,Democrat,0,70,0,1,Democrat,Loser,2016
34,Female,Other,NA,0.8106,Didn't Vote,NA,99,-9,-9,NA,NA,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
34,Female,White,25,0.8795,Donald Trump,1,6,5,1,15,71,Republican,0,71,15,1,Republican,Winner,2016
NA,Male,Other,26,1.4052,Donald Trump,1,6,5,1,15,60,Other,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
28,Female,Black,1,1.1764,Didn't Vote,NA,6,2,7,100,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
54,Female,White,13,0.8419,Bernie Sanders,1,1,7,2,77,1,Democrat,0,77,1,1,Democrat,Loser,2016
33,Female,Other,15,1.1656,Didn't Vote,NA,5,3,4,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
32,Female,White,3,1.646,Didn't Vote,NA,99,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
41,Female,White,19,0.7494,Hillary Clinton,1,99,1,5,85,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
78,Female,White,NA,0.7222,Marco Rubio,1,6,5,1,0,40,Republican,NA,40,0,1,Republican,Loser,2016
61,Female,Other,19,0.8001,Donald Trump,1,6,6,1,0,70,Republican,0,70,0,1,Republican,Winner,2016
NA,Male,Other,NA,0.6401,Ted Cruz,1,7,3,1,2,31,Other,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016
53,Female,White,3,0.7905,Hillary Clinton,1,4,4,2,96,49,Democrat,1,96,49,1,Democrat,Winner,2016
64,Male,Black,13,0.4729,Hillary Clinton,1,4,7,2,70,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
67,Female,White,16,0.4939,Didn't Vote,NA,4,6,2,40,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
28,Male,White,22,0.589,Ted Cruz,1,7,5,1,4,73,Republican,0,73,4,1,Republican,Loser,2016
32,Male,White,21,0.3481,Didn't Vote,NA,6,7,1,15,60,Republican,0,60,15,0,NA,Didn't Vote,2016
26,Female,Other,7,1.3313,Didn't Vote,NA,99,5,3,NA,NA,Independent,1,NA,NA,0,NA,Didn't Vote,2016
38,Male,White,27,1.4993,Didn't Vote,NA,6,6,2,0,85,Republican,0,85,0,0,NA,Didn't Vote,2016
32,Male,White,25,0.4232,Marco Rubio,1,5,5,2,15,60,Republican,0,60,15,1,Republican,Loser,2016
38,Female,Other,15,0.3819,Didn't Vote,NA,99,6,3,70,40,Other,0,NA,NA,0,NA,Didn't Vote,2016
NA,Female,White,NA,0.8221,Didn't Vote,NA,99,3,3,51,51,Democrat,NA,51,51,0,NA,Didn't Vote,2016
47,Female,White,22,0.7969,Didn't Vote,NA,4,4,3,15,0,Democrat,0,15,0,0,NA,Didn't Vote,2016
35,Male,Other,11,0.7005,Didn't Vote,NA,99,7,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
47,Female,Other,18,0.4692,Didn't Vote,NA,4,6,3,65,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
64,Male,White,24,1.2055,Donald Trump,1,7,6,1,2,72,Republican,0,72,2,1,Republican,Winner,2016
56,Female,White,19,2,Bernie Sanders,1,4,6,2,50,40,Democrat,0,50,40,1,Democrat,Loser,2016
33,Female,Black,2,0.4242,A Third Party Candidate,1,4,7,2,50,50,Independent,1,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
46,Male,Other,17,1.1559,Hillary Clinton,1,4,6,2,85,15,Democrat,0,85,15,1,Democrat,Winner,2016
68,Female,White,4,0.3947,Didn't Vote,NA,2,7,3,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2016
60,Female,White,14,0.3845,Didn't Vote,NA,99,2,2,30,30,Democrat,0,30,30,0,NA,Didn't Vote,2016
66,Female,White,26,1.2792,Didn't Vote,NA,99,5,1,30,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
86,Female,White,21,0.3764,Hillary Clinton,1,1,7,2,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
34,Male,White,11,0.9042,Didn't Vote,NA,2,6,2,60,30,Democrat,1,60,30,0,NA,Didn't Vote,2016
89,Male,White,18,0.4524,Bernie Sanders,1,6,6,2,60,70,Democrat,0,60,70,1,Democrat,Loser,2016
36,Male,Other,25,0.5928,Didn't Vote,NA,4,6,2,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2016
65,Female,White,15,0.7259,Bernie Sanders,1,5,6,2,45,45,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
27,Female,White,27,1.5025,Didn't Vote,NA,2,7,5,55,25,Independent,0,NA,NA,0,NA,Didn't Vote,2016
44,Male,White,24,0.4453,Didn't Vote,NA,3,6,3,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
25,Male,White,24,0.9754,Didn't Vote,NA,4,6,2,41,72,Independent,0,NA,NA,0,NA,Didn't Vote,2016
75,Female,White,19,0.8491,Hillary Clinton,1,4,7,2,85,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
69,Male,White,17,0.3895,Hillary Clinton,1,4,6,2,61,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
72,Male,White,19,0.4163,Hillary Clinton,1,99,2,4,70,40,Democrat,0,70,40,1,Democrat,Winner,2016
47,Male,White,18,1.1594,Didn't Vote,NA,7,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
37,Female,White,22,0.7261,A Third Party Candidate,1,3,6,1,30,56,Independent,0,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
43,Female,White,26,0.9151,Didn't Vote,NA,7,6,2,70,85,Republican,0,85,70,0,NA,Didn't Vote,2016
31,Male,White,26,0.6956,Donald Trump,1,5,4,1,0,40,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
76,Female,White,15,0.4857,Donald Trump,1,6,5,1,42,61,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
NA,Female,White,NA,0.8001,Didn't Vote,NA,4,3,2,60,0,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
60,Male,White,18,0.358,Didn't Vote,NA,99,5,3,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
74,Female,White,7,0.3979,Donald Trump,1,6,6,1,0,85,Republican,1,85,0,1,Republican,Winner,2016
39,Female,Black,12,0.6356,Hillary Clinton,1,3,7,2,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
34,Male,White,13,1.582,Didn't Vote,NA,1,7,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2016
63,Male,White,17,0.6647,Didn't Vote,NA,4,5,3,85,16,Independent,0,NA,NA,0,NA,Didn't Vote,2016
61,Male,White,2,0.5567,Hillary Clinton,1,2,7,2,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
77,Male,Other,21,0.5061,Didn't Vote,NA,7,7,1,1,71,Independent,0,NA,NA,0,NA,Didn't Vote,2016
39,Female,White,8,0.9577,Didn't Vote,NA,4,5,3,62,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Female,Black,1,0.6759,Didn't Vote,NA,99,1,6,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2016
35,Male,White,24,0.7438,Bernie Sanders,1,3,7,2,70,0,Democrat,0,70,0,1,Democrat,Loser,2016
59,Male,White,17,0.9652,Didn't Vote,NA,5,5,1,5,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
64,Female,White,21,2.2233,Donald Trump,1,7,6,1,0,70,Republican,0,70,0,1,Republican,Winner,2016
56,Male,White,1,0.9055,Didn't Vote,NA,6,4,2,NA,65,Other,1,NA,NA,0,NA,Didn't Vote,2016
21,Female,White,1,2.7351,Didn't Vote,NA,99,3,5,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
44,Male,White,24,1.583,Didn't Vote,NA,99,5,3,40,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
64,Male,White,12,0.9578,Didn't Vote,NA,4,5,1,50,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
37,Female,Other,28,0.5348,Didn't Vote,NA,99,5,5,30,40,Republican,0,40,30,0,NA,Didn't Vote,2016
64,Male,White,24,0.6253,Bernie Sanders,1,2,7,4,30,15,Democrat,0,30,15,1,Democrat,Loser,2016
64,Female,Other,14,0.3438,Didn't Vote,NA,6,6,2,2,86,Republican,0,86,2,0,NA,Didn't Vote,2016
61,Female,White,26,1.4277,Hillary Clinton,1,3,7,2,70,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Male,White,6,2.1547,Didn't Vote,NA,4,2,6,16,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
36,Male,Black,15,1.2069,Hillary Clinton,1,2,7,2,86,63,Democrat,0,86,63,1,Democrat,Winner,2016
56,Female,White,11,0.417,Didn't Vote,NA,4,6,2,31,61,Independent,1,NA,NA,0,NA,Didn't Vote,2016
67,Male,White,11,1.0477,Didn't Vote,NA,6,6,1,15,85,Republican,1,85,15,0,NA,Didn't Vote,2016
82,Female,White,11,0.7606,Marco Rubio,1,4,5,1,30,85,Republican,1,85,30,1,Republican,Loser,2016
23,Male,White,27,2.52,Didn't Vote,NA,99,3,4,40,70,Democrat,0,40,70,0,NA,Didn't Vote,2016
45,Female,White,15,1.665,Donald Trump,1,99,4,2,NA,NA,Republican,0,NA,NA,1,Republican,Winner,2016
64,Female,White,28,0.789,Didn't Vote,NA,4,5,4,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2016
33,Male,Other,15,1.0222,Didn't Vote,NA,5,6,1,0,40,Republican,0,40,0,0,NA,Didn't Vote,2016
59,Male,White,15,1.241,Hillary Clinton,1,4,7,3,70,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
53,Female,White,NA,1.5827,Bernie Sanders,1,99,6,2,50,50,Democrat,NA,50,50,1,Democrat,Loser,2016
57,Female,Black,7,4.5139,Didn't Vote,NA,2,4,6,100,15,Democrat,1,100,15,0,NA,Didn't Vote,2016
84,Female,White,6,0.4137,Hillary Clinton,1,3,7,1,80,30,Democrat,1,80,30,1,Democrat,Winner,2016
64,Female,White,3,1.2365,Another Republican,1,99,6,1,1,16,Republican,1,16,1,1,Republican,Loser,2016
42,Male,Other,11,1.5437,Donald Trump,1,4,2,6,60,85,Republican,1,85,60,1,Republican,Winner,2016
66,Male,White,7,0.373,Didn't Vote,NA,6,6,2,15,85,Independent,1,NA,NA,0,NA,Didn't Vote,2016
56,Female,White,NA,1.9234,Didn't Vote,NA,7,6,1,0,100,Republican,NA,100,0,0,NA,Didn't Vote,2016
NA,Other/Refused,NA,NA,1.1633,Bernie Sanders,1,99,7,5,30,30,Independent,NA,NA,NA,1,Democrat,Voted in Other Party Primary,2016
20,Female,White,3,2.7865,Didn't Vote,NA,99,7,3,40,40,Independent,1,NA,NA,0,NA,Didn't Vote,2016
49,Male,White,25,0.8063,Didn't Vote,NA,6,6,1,16,72,Republican,0,72,16,0,NA,Didn't Vote,2016
60,Male,White,2,0.317,Donald Trump,1,99,7,1,0,0,Other,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
44,Male,White,23,1.0575,Hillary Clinton,1,4,6,3,92,0,Democrat,0,92,0,1,Democrat,Winner,2016
24,Male,White,11,0.9042,Bernie Sanders,1,99,2,6,100,30,Democrat,1,100,30,1,Democrat,Loser,2016
29,Female,NA,7,0.368,Bernie Sanders,1,3,6,2,60,60,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
65,Female,White,17,0.7643,Donald Trump,1,6,6,1,14,69,Republican,0,69,14,1,Republican,Winner,2016
45,Male,Other,1,0.5125,Didn't Vote,NA,6,6,1,30,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
39,Male,White,26,0.8808,Didn't Vote,NA,5,6,2,30,75,Independent,0,NA,NA,0,NA,Didn't Vote,2016
35,Male,White,10,1.3767,Didn't Vote,NA,4,7,1,15,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Female,Other,14,0.368,Didn't Vote,NA,6,3,5,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
62,Female,Other,1,2.4582,Didn't Vote,NA,99,2,6,89,2,Democrat,1,89,2,0,NA,Didn't Vote,2016
