age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
18,Female,White,18,2.4581,Didn't Vote,NA,3,6,2,64,29,Independent,0,NA,NA,0,NA,Didn't Vote,2016
21,Female,Other,1,0.5555,Didn't Vote,NA,2,6,2,60,50,Democrat,1,60,50,0,NA,Didn't Vote,2016
60,Male,White,2,0.3031,Didn't Vote,NA,2,6,5,60,50,Other,1,NA,NA,0,NA,Didn't Vote,2016
58,Female,Other,28,2.8585,Donald Trump,1,6,7,1,0,0,Republican,0,0,0,1,Republican,Winner,2016
29,Male,White,21,1.2181,Bernie Sanders,1,1,7,3,60,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
29,Male,White,23,3.6491,Bernie Sanders,1,2,7,7,0,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
49,Male,White,24,0.998,Donald Trump,1,6,3,1,0,15,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
25,Female,White,19,1.9345,Didn't Vote,NA,4,7,1,31,31,Independent,0,NA,NA,0,NA,Didn't Vote,2016
36,Male,White,1,1.6438,Didn't Vote,NA,4,6,1,0,51,Independent,1,NA,NA,0,NA,Didn't Vote,2016
35,Female,White,14,0.3692,Didn't Vote,NA,1,6,4,47,11,Independent,0,NA,NA,0,NA,Didn't Vote,2016
52,Male,White,28,1.2538,Ted Cruz,1,6,6,4,30,50,Republican,0,50,30,1,Republican,Loser,2016
36,Male,White,23,0.8397,Didn't Vote,NA,5,5,3,30,40,Republican,0,40,30,0,NA,Didn't Vote,2016
53,Female,White,11,0.515,Didn't Vote,NA,99,6,1,0,71,Republican,1,71,0,0,NA,Didn't Vote,2016
32,Female,White,20,1.0019,Didn't Vote,NA,2,7,2,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
22,Female,Other,1,1.3111,Didn't Vote,NA,99,5,5,12,7,Independent,1,NA,NA,0,NA,Didn't Vote,2016
35,Male,White,25,0.7397,Didn't Vote,NA,2,7,2,41,8,Democrat,0,41,8,0,NA,Didn't Vote,2016
64,Male,Other,24,0.7506,Hillary Clinton,1,2,7,2,100,50,Democrat,0,100,50,1,Democrat,Winner,2016
66,Female,White,17,1.4311,Didn't Vote,NA,99,6,2,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2016
58,Male,White,26,1.153,Didn't Vote,NA,5,5,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
31,Female,White,26,0.8674,Didn't Vote,NA,3,6,3,91,26,Democrat,0,91,26,0,NA,Didn't Vote,2016
65,Female,Black,7,0.8472,Hillary Clinton,1,99,4,3,85,50,Democrat,1,85,50,1,Democrat,Winner,2016
72,Female,White,12,0.4939,Didn't Vote,NA,4,6,2,60,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
51,Female,White,15,0.4561,Didn't Vote,NA,2,6,2,98,2,Democrat,0,98,2,0,NA,Didn't Vote,2016
45,Female,White,21,0.9326,Bernie Sanders,1,2,6,3,65,30,Democrat,0,65,30,1,Democrat,Loser,2016
51,Male,White,24,0.9278,Donald Trump,1,4,7,2,70,15,Democrat,0,70,15,1,Republican,Voted in Other Party Primary,2016
30,Male,White,22,0.849,Didn't Vote,NA,6,6,2,8,62,Republican,0,62,8,0,NA,Didn't Vote,2016
61,Male,White,27,0.6697,John Kasich,1,6,7,1,6,61,Republican,0,61,6,1,Republcian,Voted in Other Party Primary,2016
66,Female,Other,NA,0.3617,Didn't Vote,NA,6,7,1,50,75,Republican,NA,75,50,0,NA,Didn't Vote,2016
42,Male,White,24,0.9278,Bernie Sanders,1,2,6,3,55,32,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
28,Female,White,11,0.7661,Donald Trump,1,7,5,1,15,70,Republican,1,70,15,1,Republican,Winner,2016
56,Female,Other,24,1.8066,Didn't Vote,NA,99,4,4,30,30,Other,0,NA,NA,0,NA,Didn't Vote,2016
69,Female,White,1,2.994,Ted Cruz,1,6,6,2,0,70,Republican,1,70,0,1,Republican,Loser,2016
45,Male,Other,28,0.6927,Didn't Vote,NA,6,6,2,15,85,Republican,0,85,15,0,NA,Didn't Vote,2016
69,Male,White,16,1.1126,Didn't Vote,NA,99,3,4,60,30,Democrat,0,60,30,0,NA,Didn't Vote,2016
87,Female,White,1,0.4997,Hillary Clinton,1,2,7,2,100,1,Democrat,1,100,1,1,Democrat,Winner,2016
48,Female,White,12,0.4575,Didn't Vote,NA,99,2,5,51,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
74,Female,White,15,1.3207,Bernie Sanders,1,3,7,2,60,9,Democrat,0,60,9,1,Democrat,Loser,2016
35,Female,White,12,0.8795,Donald Trump,1,6,5,2,31,85,Republican,0,85,31,1,Republican,Winner,2016
56,Female,White,3,0.8731,Didn't Vote,NA,4,4,4,NA,85,Democrat,1,NA,85,0,NA,Didn't Vote,2016
50,Male,Other,27,0.4503,Hillary Clinton,1,3,5,2,60,15,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
21,Female,Other,11,0.4447,Didn't Vote,NA,4,5,3,56,56,Independent,1,NA,NA,0,NA,Didn't Vote,2016
66,Male,Other,20,0.538,Donald Trump,1,6,5,2,40,60,Republican,0,60,40,1,Republican,Winner,2016
28,Male,White,7,1.4939,Didn't Vote,NA,99,1,4,50,15,Democrat,1,50,15,0,NA,Didn't Vote,2016
67,Female,White,21,0.7847,Didn't Vote,NA,6,2,1,0,60,Republican,0,60,0,0,NA,Didn't Vote,2016
39,Male,Other,1,2.9564,Didn't Vote,NA,99,6,2,0,0,Other,1,NA,NA,0,NA,Didn't Vote,2016
36,Male,Other,27,0.8521,John Kasich,1,3,7,2,55,45,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
56,Female,White,12,1.0571,Didn't Vote,NA,4,6,2,42,63,Independent,0,NA,NA,0,NA,Didn't Vote,2016
21,Female,White,2,1.5434,Didn't Vote,NA,3,6,2,80,33,Democrat,1,80,33,0,NA,Didn't Vote,2016
NA,Male,White,23,0.6254,Didn't Vote,NA,5,6,2,16,31,Republican,0,31,16,0,NA,Didn't Vote,2016
42,Male,White,11,1.7992,Didn't Vote,NA,99,4,4,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
46,Female,NA,11,1.6289,Didn't Vote,NA,6,4,4,70,85,Democrat,1,70,85,0,NA,Didn't Vote,2016
19,Male,White,11,1.4844,Didn't Vote,NA,6,6,2,9,85,Republican,1,85,9,0,NA,Didn't Vote,2016
NA,Male,White,NA,0.4329,Hillary Clinton,1,2,6,2,100,0,Democrat,NA,100,0,1,Democrat,Winner,2016
63,Female,Black,5,1.044,Didn't Vote,NA,99,2,6,85,30,Democrat,1,85,30,0,NA,Didn't Vote,2016
NA,Male,White,4,0.6513,Donald Trump,1,5,5,1,3,70,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
57,Male,Other,12,2.0849,John Kasich,1,5,4,2,15,60,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
48,Male,White,23,2.0849,Didn't Vote,NA,5,7,3,40,31,Democrat,0,40,31,0,NA,Didn't Vote,2016
20,Male,Black,2,0.9543,Didn't Vote,NA,4,6,2,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
37,Female,White,21,0.9037,A Third Party Candidate,1,5,5,1,0,60,Other,0,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2016
58,Male,Other,28,0.8767,Didn't Vote,NA,2,7,2,70,0,Democrat,0,70,0,0,NA,Didn't Vote,2016
22,Male,White,18,1.4548,Didn't Vote,NA,2,6,2,85,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
24,Male,White,3,0.737,Didn't Vote,NA,6,4,1,0,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
51,Female,White,7,1.7975,Didn't Vote,NA,3,2,5,60,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
21,Male,Other,23,1.0887,Didn't Vote,NA,99,6,5,0,31,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Male,White,25,0.411,Donald Trump,1,6,5,1,0,60,Republican,0,60,0,1,Republican,Winner,2016
60,Female,White,28,0.7598,John Kasich,1,6,7,2,30,60,Republican,0,60,30,1,Republcian,Voted in Other Party Primary,2016
NA,Other/Refused,White,NA,0.8538,NA,1,3,7,3,80,10,Democrat,NA,80,10,1,NA,NA,2016
27,Female,White,26,0.9508,Marco Rubio,1,5,7,2,15,30,Republican,0,30,15,1,Republican,Loser,2016
54,Female,Other,27,1.0667,Hillary Clinton,1,2,7,3,99,0,Democrat,0,99,0,1,Democrat,Winner,2016
40,Female,White,28,1.1755,Hillary Clinton,1,1,7,3,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
68,Male,Other,25,0.4178,Bernie Sanders,1,99,4,1,15,15,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
35,Female,Black,7,1.7326,Didn't Vote,NA,6,7,4,100,70,Democrat,1,100,70,0,NA,Didn't Vote,2016
42,Female,White,24,0.9151,Bernie Sanders,1,99,6,2,30,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
65,Male,White,17,0.6697,Didn't Vote,NA,1,7,2,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2016
66,Male,White,26,0.6151,Didn't Vote,NA,2,6,3,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
50,Female,White,21,1.665,Didn't Vote,NA,99,6,4,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2016
NA,Female,Other,28,0.5901,Hillary Clinton,1,4,6,3,86,54,Democrat,0,86,54,1,Democrat,Winner,2016
90,Female,Other,18,2.0356,NA,1,99,4,2,85,NA,Democrat,0,85,NA,1,NA,NA,2016
32,Male,White,5,0.7397,Didn't Vote,NA,3,7,1,70,40,Independent,1,NA,NA,0,NA,Didn't Vote,2016
33,Male,White,21,0.4232,Didn't Vote,NA,5,7,1,15,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
25,Female,White,7,0.9577,Didn't Vote,NA,99,6,2,51,51,Democrat,1,51,51,0,NA,Didn't Vote,2016
48,Female,White,26,0.57,Hillary Clinton,1,2,7,3,85,2,Democrat,0,85,2,1,Democrat,Winner,2016
31,Female,White,27,0.4881,Didn't Vote,NA,99,4,4,63,58,Independent,0,NA,NA,0,NA,Didn't Vote,2016
41,Male,White,19,1.6476,Didn't Vote,NA,6,6,1,0,99,Republican,0,99,0,0,NA,Didn't Vote,2016
84,Male,Other,14,1.1007,Another Republican,1,6,5,2,50,31,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
43,Female,Other,12,1.0645,Bernie Sanders,1,4,6,4,60,32,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
32,Female,White,23,0.8626,Donald Trump,1,4,4,4,50,50,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
25,Male,White,15,1.5283,Bernie Sanders,1,2,6,3,40,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
NA,Male,Other,NA,0.5622,Ted Cruz,1,6,5,1,0,60,Independent,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016
57,Male,White,17,0.8664,Bernie Sanders,1,2,6,1,60,30,Democrat,0,60,30,1,Democrat,Loser,2016
19,Male,White,13,2.8707,Didn't Vote,NA,99,-9,-9,NA,NA,Democrat,0,NA,NA,0,NA,Didn't Vote,2016
32,Female,Black,1,0.3747,Hillary Clinton,1,99,6,2,87,0,Democrat,1,87,0,1,Democrat,Winner,2016
56,Male,White,13,1.0751,Donald Trump,1,6,6,2,2,87,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
50,Male,White,28,1.0613,A Third Party Candidate,1,3,7,3,77,30,Republican,0,30,77,1,Other/Third Party,Voted in Other Party Primary,2016
NA,Female,White,20,1.4533,Didn't Vote,NA,5,4,4,NA,NA,Independent,0,NA,NA,0,NA,Didn't Vote,2016
53,Female,Black,15,1.934,Hillary Clinton,1,99,7,2,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
48,Female,White,15,2.8646,Didn't Vote,NA,99,6,2,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
25,Male,White,11,2.489,Hillary Clinton,1,4,1,3,60,15,Democrat,1,60,15,1,Democrat,Winner,2016
77,Male,White,25,1.1126,John Kasich,1,7,6,1,0,60,Other,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
19,Female,Other,15,3.5185,Hillary Clinton,1,2,6,5,100,50,Democrat,0,100,50,1,Democrat,Winner,2016
82,Female,White,19,0.3899,Marco Rubio,1,7,6,1,40,60,Republican,0,60,40,1,Republican,Loser,2016
42,Female,White,28,0.9929,Another Republican,1,1,7,4,10,10,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
22,Male,White,24,2.0377,Didn't Vote,NA,5,7,1,45,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
39,Female,White,1,0.3976,Didn't Vote,NA,5,6,2,45,45,Independent,1,NA,NA,0,NA,Didn't Vote,2016
35,Female,Black,11,1.0102,Didn't Vote,NA,99,7,4,60,15,Democrat,1,60,15,0,NA,Didn't Vote,2016
58,Male,NA,5,1.2605,Ted Cruz,1,6,5,1,0,70,Republican,1,70,0,1,Republican,Loser,2016
32,Male,White,18,0.7183,Didn't Vote,NA,3,6,2,90,15,Democrat,0,90,15,0,NA,Didn't Vote,2016
34,Male,White,22,0.6956,Didn't Vote,NA,3,7,2,70,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
36,Female,White,23,0.8112,Marco Rubio,1,5,6,2,40,60,Republican,0,60,40,1,Republican,Loser,2016
29,Female,Black,1,0.9313,Didn't Vote,NA,99,4,4,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
68,Male,White,27,0.6254,Ted Cruz,1,6,5,1,5,90,Republican,0,90,5,1,Republican,Loser,2016
67,Female,White,1,0.418,Hillary Clinton,1,2,7,3,75,0,Democrat,1,75,0,1,Democrat,Winner,2016
79,Female,White,21,0.738,Hillary Clinton,1,3,6,2,100,15,Democrat,0,100,15,1,Democrat,Winner,2016
59,Male,White,NA,0.3348,Donald Trump,1,6,5,1,0,70,Independent,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016
61,Male,White,14,0.6254,John Kasich,1,5,7,2,40,40,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
48,Male,White,16,0.8664,Didn't Vote,NA,3,7,2,70,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Male,White,28,1.4851,Didn't Vote,NA,3,6,3,49,29,Independent,0,NA,NA,0,NA,Didn't Vote,2016
80,Female,White,16,1.2792,Donald Trump,1,99,1,7,1,100,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
30,Female,White,15,1.7627,Bernie Sanders,1,1,6,2,60,15,Democrat,0,60,15,1,Democrat,Loser,2016
90,Female,Other,17,1.6477,Another Democrat,1,5,6,4,60,30,Democrat,0,60,30,1,Democrat,Loser,2016
37,Male,Other,9,1.4817,Didn't Vote,NA,4,1,4,76,0,Democrat,1,76,0,0,NA,Didn't Vote,2016
49,Male,Other,7,0.8018,Donald Trump,1,6,7,1,0,100,Republican,1,100,0,1,Republican,Winner,2016
29,Male,Black,12,1.428,Hillary Clinton,1,4,4,4,41,42,Republican,0,42,41,1,Democrat,Voted in Other Party Primary,2016
41,Male,White,22,0.8767,Didn't Vote,NA,99,3,5,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2016
59,Female,Other,23,0.7994,Hillary Clinton,1,3,6,4,60,0,Democrat,0,60,0,1,Democrat,Winner,2016
36,Male,White,15,0.4918,Didn't Vote,NA,4,7,3,40,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
38,Male,Other,25,3.0115,Didn't Vote,NA,99,7,4,72,23,Democrat,0,72,23,0,NA,Didn't Vote,2016
47,Female,White,18,0.8707,Didn't Vote,NA,3,6,3,75,30,Democrat,0,75,30,0,NA,Didn't Vote,2016
82,Male,White,21,1.0539,Donald Trump,1,6,5,2,31,71,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
67,Male,Black,13,0.9292,Hillary Clinton,1,5,1,5,70,40,Democrat,0,70,40,1,Democrat,Winner,2016
43,Female,Other,12,1.4186,Didn't Vote,NA,99,2,2,50,41,Independent,0,NA,NA,0,NA,Didn't Vote,2016
57,Female,White,2,0.438,Didn't Vote,NA,4,7,4,85,15,Democrat,1,85,15,0,NA,Didn't Vote,2016
41,Female,White,21,0.8365,Bernie Sanders,1,4,7,3,30,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
61,Female,White,5,0.7093,Donald Trump,1,6,6,1,0,62,Republican,1,62,0,1,Republican,Winner,2016
65,Male,White,21,0.408,John Kasich,1,6,6,1,15,85,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
64,Female,White,12,1.3838,Didn't Vote,NA,7,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
27,Female,White,11,0.4649,Bernie Sanders,1,2,6,3,84,36,Democrat,1,84,36,1,Democrat,Loser,2016
64,Female,White,13,0.2855,Didn't Vote,NA,6,3,1,50,50,Republican,0,50,50,0,NA,Didn't Vote,2016
21,Female,Other,17,0.8999,Didn't Vote,NA,99,3,4,70,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
70,Female,Black,7,0.5265,Didn't Vote,NA,3,7,3,85,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
65,Female,White,17,0.7847,Didn't Vote,NA,2,6,2,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2016
65,Male,White,23,0.7587,Hillary Clinton,1,2,7,3,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
64,Male,White,26,0.6476,Hillary Clinton,1,4,7,2,65,10,Democrat,0,65,10,1,Democrat,Winner,2016
76,Male,White,19,0.6925,Didn't Vote,NA,6,6,1,15,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
25,Female,White,7,1.0542,Didn't Vote,NA,2,7,2,50,0,Democrat,1,50,0,0,NA,Didn't Vote,2016
90,Female,White,22,0.6247,Didn't Vote,NA,4,5,2,50,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
24,Male,Other,9,4.7157,Didn't Vote,NA,99,4,4,15,15,Independent,1,NA,NA,0,NA,Didn't Vote,2016
64,Male,Other,21,0.778,Didn't Vote,NA,5,7,2,70,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
69,Female,White,12,0.7947,Donald Trump,1,7,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2016
41,Other/Refused,White,15,0.4264,Didn't Vote,NA,5,1,4,15,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,28,0.3581,Hillary Clinton,1,2,7,2,86,2,Democrat,0,86,2,1,Democrat,Winner,2016
25,Male,White,15,0.7397,Didn't Vote,NA,6,6,1,1,86,Republican,0,86,1,0,NA,Didn't Vote,2016
31,Male,White,24,0.8056,Didn't Vote,NA,4,7,1,60,60,Democrat,0,60,60,0,NA,Didn't Vote,2016
50,Female,Other,16,0.8227,Didn't Vote,NA,6,7,1,15,100,Republican,0,100,15,0,NA,Didn't Vote,2016
76,Female,White,17,0.8126,Didn't Vote,NA,4,4,4,50,75,Independent,0,NA,NA,0,NA,Didn't Vote,2016
70,Male,White,9,0.6587,Bernie Sanders,1,3,7,3,61,2,Democrat,1,61,2,1,Democrat,Loser,2016
37,Male,White,20,0.7438,Didn't Vote,NA,99,3,6,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2016
65,Male,White,23,0.8397,Bernie Sanders,1,3,6,2,60,30,Democrat,0,60,30,1,Democrat,Loser,2016
38,Male,White,18,0.7749,Donald Trump,1,6,5,2,40,86,Republican,0,86,40,1,Republican,Winner,2016
NA,Male,White,25,0.6799,Didn't Vote,NA,99,4,4,50,48,Democrat,0,50,48,0,NA,Didn't Vote,2016
46,Male,White,2,2.1,Didn't Vote,NA,6,1,4,NA,NA,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Female,White,NA,1.9338,Didn't Vote,NA,6,5,1,31,70,Republican,NA,70,31,0,NA,Didn't Vote,2016
65,Male,Other,14,2.459,Didn't Vote,NA,99,6,2,70,52,Democrat,0,70,52,0,NA,Didn't Vote,2016
69,Female,White,7,0.7167,Donald Trump,1,6,6,1,21,80,Republican,1,80,21,1,Republican,Winner,2016
34,Male,White,17,0.6834,Didn't Vote,NA,3,7,2,70,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Male,White,5,0.8664,Didn't Vote,NA,4,5,3,41,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
28,Female,White,1,1.5153,Donald Trump,1,99,3,3,40,40,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
56,Male,Other,22,0.8855,Hillary Clinton,1,2,7,2,70,0,Democrat,0,70,0,1,Democrat,Winner,2016
34,Male,White,24,1.2864,Didn't Vote,NA,2,7,3,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Female,White,13,0.9463,Donald Trump,1,6,6,2,30,70,Republican,0,70,30,1,Republican,Winner,2016
52,Female,White,21,1.5248,Didn't Vote,NA,4,6,2,50,52,Independent,0,NA,NA,0,NA,Didn't Vote,2016
55,Male,Other,26,1.9885,Hillary Clinton,1,5,6,2,85,50,Democrat,0,85,50,1,Democrat,Winner,2016
64,Male,White,11,0.6409,Hillary Clinton,1,2,6,2,60,40,Democrat,1,60,40,1,Democrat,Winner,2016
29,Female,White,27,0.8269,Didn't Vote,NA,2,7,1,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016
66,Female,White,24,1.2991,Bernie Sanders,1,2,7,5,70,30,Democrat,0,70,30,1,Democrat,Loser,2016
71,Male,White,18,0.685,Hillary Clinton,1,3,6,2,70,40,Democrat,0,70,40,1,Democrat,Winner,2016
81,Female,White,7,0.6179,Hillary Clinton,1,4,6,2,73,54,Democrat,1,73,54,1,Democrat,Winner,2016
53,Male,White,23,1.5098,Donald Trump,1,4,5,6,40,70,Republican,0,70,40,1,Republican,Winner,2016
22,Female,Other,13,4.0122,Didn't Vote,NA,3,7,6,100,50,Democrat,0,100,50,0,NA,Didn't Vote,2016
78,Male,White,17,0.5788,Hillary Clinton,1,5,6,3,74,51,Democrat,0,74,51,1,Democrat,Winner,2016
21,Female,White,18,3.1863,Didn't Vote,NA,4,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Male,White,26,0.5589,Didn't Vote,NA,6,5,2,30,62,Republican,0,62,30,0,NA,Didn't Vote,2016
64,Male,White,21,0.4094,Didn't Vote,NA,2,3,4,15,75,Republican,0,75,15,0,NA,Didn't Vote,2016
34,Male,White,26,0.7494,Bernie Sanders,1,1,6,3,40,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
30,Female,White,23,1.2971,Bernie Sanders,1,6,6,2,50,50,Republican,0,50,50,1,Democrat,Voted in Other Party Primary,2016
71,Female,White,24,1.2985,Donald Trump,1,99,6,2,30,70,Republican,0,70,30,1,Republican,Winner,2016
20,Female,White,5,1.7182,Bernie Sanders,1,3,6,1,40,60,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
55,Female,Other,3,0.6925,Didn't Vote,NA,99,-9,-9,NA,NA,Other,1,NA,NA,0,NA,Didn't Vote,2016
69,Female,White,15,0.9478,Hillary Clinton,1,3,6,4,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
55,Female,Black,1,2.0231,Hillary Clinton,1,3,3,7,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
27,Female,White,10,0.4488,Didn't Vote,NA,4,7,4,70,40,Other,1,NA,NA,0,NA,Didn't Vote,2016
67,Male,White,19,0.6486,Donald Trump,1,6,5,1,40,70,Republican,0,70,40,1,Republican,Winner,2016
63,Female,White,17,2.4414,Didn't Vote,NA,2,7,2,84,1,Democrat,0,84,1,0,NA,Didn't Vote,2016
55,Female,White,17,0.4493,Didn't Vote,NA,2,6,2,70,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
62,Female,White,1,1.7799,Didn't Vote,NA,5,6,3,49,49,Independent,1,NA,NA,0,NA,Didn't Vote,2016
26,Male,Other,13,1.0178,Didn't Vote,NA,99,4,4,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
NA,Other/Refused,Other,NA,1.0213,Another Democrat,1,4,6,3,80,40,Other,NA,NA,NA,1,Democrat,Voted in Other Party Primary,2016
83,Male,White,12,0.3543,Hillary Clinton,1,3,7,2,73,17,Democrat,0,73,17,1,Democrat,Winner,2016
46,Female,Black,16,3.049,Hillary Clinton,1,99,7,2,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
61,Female,White,14,0.3768,Didn't Vote,NA,3,5,4,61,51,Democrat,0,61,51,0,NA,Didn't Vote,2016
63,Female,White,5,0.4366,Didn't Vote,NA,7,6,1,0,60,Republican,1,60,0,0,NA,Didn't Vote,2016
59,Male,White,19,0.757,Donald Trump,1,6,5,2,30,85,Republican,0,85,30,1,Republican,Winner,2016
44,Female,Other,12,0.8838,Ted Cruz,1,7,3,1,15,60,Other,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
63,Female,White,23,1.3906,Didn't Vote,NA,4,6,2,51,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
36,Female,Other,3,0.8604,Bernie Sanders,1,99,1,6,60,0,Democrat,1,60,0,1,Democrat,Loser,2016
54,Female,White,1,1.5213,Marco Rubio,1,6,5,1,15,70,Republican,1,70,15,1,Republican,Loser,2016
64,Male,White,6,0.777,Didn't Vote,NA,5,7,2,40,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
85,Male,White,26,0.5847,John Kasich,1,4,5,1,31,41,Republican,0,41,31,1,Republcian,Voted in Other Party Primary,2016
65,Male,White,NA,0.6583,Ted Cruz,1,6,4,2,15,60,Republican,NA,60,15,1,Republican,Loser,2016
30,Male,White,12,0.9042,Hillary Clinton,1,2,7,2,78,0,Democrat,0,78,0,1,Democrat,Winner,2016
20,Female,Other,1,1.4083,Didn't Vote,NA,99,4,4,20,20,Independent,1,NA,NA,0,NA,Didn't Vote,2016
31,Male,White,1,1.0073,Didn't Vote,NA,6,4,2,15,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
54,Female,Other,27,2.0549,Didn't Vote,NA,5,6,5,85,0,Republican,0,0,85,0,NA,Didn't Vote,2016
33,Male,White,21,0.5855,Didn't Vote,NA,2,7,5,85,15,Other,0,NA,NA,0,NA,Didn't Vote,2016
24,Female,White,5,0.7514,Didn't Vote,NA,99,2,4,NA,NA,Democrat,1,NA,NA,0,NA,Didn't Vote,2016
67,Female,White,21,0.3697,Donald Trump,1,99,-9,-9,NA,NA,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
66,Male,White,16,0.7153,Bernie Sanders,1,2,6,3,86,42,Democrat,0,86,42,1,Democrat,Loser,2016
20,Female,White,25,4.1087,Bernie Sanders,1,1,6,3,70,0,Democrat,0,70,0,1,Democrat,Loser,2016
56,Female,Other,19,1.37,Didn't Vote,NA,4,4,4,60,0,Democrat,0,60,0,0,NA,Didn't Vote,2016
57,Male,White,21,2.7022,John Kasich,1,6,3,1,15,30,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
76,Male,Black,12,0.6424,Didn't Vote,NA,99,1,1,50,50,Other,0,NA,NA,0,NA,Didn't Vote,2016
81,Male,White,23,0.6438,Donald Trump,1,4,5,3,70,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
